id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department,Priority
649917070803582,1173183937901099,,,,,"(240) 764-7431",,fax,,,,
620846306271235,604721858303896,"744532051423737,1146482188745759,1129022337432214,1124640120854271,1125987342546107,1194872069892643,1245580607395005,912868472017219,917340488183103,989379893295634",832081175822927,,,"(202) 939-1380",,fax,,,,
627893071958181,665537720302910,936010727694695,,,,"(202) 543-5796",,voice,,,,
643337118990625,901570423713957,900282135782367,1117145062751748,,,1-877-508-6667,,voice,,,,
647471512217416,987681737906027,1089668903464175,,,,"(202) 588-0059",,fax,,,,
601992910461545,"1231381914283530,970983517110031","603580181050118,853929141214417,594569394092610,1066076138766405,1279704727295628,635411099042905,1020471555082436,1105850415319204,746078248071882,1080000450333930",1169767322641878,,,"(202) 667-7006",,voice,,,,
624586719112928,1089626392255953,783958686086923,1140779289251086,,,"(202) 635-9050",,voice,,,,
627241711055030,855789547158426,,,,,"(202) 292-4440",,voice,,,,
659031397106285,1133890153315802,772373540242764,,,,"(202) 328-9680",,voice,,,,
662418344265107,1274248047601637,,818433220295218,,,"(410) 732-7777",,voice,,Membership,,
635968293558987,854230368107837,,,,,"(202) 724-8707",,voice,,,,
636488902942562,967842377045809,"583988896816188,1132229411458875,620569007037808,872951114825988",757749510901012,,,"(202) 526-3020",,voice,,,,
639723068072357,1183173298558849,1122765390786822,,,,"(202) 434-2099",,voice,,"AARP Senior Medicare Patrol (SMP)",,
641734990450902,873890719454689,,921466109394130,,,"(202) 269-7000",,,,,,
661172727532291,"1255140834443689,898537800432105,671699874900293,945974432326654,777544006426049,1229706459709655,1159744769911269,957520333540238,780622753430249","568848745429108,637056281967653,654079377709904,798441899320042,1188051468871668,1085691019894863,868432737886085,1140724818955853",1284952943863665,,,"(202) 469-4699",,voice,,"Unity Patient Scheduling Center ",,
663123188337760,"1160077532191340,1207740090664609","969104577757425,598047692449891,1231068953747206,874713157662589,977353834463418,659435743428113,565370307901606",1058892834992313,,,"(202) 470-1534",,textphone,,,,
680363538565742,1142441892698286,1226514003731413,619974574898067,,,"(202) 291-2160",,fax,,,,
627977115724206,1091350492556485,1243657038645919,1297467042568288,,,"(202) 331-1495",,voice,,,,
636390444955781,"623911698639626,1281917418518969","1063814078946036,963084111494175",1275858156254689,,,"(202) 529-8701",,voice,,"Ward 5 location",,
644017795337557,541907027325035,1279531428850596,1189940866829310,,,"1 (800) 217-4273",,voice,,"Toll free",,
658416119153851,1171401871170354,761729408560878,1001381268835594,,,"(703) 444-7009",,voice,,"Ayuda VA office",,
672725923890616,602400615052275,,1005694830501113,,,"(202) 465-8794",,voice,,"Office line",,
691800564621591,810077928064262,,,,,"(202) 541-6226",,voice,,,,
646466081040521,1035196061179073,,,,,"(202) 727-1288",,voice,,,,
647577480608718,1274660264568428,"968170375832858,899717824024978",1160038998115387,1148149098240458,,"(202) 830-3508",,voice,,"Woodley House Main Line",,
668062653430088,1274248047601637,,818433220295218,,,"(410) 732-2694",,voice,,Employment,,
670208940343738,602400615052275,,,,,"(202) 347-0130",,fax,,,,
686876711128986,910674112866949,,,,,"(301) 530-8500",,voice,,,,
685475234090978,1129247879259176,,,,,"(202) 673-3223",,voice,,,,
691608793849697,624397784374194,"597273584134874,1194227911974076,597275938978540,801918885732334,588450653794139",635265662066015,,,"(202) 312-7140",,voice,,,,
696940363672558,1013981933889035,823996409566009,1087443224313487,,,"(202) 525-4855",,voice,,,,
705994150910452,987580985223381,,,,,"(202) 282-0021",,voice,,,,
706325857726632,1275795457873123,"1118129820102814,1214829481056623,927444702701934",1316999943437051,,,"(202) 373-0330",,voice,,"OIC/DC Training Center",,
712245272441801,557094579799532,,,,,"(202) 673-3215",,voice,,,,
714043165270002,1117622155194782,647744623033900,,,,"(202) 727-2832",,voice,,,,
736956052139959,1255666996034353,"900938870720008,645639147901738",687390186581235,,,"(202) 544-3863",,fax,,"Everyone Home DC Shirley's Place Day Center",,
738691625272988,796898419678236,"634163805498241,1191828341135162,915801395995557,843417621771816,997382439625145,827423614142820,998818821487302,617802974901710,1102573292657410,1005856083111610,1048725052232264",1077524447531259,,,"(202) 889-7900",,voice,,,,
757515780067610,1219450960862351,,619974574898067,,,"(202) 547-8450",,voice,,,,
760850258908085,879688258127018,,786496092449135,,,"(202) 547-6175",,voice,,,,
763123579248149,569762980024499,"643883051065479,1251282400091320,1300815691678453,634331653721930,739110335088609,1125189538542481,1262432728139962,859784781707721,919789306976808,1340874883349935,1117866913583560,1216919996503351,809925333569605,1281760748874328,768577653576222",1151840654132771,,,"(202) 832-4400",,voice,,,,
723916233410324,1288442867873978,"957811011700764,1274090737385222,855485572088952",1235669446637932,904672901037838,,"(202) 562-3800",,voice,,,,
718869495645604,789483190572876,,,,,"(202) 673-3220",,voice,,,,
723557262248714,855494369304069,,966440815617344,,,"(202) 562-3653",,fax,,"Paramount Baptist Church",,
737091514062920,990754403473385,,,,,"(301) 891-8000",,voice,,,,
740585592968807,815051886893035,,,,,"(301) 297-4000",,voice,,,,
751594641558024,1018253357347462,,,,,"(202) 673-3206",,voice,,,,
750363040196300,625247779378848,"647876938997632,1346017134806581,614660449605719,1275024510435821,1228983284901807",811471160167819,,,"(703) 339-5161",,voice,,,,
786636994934480,1190288283777701,,818433220295218,,,"(240) 491-5780",,voice,,Employment,,
791776604694708,624908178427639,,1091742936273498,,,"(202) 673-3320",,voice,,"FEMS main office line",,
727788318770760,950665445636496,,,,,"(202) 895-3870",,fax,,,,
739455623546590,1293267778021809,,909886281557711,,,"(202) 529-1767",,fax,,"CAFB fax",,
753931414310292,1285677988970642,,,,,"(202) 673-3209",,voice,,,,
757275073777446,1263123342132362,"1225103848906322,1260729084144993,1139491183429250,834684082852945,1261259812177504,971894815669980,795879638840285,623904786582994,1226514003731413,1243311965925842,1202321397052978,1235224978747922,937153699338620,1109535799611317,978858266637697",619974574898067,,,"(202) 388-9202",,voice,,,,
760967524914269,765146043026123,"768548905888033,788377494442735",893442799835060,,,"(202) 667-8970",,voice,,"Jubilee Jobs - NW DC Office",,
759645456897847,909420379146552,,976419995372799,,,"(202) 535-1000",,voice,,,,
770218954747061,978433964868542,1205746962140909,828308705468984,,,"(202) 434-2094",,voice,,"AARP Legal Counsel for the Elderly's Self Help Office phone line",,
785075185786370,1091354780708194,,1203024767725850,,,"(202) 373-0548",,voice,,,,
737180542817005,832529372572869,936010727694695,1315578558618439,,,"(202) 686-4850",,voice,,,,
742054620150258,1295522145612055,,1102284383103447,,,"(202) 671-4200",,voice,,"DHS Main Office Line",,
747530458759027,"1134996153077734,1293661242956981",,618748399513081,,,"(301) 608-3508",,fax,,,,
760013196228008,827068480481455,1279930862215019,,,,"(202) 889-7705",,fax,,,,
763321039369095,839573866990556,830825158082806,1206510419155059,,,"(202) 386-7016",,voice,,"Bread for the City RPP Program",,
767434507934353,1061235909513521,"953571703501099,755893450919058,1342355454259613,849877675917053,1312648219687403,926086262623139,584221387739490,1157089206097365",1078800059400169,,,"(202) 724-5626",,voice,,"Department of Aging and Community Living",,
767533541868240,647230404089036,"1332199960888369,1198304800320219,802059293903880",,,,"(301) 333-0500",,voice,,,,
777478975973746,1295303526129555,,738572047054521,,,"(202) 338-3100",,voice,,,,
795844597305597,1096322006760905,,,,,"(202) 645-0755",,voice,,,,
795986882596360,584215858451001,"869422229117923,773172814806209,586532932628487,1207720606469506,781718626017793","1235669446637932,1102961709884725",,,"(202) 399-7093",,voice,,"Shelter Hotline",,
802780426682998,1207740090664609,,1058892834992313,,,"(202) 889-1159",,fax,,,,
804131276272542,803666590300951,,1126607081226356,,,"(301) 838-4200",,voice,,,,
751061458384755,"932502301190120,869647738071923","826324408184019,743196443052437,777147158438789,1188616906512182,1235579050212858",879684021850075,,,"202 - 483 - 5800",,voice,,,,
747283188766841,769953967292170,,,,,"(301) 816-8679",,fax,,,,
766154485856891,1080745784913482,,,,,"(410) 919-1410",,voice,,,,
777650091270925,541907027325035,1279531428850596,1189940866829310,,,"(301) 864-3115",,voice,,,,
777844917986346,759833313909140,,,,,"(202) 399-1349",,fax,,,,
781930986045364,1331394191570751,958235862658517,808240584407061,1021798665730687,,"(703) 799-8830",,voice,,,,
803544912223819,818731653276709,"1173093445425515,595082261115094",1048888394985463,,,"(202) 398-7275",,voice,,,,
807471270870129,995317546520269,"1273412412302024,961847087578752",846586624529740,,,"(202) 483-7003",,voice,,,,
806994129206541,660448310809163,,,,,"(202) 678-8877",,voice,,,,
815987000661681,877840974751997,"823287765002075,1272403811888637,1115773035158894,1097124274962034,1244177955657488,824403148838289,1222343403264201,782329565925103,1280097613047736",1235669446637932,,,"(202) 238-4609",3,4,136,"Main row",,main
822834585491715,622769721428949,,,,,"(202) 673-3228",,voice,,,,
760565278757437,987681737906027,1089668903464175,,,,"(202) 588-1375",,voice,,,,
761730627522865,852062736759123,"1291646983149791,1267670024992885",1119343755243480,,,"(301) 424-1130",,voice,,,,
775266558725152,1293267778021809,"673842557296387,948867860648638",909886281557711,,,"(202) 644-9800",,voice,,"CAFB phone",,
782772375690533,"1284378916833442,816235551756131,1157647595052033,1264887939520326","617717048691003,795647463619947,973325735749516,1245717986328193,761788898992773",790090664353865,,,"(202) 727-2132",,fax,,,,
784662913629758,970983517110031,1066076138766405,1169767322641878,,,"(202) 667-7339",,voice,,"Housing counseling services hotline
Homelessness Prevention Program Number",,
793192253123968,967601719856630,,1275858156254689,,,"(301) 587-0190",,voice,,,,
794839335523778,984130963161577,"1133841580769830,651056882216531",809725005994328,,,"(202) 583-7416",,voice,,,,
794599466381754,1280629114863869,1255828431025209,768872992887477,,,"(202) 645-7111",,voice,,,,
816775581344433,613607303207687,637221801458890,1114290760690506,,,"(202) 678-4300",,voice,,,,
773551335877915,584764537637617,,,,,"(202) 645-4614",,voice,,,,
784457938638703,1261098666898898,"901644988734342,838439633965089",,,,"(202) 506-7264",,voice,,,,
790273098777706,571282409737911,,,,,"(202) 626-0710",,voice,,,,
815051675815970,"744169816237550,636167681957227,920110206749977,753670429342362,944001764606866","957679721511506,880540849737772,741133276923057,1205734509587882",,792860991202744,,"(202) 832-9400",,voice,,,,
826343149445208,1315539978603581,608162049269761,824966357062743,,,"(202) 333-7273",,voice,,HOTLINE,,
828534605497883,1078276338322764,"949725297401271,763106931954514,936906190018086,678336489867060,1102032278098336,1277554928342075,954270986825825,618510425235763",1012774856380370,,,"(202) 889-2213",,,,,,
785558330051645,1320932553563772,988610275937141,1275858156254689,,,"(202) 635-1900",,voice,,,,
798012227756605,940988880402930,"1131528502132736,998910660786600,833463361083754,1003127511248132,1074501090125867,819907567165668,594081408024759",643509042901798,,,"(202) 529-2972",,voice,,,,
801558020367834,825613990987555,"857918942159858,630264519658509,874630142674226,1108750269140523",1126515358200105,,,"(202) 328-5500",,voice,,"WLCH main line",,
804280432043299,1104999420030021,"890827452085799,842898274944169,905929309244389",1061004820715700,,,"(202) 529-3075",,voice,,,,
828720521624019,"867480542956619,1142163554566402","885911212444742,786777987046972,611731051197054,978823191463999,1167108992028451,935921848165742,1223343952721664,868294682470679,1287381779305670",918523571271755,,,"(202) 797-8806",1311,11,"136,139","This is a description.",,
841218777703776,1190992226347185,"785169150627540,1092296589947000,1176207549830608,1307844962163383,606736767772085,945829836126554,823785251815168,1099899521922388,1176655697971687,1206755076792649,1150526426164419",951819432538468,,,"(202) 546-1512",,voice,,,,
850138941420510,1148893965275945,,,,,"(202) 223-9550",,voice,,,,
850149252069185,1013220022014176,,1309623395147627,,,"(202) 727-4218",,voice,,,,
795305573959481,1154007819992809,658900524855990,,,,"(202) 574-6141",,voice,,"United Medical Center Primary Care Scheduling",,
806870939070966,1163405927375948,,680226054600238,,,"(202) 667-8831",,voice,,,,
813038992671432,1247065547409159,"1171107809657948,1293714246926509,619865391321510,1163788260715796,1182835937166583,1101657033380655",880448544501253,,,"(202) 507-4800",,voice,,,,
812603817609541,933666460806255,,1293547606068658,,,"(202) 574-6789",,voice,,"Breathe DC phone
",,
818610335474984,"803666590300951,603618233221428,1085137251641611","1158805154331276,596509168605852,1224495074701354,1247441946122537,1189862050430597,842118695599527,1206515011255222,1249421918700941,956316316250592,943690370414778,1237618325820422,1330460837989046,1176914771702299,1248465838378546,822886605211738,609280054378490",1126607081226356,,,"(301) 816-2633",,voice,,"Main line for JSSA Maryland.",,
822315774778933,680369109388099,1223973175827182,1227863720998927,,,"(703) 379-9195",,fax,,,,
824957746276601,600295822156667,,,,,"(202) 673-3201",,voice,,,,
852459537309170,673635399946198,,1347505314266969,,,"(202) 442-5988",,voice,,,,
856059026674450,644250986023852,,858928431109507,,,"(202) 723-3000",,voice,,,,
802443867007966,1125441162012486,,815771475001330,,,"(202) 772-4300",,voice,,,,
823350359966178,727772454332930,803289389092544,,,,"(800) 433-5255",,voice,,"The Arc of DC",,
825698509389836,1094057138771894,,,,,"(202) 698-1363",,voice,,,,
822453108800582,1317058386900282,,818433220295218,,,"(240) 491-5784",,voice,,Employment,,
826261229525001,940212538195830,,,,,"(301) 585-2120",,voice,,,,
830911807602267,842889096789965,,,,,"(202) 673-3229",,voice,,,,
861539973857515,766212450574576,,619974574898067,,,"(202) 581-0496",,fax,,,,
866552416277092,1270081732081180,,949759665008692,,,"(202) 610-0066",,voice,,,,
814559429952530,1135336670475675,"1239257983465773,1229847373733252",1046365080869798,,,"(202) 682-5825",,voice,,,,
815636513875681,1246425051489068,,,,,"(202) 673-3204",,voice,,,,
829471250078983,604721858303896,"744532051423737,1146482188745759,1129022337432214,1124640120854271,1125987342546107,1194872069892643,1245580607395005,912868472017219,917340488183103,989379893295634",832081175822927,,,"(202) 939-2076",,voice,,,,
829562966078392,812782874544268,,1203024767725850,,,"(202) 735-0979",,voice,,,,
832798923297357,1251263915124950,1099406667463105,,,,"(202) 675-9222",,voice,,,,
846422979621264,800069869376535,,1203024767725850,,,"(202) 844-4000",,voice,,,,
859735189492898,1293436869828060,978561179172265,,,,"(202) 207-2361",,voice,,"Youth Mental Health Services line",,
859928595598571,1114551742239605,,802638496440415,,,"(202) 803-2350",,fax,,"DC Fax",,
861143922515481,693867662447380,1252811207069395,,,,"(202) 546-4900",,voice,,,,
860482618489600,1118017178735628,,,,,"(202) 727-1787",,voice,,,,
861208313743223,635902575070564,,,,,"(202) 673-3203",,voice,,,,
862926899529934,1191500192034471,,,,,"(301) 294-0897",,fax,,,,
817448213696064,1166859805809640,"1185563905796881,1217517912625492",1277014247696961,,,"(202) 462-8686",,voice,,,,
820958216163760,777359034139686,,,,,"(202) 673-3225",,voice,,,,
839097988835862,1209862604521984,,,,,"(202) 673-3210",,voice,,,,
839546521594442,"988814873768650,636848661261240,1312052344982531,849213479290179","925876618282340,667387929525624,810458383121333,905712024453663,867810178957304,1298850689126022,756590434387042,753746449496571,1308027877412141,808149675507884,1208941632060908",876886021673283,,,"(202) 328-6608",,voice,,,,
838732841114220,1269099704638669,"1214461475383160,1215155337816976,944086458634778,1053339592565591,1134632582399004",794184973835515,,,"(202) 452-8926",,voice,,,,
846053195085750,"1094898373646373,1117640220112945","1121716306827418,911538558546594",1235614981567924,,,"(202) 882-1237",,voice,"144,145",,,
853421305644666,802167449988638,,,,,"(202) 554-2926",,voice,,,,
854170424677205,653251900948938,"826575730085111,629441538824999,625010110827987,576233469616692,1183837054694105,1309075999603061,1290826855930269,1245797842459737,1098034582826680,835196230590039,1144935558772710,766179643113383,896834539658723,1098013630156546,810657067829775,817516189087861,1277600718493078",930037496704241,,,"(202) 328-9799",,voice,,,,
869647641173429,770924552273178,992653786137258,,1129441517788145,,"(301) 365-4480",,voice,,"Meredith McConnell's extension",,
881290885953231,967598687864523,,,,,"(202) 698-6373",,voice,,,,
826913634381138,685641446710222,,,,,"(202) 576-7252",,voice,,,,
841294859040664,1250362245990206,970844412851977,834433815510350,,,"(202) 448-1450",,voice,,,,
853258537403223,1154007819992809,"650975829022117,1184398102096366,978362959076613,569658380553026,778216401015612",650527153533264,,,"(202) 574-6000",,voice,,,,
861631826209926,1217520405916264,,937801028419059,,,"(202) 289-3611",,voice,,,,
856079026891300,972271189983680,,,,,"(301) 765-5469",,voice,,,,
859866299193791,1136470398726733,1279930862215019,,,,"(202) 793-2141",,voice,,,,
858170932168553,839573866990556,"1193500689688597,598893344627449,870510285799257,619060926571379,619428544473590",1206510419155059,,,"(202) 561-8587",,voice,,"Bread for the City Southeast Center",,
867166594258636,638609559652847,"987823009683776,862520686520779,1227270113734434,1216093434926302",984055402205420,1151684503102915,,"(571) 748-2674",,voice,,,,
867060900569749,972271189983680,,,,,"(301) 765-5694",,fax,,,,
869180963768724,"1142780236844538,1315539978603581","1013383131036507,1240192310621331,884736702652661,586528011285719",824966357062743,,,"(202) 232-0789",,voice,,,,
880704676850500,1260258325512587,"1164611414305040,650989691735486,1285828968189382,1107517105201722,876445692954802",859831189737185,,,"(202) 364-1419",,voice,,,,
838179226897828,1020706673677182,"1048984129419777,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524",802638496440415,,,"(301) 441-1605",,voice,,"MD Phone",,
867033115635976,1288559999306050,851500386737857,,,,"(202) 386-7616",,voice,,,,
867663934577117,623911698639626,,1275858156254689,,,"(202) 289-5693",,fax,,,,
888249723161367,1156298037800579,947021731311865,,,,"(202) 724-7000",,voice,,,,
896721483888468,1006643802398414,,818433220295218,,,"(240) 491-5753",,voice,,Employment,,
893086851634791,"1279229683648851,1068693490671334","573712074661708,915604912347301,1086669106439677,1107196998383990,930118509045826,564257031952303",1203024767725850,,,"(202) 540-9857",,voice,,"Conway Health and Resource Center - Medical",,
899543859617326,1249100999590019,"636366666716828,712328327930380",808240584407061,,,"(703) 619-2964",,voice,,,,
908210314810841,766212450574576,,619974574898067,,,"(202) 581-0490",,voice,,,,
909713164007592,1249696647199145,855469857598617,1290880981505786,,,"(202) 487-8698",,voice,,"We Are Family DC",,
853569892161372,670763981366130,"1092859529383419,853430057787908,985958129077094,834464881233325,795787284434998",698337947812895,,,"(202) 535-2600",,voice,,"DOEE Main Line
",,
851605176249615,950611509071482,,,,,"(703) 777-9622",,voice,,,,
856038833951668,574603403182846,"710118290554444,1055040381486326,622808373738547",1031170884115304,,,"(202) 506-8938",,voice,,,,
863373375723229,967601719856630,,1275858156254689,,,"(301) 588-1126",,fax,,,,
872748541280957,674838894214197,1095680012179849,859831189737185,,,"(202) 248-0496",,voice,,,,
878996924070917,661085324813258,"636366666716828,712328327930380",808240584407061,,,"(703) 347-6042",,voice,,,,
879161402200519,1117118492901641,"1060415349793008,1156215543966047,1050554025156180,929859824925404,965942393503991,645694919920041,1262506217054044,877165496793556",779339057787762,898773495903441,,"(301) 585-6556",,voice,,,,
876071398674393,1076247615804558,833282615728356,540732570709574,,,"(202) 269-6632",,fax,,"Academy of Hope - Northeast Site (Ward 5/Main site)",,
881725280593154,854967346211154,,619974574898067,,,"(202) 388-4332",,fax,,,,
887578586370932,1279229683648851,"915604912347301,1086669106439677,1107196998383990,621585086191000,564257031952303",1203024767725850,,,"(202) 407-7747",,voice,,,,
888705323197821,1269099704638669,"1214461475383160,1215155337816976,944086458634778,1053339592565591,1134632582399004",794184973835515,,,"(202) 835-8376",,fax,,,,
896988123469538,658610517897796,,,,,"(202) 673-3211",,voice,,,,
904121948816629,1300388977460036,1279930862215019,,,,"(301) 439-5944",,voice,,,,
907177707318666,1116757915659329,"1095497824033311,1099208107604478,948838805132982,1281848063989826,952194300736035,841673521697595,1095945124402776,1252999982476801,1171107809657948,770730332028956,1182835937166583,1101657033380655",880448544501253,,,"(202) 462-4788",,voice,,,,
914187484659324,1273232122875210,"665233370065008,1073041672347811",1311337308136967,,,"(202) 319-2225",,voice,,,,
913380729966530,1326321443548696,,808240584407061,,,"(703) 799-7015",,voice,,,,
913766000250514,779234665793356,,,,,"(703) 527-4966",,voice,,,,
865543406152138,748318220525650,,,,,"(202) 243-1188",,voice,,,,
882109019068289,1140130619656796,606430121530643,1315578558618439,,,"(202) 673-9319",,voice,,"Comprehensive Psychiatric Emergency Program",,
910352028410989,1092756194618999,,,,,"(301) 587-5700",,voice,,,,
911880615765765,1281896636126927,,,,,"(202) 673-3208",,voice,,,,
923761408675313,834036632030985,,,,,"(703) 522-1700",,voice,,,,
891644478369558,750119883782411,,818433220295218,,,"(301) 445-3139",,voice,,"Front Desk",,
902299258856691,1243562110622958,1257962156531903,766867144136285,,,"(202) 526-1730",,voice,,,,
920489837074401,1261462848590883,,,,,"(202) 673-3231",,voice,,,,
929204956121811,825454741717939,,1278194418924146,,,"(202) 296-5363",,voice,,,,
929172322087135,1185094328556228,,1275858156254689,,,"(202) 362-2587",,fax,,,,
897457933548600,1191044209171136,,818433220295218,,,"(301) 933-4461",,voice,,Membership,,
901274144392282,1168148392185022,,,,,"(571) 405-5700",,fax,,,,
916276527780066,"1012043594454236,1193198730195892","1152526034865988,855368086683971",638023829270297,,,"(202) 889-3660",,voice,,"Brighter Day Ministries - both locations",,
931173517724084,1183173298558849,"805290013325766,1227451026876891,1146427923405605,954742655318156,1102203467116873,982207553498582,1108394531508208,635645258311778,1160836319132411",828308705468984,,,"(202) 434-2120",,voice,,"AARP Legal Counsel for the Elderly main line",,
936234438645818,778922579379097,936010727694695,,,,"(202) 388-3001",,voice,,,,
946365616469100,977080631663121,"943521538490652,1210758210255628",1077851308935499,,,"(202) 393-3572",22,voice,,,,
912671284681139,994933787004216,,1214030857673383,,,"(202) 727-1101",,voice,,,,
920168916111664,1283768891049166,,1251281769259929,,,"(202) 265-0149",,voice,,,,
925481472586692,819741028296646,,,,,"(202) 832-1984",,fax,,,,
922970555992057,893470451792465,"1191828341135162,915801395995557,843417621771816,997382439625145,827423614142820,998818821487302,617802974901710,1102573292657410,1005856083111610,1048725052232264",,,,"(202) 889-7901",,voice,,,,
925375982749248,1092715705970916,,820630706542898,,,"(202) 895-0238",,voice,,,,
928835842320067,935244522535810,,,,,"(202) 645-4532",,voice,,,,
940298300645105,1214403176463678,667384544326235,,,,"(301) 839-1960",201,voice,,,,
949228272983280,1096962324914778,749482802649696,,,,"(202) 483-8916",,voice,,,,
949206606709939,645373982298053,,808240584407061,,,"(703) 619-2800",,voice,,,,
894795278933148,1143767333255844,,,,,"(202) 673-3213",,voice,,,,
902437860112224,851341569805212,"1272667351561003,1280595935871142,900958041480936,922272298366059",949759665008692,,,"(202) 624-0010",,voice,,,,
922760868577520,841012551878129,"1193500689688597,619060926571379",1206510419155059,,,"(202) 265-2400",,voice,,,,
926719398617836,1117622155194782,647744623033900,,,,"(202) 547-1619",,fax,,,,
937031448061601,769953967292170,,,,,"(301) 468-1740",,voice,,,,
950188346891245,602400615052275,"1176697876442539,1184935193727472",1005694830501113,,,"(202) 733-3643",,voice,,"Services line",,
956993739208745,799734694979867,,605309967915458,,,"(202) 687- 0821",,voice,,,,
931410088645967,891308792501399,1246421144702219,,,,"(202) 726-3623",,fax,,,,
936575749678024,891549215171790,786696636711619,1275681929536705,,,"(202) 289-4480",,voice,,,,
947850987908112,"608530994924722,611309881787759",592279932552007,1115449373062853,,,"(202) 332-5000",,voice,,,,
971705485646754,1156951251699636,,,,,"(202) 673-3202",,voice,,,,
977115125903347,995487732055408,,,,,"(202) 673-3218",,voice,,,,
981087315294873,1320760535782101,,,,,"(202) 636-4225",,voice,,,,
978263582028604,1276182199916444,,747066554934957,,,"(202) 667-7001",,voice,,,,
979091642460386,645897759928377,"1120925823267751,1076835020018645,1107751503709452,1228697695545072",592376182631330,,,"(703) 836-1021",,voice,,,,
980493210959521,584215858451001,"605385202624201,991462076076973,739062573866794,1003036537750667,643156433763559,1107276468708862",,,,"(202) 724-4208",,voice,,,,
919692190244593,891308792501399,1246421144702219,,,,"(202) 726-2203",,voice,,,,
