id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
183,181,,HOME-BASED SERVICES FOR ELDERLY AND DISABLED,,"Home Health Aides or Certified Nursing Assistants visit regularly to help with shopping, cooking, cleaning, organizing and paying bills, personal care such as bathing and dressing, help with heavy cleaning and minor home repairs, and provide companionship. Respite care, time off for the family or caregiver, may also provided. Home-delivered meals and consumable medical supplies may also be provided.",www.unitedhomecare.com,,,,Call for more information,,,,
184,181,,EMERGENCY RESPITE SERVICES,,Emergency Respite is a unique service designed to temporarily assist in reducing caregiver stress and burden for families of patients over 60 years of age through providing intervention and relief from care or supervision.,www.unitedhomecare.com,,,,Call for more information,,,,
185,181,,LONG TERM CARE,,"Provides assessment and case management, crisis management, personal needs assessment and process re-evaluations. Arranges needed services such as in-home services such as homemakers, personal care, chores, home delivered meals, nutritional assessment, counseling, adult day care, and care giving support.",www.unitedhomecare.com,,,,Call for more information,,,,
187,181,,DISABLED ADULTS,CCDA,"Provides assessment and case management and arranges for homemaker services such as shopping, medical supplies, laundry, light housekeeping, and meal preparation, or for personal care such as bathing, hair care and shaving, or for home-delivered meals.",www.unitedhomecare.com,,,,Call for further assessment,,,,
189,181,,IN-HOME COUNSELING,Mental Health Counseling,Provides Licensed Clinical Social Workers to come to the home for mental health and family counseling.,www.unitedhomecare.com,,,,Please call for information,,,,
190,190,,MIAMI SHORES RECREATION DEPARTMENT,,"The Recreation Department strives to provide the residents of Miami Shores Village with the best in leisure programs and recreational facilities. The Department is comprised of several divisions: Administration, Aquatic Center, Athletics, Community Center, Tennis Center and Special Events. Programs are designed to provide an uplifting experience for the participants and/or spectators.",http://www.miamishoresvillage.com/village-department/recreation,,,,Call to learn more about program of interest,,,,
192,192,,POLICE DEPARTMENT,,"Responsible for enforcing laws and ordinances of the City of Miami, preventing crime, investigating criminal activity, apprehending, arresting and detaining suspects, presenting evidence, regulating traffic, and investigating traffic accidents. Also sponsors the Police Explorers and an athletic program for youth. The Victim Advocate Service for victims of crime.",www.miami-police.org,,,,"All must provide any identification with photo, and current address information",,,,
197,192,,MARINE PATROL,MPD,"The primary goal of the Marine Patrol Detail is to ensure the safety of those persons using the waterways of the City of Miami. The officers assigned to the Detail enforce all federal, state and local maritime regulations and statutes. Conduct inspections of vessels, conducts search and rescue operations, assists with alien and drug smuggling interdiction and provides assistance to all law enforcement agencies and public entities engaged in maritime activities in Miami.",www.miami-police.org,,,,Call for more information,,,,
199,192,,COMMUNITY INVOLVEMENT,,"The Community Involvement Unit is an element of the Field Operations DivisionGÇÖs Community Relations Section. The Community Involvement Unit is further subdivided into six divisions, the Chaplaincy Corps Detail, the Citizens on Patrol Detail, The Crimes Against the Elderly (CATE) Detail, the Crime Prevention Specialist Detail, CrimeStoppers and the Police Auxiliary/Reserve Officers.",http://www.miami-police.org/community_involvement.html,,,,"Must have proper identifications, incident reports concerning cummunity issues",,,,
201,192,,POLICE ATHLETIC LEAGUE,PAL,"The Police Athletic League focuses on the prevention of juvenile delinquency through the use of sports, and educational programs.",https://miamipal.org/,,,,Call or visit for more information.,,,,
203,192,,VICTIMS ADVOCATE SERVICES,,"The Victim Advocate Program provides services to all victims of crime and survivors of homicide. The program provide victims with compensation, information and referral and a safety plan. \n\nThe Victim Advocate Program is guided by two primary goals. The first goal is to provide personalized, professional immediate and long-term assistance to any person who has suffered, directly or indirectly, a physical, emotional, or personal loss as a result of a criminal act. The second goal is to assist the Miami Police Department by reducing out-of-service time for officers and investigators.",www.miami-police.org,,,,Call for information,,,,
206,206,,JACKSON COMMUNITY MENTAL HEALTH CENTER,,"Jackson Community Mental Health Center (Jackson North CMHC) is a community-based, multi-service that provides comprehensive behavioral healthcare services for co-occurring adults and children with severe persistent mental illness and substance abuse problems. These services are provided for residents in the north and northwestern sections of Miami-Dade County. \n\nThe Center specializes in the provision of:\n \n* Adult Mental Health and Substance Abuse Services\n* Adult Case Management\n* Psychosocial Rehabilitation Services \n* Children's Mental Health and Substance Abuse Services\n* Children's Case Management Services\n* Individual and Group Therapy \n* Crisis Stabilization and Detoxification Services\n* Anger and Stress Management \n* Adult and Child Medication Management\n* Temporary Assistance for Needy Families (TANF)",www.jhsmiami.org,,,,Call the intake department for assessment and services,,,,
207,206,,CHILD CASE MANAGEMENT,"Jackson  Community Mental Health Center, JCMHC","Child Case Management provides targeted case management services for children diagnosed as emotionally disturbed are provided in the community, at the child's home, and in school.",www.jhsmiami.org,,,,For intake call (786) 466-2826.,,,,
208,206,,CHILD OUTPATIENT SERVICES,"Jackson  Community Mental Health Center, JCMHC","Provides comprehensive mental health services to children. Services provided; psychiatric and psychological evaluations, psychiatric medication program, outpatient counseling (individual and family), case management and psychological testing.",www.jhsmiami.org,,,,Call (786) 466-2826 for intake information.,,,,
210,206,,DETOX UNIT,Jackson Community Mental Health Center,Provides inpatient substance abuse medical detoxification for adults 18 years and older.,www.jhsmiami.org,,,,"None, client can just visit location",,,,
211,206,,ADULT OUTPATIENT,JACKSON COMMUNITY MENTAL HEALTH CENTER,"Provides individual and group counseling, mental health evaluations, substance abuse assessment, and information & referral services for adults diagnosed with persistent mental illness and substance abuse, or co-occurring disorders. Centralized intake unit on site.",www.jhsmiami.org,,,,* For appointment (877) 881-6240\n* For intake call (786) 466-2826,,,,
212,206,,TANF,"Jackson  Community Mental Health Center, JCMHC","Assessment, case management, screening, and treatment services are available to those people with employment and familial instability. These services are also available to families 200% below poverty level.",www.jhsmiami.org,,,,Call intake for further information on receiving assistance and applying.,,,,
213,206,,ADULT CASE MANAGEMENT,"Jackson  Community Mental Health Center, JCMHC","The adult case management services provides advocacy, assessment, linkage, service planning, and monitoring services for adults with severe and persistent mental illness. Designed to assist clients in acquiring and maintaining independent living skills.",www.jhsmiami.org,,,,"Please call or visit the intake office located on 15055 NW 27th Avenue at 786-466-2800 between 8:00am-4:00pm, Mon-Fri and ask to speak with Joy Burchell.",,,,
214,206,,PSYCHOSOCIAL REHABILITATION SERVICES,"Jackson Behavioral Health Hospital , JBHH","Jackson Behavioral Health Hospital's (JBHH) Psychosocial Rehabilitation Program Offers therapeutic and social rehabilitation groups, such as anger and stress management for adults with severe and persistent mental illness.\n\nThis program is available five days a week, offers free transportation for qualified individuals and provides breakfast and lunch.",www.jhsmiami.org/mentalhealth,,,,Must register,,,,
215,206,,CRISIS STABILIZATION UNIT,Jackson  Community Mental Health Center,A 20-bed Baker Act receiving facility that provides a 24-hour/7-day inpatient psychiatric care for adults. Substance abuse treatment available as well.,www.jhsmiami.org,,,,"None, client can just visit location",,,,
216,216,,VITAS HEALTHCARE CORPORATION,,"VITAS is headquartered in Miami, Florida, and operates 49 hospice programs in 16 states and the District of Columbia. VITAS employs 11,773 professionals who care for terminally ill patients daily-primarily in the patientsGÇÖ homes, but also in the companyGÇÖs 34 inpatient hospice units as well as in hospitals, nursing homes and assisted living communities/residential care facilities. VITAS team members include registered nurses, licensed practical nurses, home health aides, physicians, social workers, chaplains and other caregiving professionals.\n\n\n###MON###",www.vitas.com,,,,Varies based on need,,,,
217,216,,HOSPICE,VITAS Healthcare Corporation,"Provides comprehensive care for patients who have a life limiting illnesses with a prognosis of six months or less. Care is given to them in their homes, nursing homes, assisted living facilities (ALF), and in hospitals. Alzheimer's patients who are in respite care are offered care for a maximum of 5 days in their homes or in inpatient units where the patient can stay for up to 10 days.\n\n###COL###\n###MON###",www.vitas.com,,,,Must call to enroll in services,,,,
218,216,,BEREAVEMENT SUPPORT GROUPS,VITAS Healthcare Corporation,"A support group for any adult, child, or family who has lost a loved one.\n\n\n###MON###",www.vitas.com,,,,Call during business hours for dates and times of group meetings,,,,
221,221,,"FLORIDA LAWYERS ASSISTANCE, INC.",,"Florida Lawyers Assistance, Inc. is a non-profit corporation formed in 1986 in response to the Florida Supreme CourtGÇÖs mandate that a program be created to identify and offer assistance to bar members who suffer from substance abuse, mental health, or other disorders which negatively affect their lives and careers.\n\nJudges, attorneys, law students, and support personnel who seek the assistance of FLA need not worry that FLA will report them to the Bar, the Board of Bar Examiners, or their employer. Information is shared with these entities only if the participating individual signs a waiver of confidentiality.  \n\n\n###COL### \n###MON###",www.fla-lap.org,,,,Please contact for more information.,,,,
225,225,,"GUARDIANSHIP PROGRAM OF DADE COUNTY, INC.",,"Provides legal guardianship to adults 18 years of age and older who have been adjudicated legally incapacitated by the probate court, who have no relatives or friends willing or able to act as legal guardian and the legally incapacitated person is indigent. Assists with the health and welfare of legally incapacitated persons by using community resources to assure that their basic needs are met. Also acts as a monitor and an advocate to ensure that each ward receives benefits he/she is entitled to.",www.guardianshipprogram.org,,,,Call for more information,,,,
227,227,,"CAMILLUS HEALTH CONCERN, INC.",CAMILLUS HEALTH,"Camillus Health Concern's services include adult primary care, pediatric services, women's preventive health services, HIV/AIDS/STD/TB prevention, screening and treatment, mental health services, oral health services and case management. Referral to Camillus House programs-CHC's sister organization, such as the Camillus Life Center (intensive outpatient substance abuse treatment); Camillus Housing Services; Camillus Emergency Services, ensures that patients have access to a comprehensive continuum of care services.\n\nTo facilitate access to care, Transportation Services includes van transportation, taxi, and tokens for the bus and metro rail.",www.camillushealth.org,,,,* Personal identification card (if you have one).\n* Proof of legal guardianship for your child. \n* Health insurance information (if applicable).,,,,
231,227,,PEDIATRIC CARE,,"A full range of services is available to pediatric patients, including primary health care, immunizations, eye exams, school physicals, health maintenance, disease prevention, and education. Special attention is given to parent education and participation in the health outcomes of their children.",www.camillushealth.org,,,,Call for intake information.,,,,
235,235,,U.S. SMALL BUSINESS ADMINISTRATION,SBA,"The SBA promotes the interests of small businesses by providing technical and financial assistance. Information package available to anyone interested in starting a business. While SBA does not make loans directly, you can find a local lender who can help you with your loan application.\n\nBrevard, Broward, Charlotte, Collier, Desoto, Glades, Hardee, Hendry, Highlands, Hillsborough, Indian River, Lee, Manatee, Martin, Miami-Dade, Monroe, Okeechobee, Osceola, Palm Beach, Pasco, Pinellas, Polk, Saint Lucie, Sarasota.\n\n\n###MON###\n###COL###",http://www.sba.gov/about-offices-content/2/3109,,,,Can apply online for services,,,,
236,235,,DISASTER ASSISTANCE LOANS,SBA,"Home and Personal Property Loans:\nLoans to homeowners or renters to repair or replace disaster damages to real estate or personal property owned by victim. Renters are eligible for their personal property loss.\n\nBusiness Physical Disaster Loans:\nLoans to businesses to repair or replace disaster damages to property owned by business. Businesses of any size and most private nonprofit organizations may apply to the SBA for a loan to recover after a disaster.\n\nEconomic Injury Disaster Loans (FIDL):\nLoans for working capital to small businesses, small agricultural cooperatives, and most private nonprofit organizations to assist them through the disaster recovery period. EIDL assistance is available only to applicants with no credit available elsewhere - if the business and its owners cannot provide for their own recovery from non-government sources.\n\nMilitary Reservists Economic Injury Loans (MREIDL):\nProvides funds to help an eligible small business meet its ordinary and necessary operating expenses that it could have met, but is unable to, because an essential employee was called-up to active duty in his or her role as a military reservist.\n\n\nHURRICANE IRMA:\nLoans may be available to help repair flood-related damage to your home or business and replace personal property. Provides low-interest disaster loans of up to $200,000 to repair a primary residence, up to $40,000 for homeowners and renters to replace personal property, and up to $2 million to businesses and most private non-profits for physical damage and economic injury needs as a result of the disaster.  \n\n\n###MON###\n###COL###",https://www.sba.gov/disaster-assistance,,,,Can apply online for any of the loans needed.\n\nMust submit the completed loan application and a signed and dated IRS form 8821 giving permission for the IRS to provide SBA your tax return information.,,,,
237,237,,"MIAMI RESCUE MISSION, INC.",,"Provides refuge, food, comfort, care and spiritual guidance to homeless men, women, and children in two separate structures. Facilities include a 214-bed Men's Center and a 40-bed Women and Children's Center. The women shelter also offers overnight accommodations. The residential programs offer counseling, education and job referral services to help re-establish clients as productive citizens.",www.miamirescuemission.org,,,,Call for more information,,,,
238,237,,CENTER FOR WOMEN AND CHILDREN,,"The Center for Women and Children is a temporary haven for homeless women and children. All women start off with a 14 day stay, if there are available beds than an extension may be given depending on what is available.\n\n***Program is currently in transition. New clients are accepted on a case by case basis.***",https://miamirescuemission.com/women.htm,,,,Individuals requiring a longer stay must call to ask for room availability at which point they will be scheduled for an interview.,,,,
241,237,,VOLUNTEER PROGRAM,,"The Center is seeking volunteers to help in reaching the homeless and needy of South Florida. During the holidays and throughout the year, volunteers help them to help others to experience changed lives. Volunteers needed to help us with various projects and drives (food, clothing, hygiene, etc.) both individuals and groups are accepted. \n\n*Holiday Toy registration event:  \nSaturday, December 1st\n9:00am to 12:00pm",www.miamirescuemission.org,,,,Call for information.,,,,
242,237,,CENTER FOR MEN,,"The Center for Men offers a comprehensive, year-long residential Regeneration Program for men who suffer from various life-controlling problems such as homelessness, chemical abuse or addiction, medical and mental issues, illiteracy, and lack of adequate job skills. \n\nMen participate in individual and group counseling, various life skills classes, work to improve academic skills as well as preparing for re-entry into the job market. The program lasts for 18 months. Clients must stay in the facility and at times are given passes to leave temporarily to go out.",http://www.miamirescuemission.com/men.htm,,,,* Must show up early.\n* Allowed to take some clothing.\n* Must bring any documentation they have with them.,,,,
246,246,,"LUTHERAN SERVICES FLORIDA, INC.",LSF,"Lutheran Services Florida (LSF) is a statewide, non-profit, human services agency dedicated to helping all people in need regardless of religious affiliation, age or national origin. The agency has more than 60 programs located throughout Florida. \n\nServices provided include: the Child Care Food Program, PEPPI Head Start Child Development Center, Foster and Adoptions Case Management, Youth Shelters and Family Crisis Counseling Programs, Guardianship Program, Housing, Employment, Refugee and Immigration Programs, Ryan White AIDS Program, and Disaster Response Programs for victims of tornadoes, hurricanes, floods and other natural disasters. GÇï\n\n\n###MON###\n###COL###",www.lsfnet.org,,,,Varies on services needed,,,,
292,292,,AMERICAN LUNG ASSOCIATION IN FLORIDA,,"The American Lung Association of the Southeast serves Florida, Georgia, and South Carolina with critical programs and services designed to reach everyone affected by lung disease.",www.lungfla.org,,,,Call for assistance,,,,
294,294,,"LUPUS FOUNDATION OF FLORIDA, INC.",,"Provides public awareness, support groups, information, meetings, referrals to medical providers, educational seminars, outreach coordination, and patient education for lupus patients. Books and pamphlets available. Research and studies information available. Publishes a quarterly and monthly newsletter. Members also belong to the National Foundation.\n\n\n###COL###\n###MON###",www.lupusflorida.org/,,,,Call for more information on support group dates and times,,,,
296,296,,CORAL GABLES POLICE DEPARTMENT,,The City of Coral Gables Police Department is responsible for enforcing all laws and ensuring public safety in the City of Coral Gables.,https://www.coralgables.com/departments/Police,,,,None,,,,
298,296,, VICTIM WITNESS UNIT,,"Victim's Advocate provides support for victims and witnesses of crime and helps them understand their rights, gain access to resources and navigate the legal system. Victims of all types of crimes, who have suffered physical or emotional injury, can request services at any time. Assistance is provided with filing victim compensation claims, making shelter referrals, assisting with orders of protection, crisis intervention, filing for emergency financial assistance, and information and referral to other supportive agencies.",http://www.coralgables.com/index.aspx?page=228,,,,Call for information,,,,
303,303,,"FLORIDA INTERNATIONAL UNIVERSITY, INC.",FIU,"Florida International University is a student-centered public research university, offering bachelor's, master's, and doctoral degrees.",www.fiu.edu,,,,Call for more information,,,,
308,303,,CHILDHOOD ANXIETY PHOBIA PROGRAM (CAPP),,"CAPP is a specialty research clinic conducted under the auspices of the Center for Children and Families at Florida International University with the support of the National Institute of Mental Health. CAPP provides comprehensive diagnostics, assessments and state-of-the-art treatments for children and adolescents who are experiencing difficulties with fear and anxiety. An initial evaluation is offered for children suffering from excessive and persistent fear or anxiety. Examples include: the dark, school, separation from parents or excessive worry and anxiety. Clinical services are offered on a sliding scale.",http://capp.fiu.edu/,,,,Call for information,,,,
310,303,,VICTIM EMPOWERMENT PROGRAM,,"The Victim Empowerment Program services all FIU student, faculty and Staff. Services are free of charge and include: \n\n* 24-hour hotline for people who are in immediate crisis and in need of information, referrals and advocacy.\n* Help with attaining an injunction for protection.\n* Counseling and support.\n* Help locating an emergency shelter.\n* Accompaniment to court, meetings, hearings and depositions involving the criminal justice system or FIU student conduct process.\n* Assistance with accessing local community resources, educational information, support groups and children's' domestic violence groups.",http://advocacy.fiu.edu/,,,,Walk-in or call to make an appointment,,,,
311,303,,BRIDGE AND UNION POSITIVA: FREE HIV/STD TESTING ON FIU CAMPUS,FIU BRIDGE,"As part of the SAMHSA funded project, ""Miami-Dade Partnership for Preventing Health Risks among Young Adults,"" FIU-BRIDGE has partnered with Union Positiva to ensure that all individuals in the Miami-Dade area have access to free HIV, HCV, and STD testing services.  \n\nUnion Positiva Inc. is a non-profit community-based organization providing HIV/AIDS services in Miami, Florida. The staff represents US born Hispanic/Americans, Central Americans, South Americans, and the Spanish speaking Caribbean Islands. The HIV/AIDS counselors are certified by the Florida Department of Health and the Centers for Disease Control and Prevention (CDC).  \n\nUnion Positiva's main office location for testing is:\n215 SW 17th Avenue \nSuite 310\nMiami, FL 33135\n305-644-0667\nhttp://unionpositiva.org/\n\n**Testing occurs at the main physical location address, FIU MMC Campus**",http://bridge.fiu.edu/,,,,For other hours or mobile van hours and locations please call the main number,,,,
312,312,,"IMPROVING LIVES COMMUNITY MENTAL HEALTH CENTER, INC.",,"Provides individual therapy (children, adolescent and adult), family counseling, couples communications, substance abuse counseling and DUI groups. Also provides an intensive out patient program.",www.improvinglivesnow.com,,,,Must call for an appointment first,,,,
314,314,,AMERICAN ASSOCIATION OF RETIRED PERSONS,AARP,"AARP is a national, membership organization that advocates for individuals age 50 and older. Members need not be retired. Provides information on aging issues, educational material and courses, conducts research and offers a variety of volunteer opportunities and community services. They also sponsor the ""Alive 55"" driver's education classes for older drivers and the Tax Aid program to assist with income tax preparation.\n\n\n###MON###\n###COL###",www.aarp.org,,,,Call for more information,,,,
467,465,,MILITARY SEXUAL TRAUMA TREATMENT,U.S. DEPARTMENT OF VETERAN AFFAIRS,"Military sexual trauma counseling may include individual or group counseling, marital and family counseling, referral for benefits assistance, liaison with community agencies or substance abuse information and referral to help you deal with the emotions of military sexual trauma and regain confidence in your everyday life.\n\nMedical services are available at your local VA Medical Center and can be accessed by contacting the Military Sexual Trauma Coordinator (or Women Veterans Program Manager). Assessment and referral for sexual trauma counseling are available all Vet Centers. On site counseling is available at selected Vet Centers across the country.",http://www.vetcenter.va.gov/Military_Sexual_Trauma.asp,,,,Call for further assessment,,,,
