id,name,parent_id,parent_name,vocabulary,taxonomy_facet
LH-0500.0900-100,Blood Banks,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
HH-4500,Literacy Programs,H,Education,Open211 Miami - AIRS,Service
HD-1800,Early Childhood Education,H,Education,Open211 Miami - AIRS,Service
HL-3010.6500,Parent/Family Involvement in Education,H,Education,Open211 Miami - AIRS,Service
BM-6500.6500-650,Personal/Grooming Supplies,B,Basic Needs,Open211 Miami - AIRS,Service
BD-5000.3500,Home Delivered Meals,B,Basic Needs,Open211 Miami - AIRS,Service
HD-1800.6500,Preschools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
BT-4500.4700-800,Senior Center Bus Services,B,Basic Needs,Open211 Miami - AIRS,Service
TQ-1800,Elections/Election Campaigns,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PH-6200.4600,Life Skills Education,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-1800.4600,Locator Aids,P,Individual and Family Life,Open211 Miami - AIRS,Service
LF-7300.2000-260,Fetal Ultrasound,L,Health Care,Open211 Miami - AIRS,Service
RP-1500.3300,In Person Crisis Intervention,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LH-2700.6000-300,Healthy Eating Programs,L,Health Care,Open211 Miami - AIRS,Service
HL-8120.7800-200,Free School Supplies,H,Education,Open211 Miami - AIRS,Service
NL-5000.5000,Medicaid,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
TB-0700.2200,Funding,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PN-8100.0500,Addictions/Substance Use Disorder Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PH-6500.0500-180,Elder/Dependent Adult Abuse Reporting,P,Individual and Family Life,Open211 Miami - AIRS,Service
HD-1800.3000,Head Start,H,Education,Open211 Miami - AIRS,Named Programs
DF-7000.1200,Birth Certificates,D,Consumer Services,Open211 Miami - AIRS,Service
DF-7000.1700-300,Death Certificates,D,Consumer Services,Open211 Miami - AIRS,Service
TI-1800.6700,Personal/Grooming Supplies Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TD-1600.2600,Homelessness Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
RP-1500.1400-700,Runaway/Homeless Youth Helplines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
HL-8120.8030,Student Health Programs,H,Education,Open211 Miami - AIRS,Service
RP-1500.1400-180,Crisis Pregnancy Hotlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-1500.1400-200,Domestic Violence Hotlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-1500.1400-250,General Crisis Intervention Hotlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-1500.1400-500,Mental Health Hotlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-1500.1400-750,Sexual Assault Hotlines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
DM-2000,Financial Management Workshops,D,Consumer Services,Open211 Miami - AIRS,Service
RP-1400.2500,General Counseling Services,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
TH-2900.1700-160,Disaster Donations Hotlines,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TI-1800.8100,School Supplies Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
RR-5150.5000-700,Runaway Prevention Programs,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-2360.2400,Family Support Centers/Outreach,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
BM-6500.1500-100,Baby Clothing,B,Basic Needs,Open211 Miami - AIRS,Service
BD-1800.2000-640,Ongoing Emergency Food Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
DD-1500.4280-600,Nursing Facility Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
FF-1900,Ex-Offender Reentry Programs,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
J,Environment and Public Health/Safety,,,Open211 Miami - AIRS,Service
N,Income Support and Employment,,,Open211 Miami - AIRS,Service
BH-8400.6000-280,Group Residences for Adults With Disabilities,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
PX-2300.8030,Street Outreach Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
JR-8200.6500-350,Infant and Child Safety Education,J,Environmental Quality,Open211 Miami - AIRS,Service
BM-6500.1500-250,General Clothing Provision,B,Basic Needs,Open211 Miami - AIRS,Service
JD-1500.9600-960,Wildlife Rescue/Relocation,J,Environmental Quality,Open211 Miami - AIRS,Service
RP-1400.8000-250,Gambling Addiction Counseling/Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-6100.3300,Home Based Parenting Education,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-6100.1800-680,Prenatal/Postnatal Home Visitation Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
HD-8200,School Districts,H,Education,Open211 Miami - AIRS,Organization/Facility Type
FT-3000.1600,Child Support Assistance/Enforcement,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FP-0500.3300,Individual Advocacy,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Modality/Delivery Format
BD-1800.8200-250,Formula/Baby Food,B,Basic Needs,Open211 Miami - AIRS,Service
RP-1400.8000-020.18,Child Sexual Abuse Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
FN-1700.1300,Child Sexual Exploitation Reporting,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
ND-9000,Vocational Rehabilitation,N,Income Support and Employment,Open211 Miami - AIRS,Service
NL-1000.8500,TANF,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
PL-8700.2000,Field Trips/Excursions,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-3300.3220,In Home Meal Preparation,P,Individual and Family Life,Open211 Miami - AIRS,Service
TH-1500.1600,County Offices of Emergency Services,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
LD-1700,Emergency Room Care,L,Health Care,Open211 Miami - AIRS,Service
DM-6500,Personal Financial Counseling,D,Consumer Services,Open211 Miami - AIRS,Service
LH-0600.5000-970.50,Manual Wheelchairs,L,Health Care,Open211 Miami - AIRS,Service
PL-7000.5800,Martial Arts,P,Individual and Family Life,Open211 Miami - AIRS,Service
PX-1800.1500-250,Suicide Prevention Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
PX-1800.1500-200,Information and Referral Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
PX-1800.1500-150,Helpline Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
PX-1800.1500-100,Crisis Intervention Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
HD-0500.1700,Disciplinary Alternative Education Programs,H,Education,Open211 Miami - AIRS,Service
LH-6600,Pharmacies,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
LV-6800,Pediatrics,L,Health Care,Open211 Miami - AIRS,Service
LH-3500,Health Insurance Information/Counseling,L,Health Care,Open211 Miami - AIRS,Service
LH-2700.9500-100,Community Wellness Programs,L,Health Care,Open211 Miami - AIRS,Service
LH-0600.5000-950,Walking Aids,L,Health Care,Open211 Miami - AIRS,Service
ND-6500.1500,Comprehensive Disability Related Employment Programs,N,Income Support and Employment,Open211 Miami - AIRS,Service
LR-3100.1800-190,Developmental Disabilities Social/Recreational Programs,L,Health Care,Open211 Miami - AIRS,Service
BH-8400.6000-840,Supported Living Services for Adults With Disabilities,B,Basic Needs,Open211 Miami - AIRS,Service
BH-8400.6000-350,Intermediate Care Facilities for Individuals With Developmental Disabilities,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
PX-7000.7000,Recreational Activities Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
PX-1850.4000-030,Advocacy/Ombudsman Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
BH-3900.3050-180,Elderly/Disabled Home Rental Listings,B,Basic Needs,Open211 Miami - AIRS,Service
BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
PL-7000.5800-870,Tae Kwon Do,P,Individual and Family Life,Open211 Miami - AIRS,Service
BT-4500.4500,Local Automobile Transportation,B,Basic Needs,Open211 Miami - AIRS,Service
BT-4500.6500-170,Disability Related Transportation,B,Basic Needs,Open211 Miami - AIRS,Service
DM-1800.2000,Mortgage Delinquency and Default Counseling,D,Consumer Services,Open211 Miami - AIRS,Programs that provide assistance for people who are unable to ma
TD-1600.3100-160,Constitutional/Civil Rights Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
FT-1800,Discrimination Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
RP-5000.5000-050,Anxiety Disorders Screening,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
FT-3600.1500,Comprehensive Immigration/Naturalization Services,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FN-1500.2560,Human Trafficking Prevention,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LF-4900.2000,Eye Screening,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.2150,Hearing Screening,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.4500,Lead Poisoning Screening,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.8600,Tuberculosis Screening,L,Health Care,Open211 Miami - AIRS,Service
LF-5280,General Laboratory Tests,L,Health Care,Open211 Miami - AIRS,Service
PS-8200.5000-250,Glee Clubs/Choir Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
DM-1800.1700,Debt Consolidation Services,D,Consumer Services,Open211 Miami - AIRS,Service
BH-3700.3000,Homebuyer/Home Purchase Counseling,B,Basic Needs,Open211 Miami - AIRS,Service
RP-6400.8000-660.15,Clubhouse Model Psychiatric Rehabilitation,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LH-6300.9500,Wish Foundations,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
TJ-6500.6300,Outreach Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
RP-1500,Crisis Intervention,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LH-6700.6400,Prescription Drugs for Specific Health Conditions,L,Health Care,Open211 Miami - AIRS,Service
RP-1400.8000-100,Bereavement Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-5000,Mental Health Evaluation,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-8450.1150,Comprehensive Outpatient Substance Use Disorder Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RM-7000.0500,Adult Residential Treatment Facilities,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
TD-1100.1400,Community Action Agencies,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PH-1250.1700,Drop In Child Care,P,Individual and Family Life,Open211 Miami - AIRS,Service
DD-1500.4150-450,Local Government Complaints/Ombudsman Offices,D,Consumer Services,Open211 Miami - AIRS,Organization/Facility Type
FT-4950,Long Term Care Ombudsman Programs,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PL-7400.1500,Computer and Related Technology Classes,P,Individual and Family Life,Open211 Miami - AIRS,Service
BH-3800.7000,Rent Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
LJ-8000.8500,Teen Pregnancy Prevention,L,Health Care,Open211 Miami - AIRS,Service
BH-3500.3400-250,First Time Buyer Home Loans,B,Basic Needs,Open211 Miami - AIRS,Service
LF-7000.1700,Developmental Assessment,L,Health Care,Open211 Miami - AIRS,Service
PH-0300.0300,Adoption Counseling and Support,P,Individual and Family Life,Open211 Miami - AIRS,Service
RP-5000.5000-260,General Mental Health Screening,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-5000.6600,Psychosocial Evaluation,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-7000.6000-060,Adult Out of Home Respite Care,P,Individual and Family Life,Open211 Miami - AIRS,Service
PS-9800.1000,Boys/Girls Clubs,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FT-4200,Labor Relations,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PH-1400.5000,Mentoring Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
FC-8200,State Trial Courts,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
TD-0300.8000,State Government Agencies/Departments,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
FC-8200.1500,Civil State Trial Courts,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
RM-3300.6500,Psychiatric Hospitals,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
RP-6400.8000-600,Psychiatric Case Management,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
BH-3500.3400-300,Foreclosure Prevention Loan Modification/Refinancing Programs,B,Basic Needs,Open211 Miami - AIRS,Service
FF-1500.3500,Juvenile Detention Facilities,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
BV-8900.9300,Utility Service Payment Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
RX-8450.3300-300,Inpatient Alcohol Use Disorder Treatment Facilities,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
