"id","Timestamp","Organization","User","Event","Data Type","Field Type","Change From","Change To","Record ID"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_schedule","1278111949794095,626485661504805,1132485145162044","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_contacts","1232517134982637,1266239632639643","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_details","","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_address","1100921455050231,782663284558293","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_metadata","","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_program","","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_code","","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","service_airs_taxonomy_x","","","1280097613047736"
"108","07-05-2021 18:40:01","","admin","deleted","Service","flag","","","1280097613047736"
"105","06-05-2021 17:36:23","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",", , , , , , ,",", , , , , , , ,","1216896137119914"
"105","06-05-2021 17:36:23","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"106","06-05-2021 17:36:23","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","service_description","Provides the following services: RW Behavior Support BSP Development & Follow-Up , RW Behavior Support Diagnostic Assessment, RW In-Home Supports, RW Respite Daily (out of the home), RW Respite Hourly (in the home)","Provides the following services: RW Behavior Support BSP Development & Follow-Up, RW Behavior Support Diagnostic Assessment, RW In-Home Supports, RW Respite Daily (out of the home), RW Respite Hourly (in the home)","785748915877787"
"103","06-05-2021 17:35:57","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",", , , , , ,",", , , , , , ,","1216896137119914"
"103","06-05-2021 17:35:57","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"100","06-05-2021 17:35:45","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",", , , , ,",", , , , , ,","1216896137119914"
"100","06-05-2021 17:35:45","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"101","06-05-2021 17:35:45","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","access_requirement","yes","none","785748915877787"
"98","06-05-2021 17:35:33","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",", , , ,",", , , , ,","1216896137119914"
"98","06-05-2021 17:35:33","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"97","03-05-2021 18:48:35","Ambassador Baptist Church","admin","updated","Organization","organization_tag","","check for new","595267359680824"
"95","03-05-2021 17:38:12","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",", , ,",", , , ,","1216896137119914"
"95","03-05-2021 17:38:12","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"93","03-05-2021 17:37:58","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",", ,",", , ,","1216896137119914"
"93","03-05-2021 17:37:58","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave, 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"91","03-05-2021 15:27:21","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones",",",", ,","1216896137119914"
"91","03-05-2021 15:27:21","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address",", 6475 New Hampshire Ave",", 6475 New Hampshire Ave, 6475 New Hampshire Ave","1216896137119914"
"90","03-05-2021 12:39:24","","admin","created","Service","service_locations","","","1108"
"90","03-05-2021 12:39:24","","admin","created","Service","service_taxonomy","","","1108"
"90","03-05-2021 12:39:24","","admin","created","Service","service_phones","","08200594004","1108"
"90","03-05-2021 12:39:24","","admin","created","Service","service_contacts","","","1108"
"90","03-05-2021 12:39:24","","admin","created","Service","service_details","","","1108"
"86","29-04-2021 10:19:53","Hillcrest Children & Family Center","admin","updated","Location","location_phones","",",","1060230665027262"
"86","29-04-2021 10:19:53","Hillcrest Children & Family Center","admin","updated","Location","location_address","",", 3029 Martin Luther King, Jr. Ave SE","1060230665027262"
"87","29-04-2021 10:19:53","Hillcrest Children & Family Center","admin","updated","Location","location_phones","",",","1214902198182923"
"87","29-04-2021 10:19:53","Hillcrest Children & Family Center","admin","updated","Location","location_address","",", 915 Rhode Island Avenue","1214902198182923"
"88","29-04-2021 10:19:53","Hillcrest Children & Family Center","admin","updated","Service","service_status","Yes","","1287524810502357"
"83","27-04-2021 16:45:27","","admin","updated","Service","service_status","Yes","","1350703837531671"
"83","27-04-2021 16:45:27","","admin","updated","Service","service_phones","","7897654321123","1350703837531671"
"83","27-04-2021 16:45:27","","admin","updated","Service","service_contacts","","amit solanki","1350703837531671"
"81","27-04-2021 16:27:49","","admin","updated","Service","service_status","Verified","Yes","1350703837531671"
"79","27-04-2021 16:24:09","A Wider Circle","admin","updated","Service","service_phones","(301) 608-3508, 987654","(301) 608-3508, 987654, 54654321","677821283847495"
"75","27-04-2021 16:20:05","A Wider Circle","admin","updated","Service","service_phones","(301) 608-3508, 452318","(301) 608-3508, 987654","677821283847495"
"73","27-04-2021 16:04:25","A Wider Circle","admin","updated","Service","service_phones","(301) 608-3508, 564321364","(301) 608-3508, 452318","677821283847495"
"68","27-04-2021 14:47:55","A Wider Circle","admin","updated","Service","access_requirement","yes","none","677821283847495"
"68","27-04-2021 14:47:55","A Wider Circle","admin","updated","Service","service_phones","(301) 608-3508","(301) 608-3508, 564321364","677821283847495"
"66","24-04-2021 11:14:26","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"66","24-04-2021 11:14:26","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3504","1293661242956981"
"67","24-04-2021 11:14:26","A Wider Circle","admin","updated","Organization","facebook_url","facebook.com","https://facebook.com","618748399513081"
"67","24-04-2021 11:14:26","A Wider Circle","admin","updated","Organization","twitter_url","twitter.com","https://twitter.com","618748399513081"
"67","24-04-2021 11:14:26","A Wider Circle","admin","updated","Organization","instagram_url","instagram.com","https://instagram.com","618748399513081"
"63","24-04-2021 11:14:25","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"64","24-04-2021 11:14:25","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"65","24-04-2021 11:14:25","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"65","24-04-2021 11:14:25","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"58","24-04-2021 11:09:06","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"59","24-04-2021 11:09:06","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"60","24-04-2021 11:09:06","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"60","24-04-2021 11:09:06","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"61","24-04-2021 11:09:06","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"61","24-04-2021 11:09:06","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1293661242956981"
"62","24-04-2021 11:09:06","A Wider Circle","admin","updated","Organization","facebook_url","","facebook.com","618748399513081"
"62","24-04-2021 11:09:06","A Wider Circle","admin","updated","Organization","twitter_url","","twitter.com","618748399513081"
"62","24-04-2021 11:09:06","A Wider Circle","admin","updated","Organization","instagram_url","","instagram.com","618748399513081"
"55","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones","",",","1216896137119914"
"55","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address","",", 6475 New Hampshire Ave","1216896137119914"
"56","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","access_requirement","none","yes","785748915877787"
"56","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","service_taxonomy","","","785748915877787"
"56","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","service_phones","","","785748915877787"
"56","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","service_contacts","","","785748915877787"
"56","23-04-2021 19:26:26","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Service","service_details","","","785748915877787"
"54","23-04-2021 19:24:37","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_phones","(301) 441-2368","","1216896137119914"
"54","23-04-2021 19:24:37","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_schedule","","","1216896137119914"
"54","23-04-2021 19:24:37","GRACE AND MERCY HEALTH SERVICES, INC","admin","updated","Location","location_address","6475 New Hampshire Ave","","1216896137119914"
"50","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Location","location_phones","","","1060230665027262"
"50","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Location","location_schedule","","","1060230665027262"
"50","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Location","location_address","3029 Martin Luther King, Jr. Ave SE","","1060230665027262"
"51","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Location","location_phones","(202) 232-6100","","1214902198182923"
"51","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Location","location_schedule","","","1214902198182923"
"51","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Location","location_address","915 Rhode Island Avenue","","1214902198182923"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_name","Individual, Group, and Family Therapy","Individual, Group, and Family Therapy","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_locations","Hillcrest - Rhode Island Ave, Hillcrest - MLK Jr. Ave","Hillcrest - MLK Jr. Ave, Hillcrest - Rhode Island Ave","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_status","Verified","Yes","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","access_requirement","none","yes","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_taxonomy","Health Conditions, , ,","Health Conditions, Household, Families, Role, Parents, Age Group, Youth (6-12)","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_phones","(202) 232-6100","(202) 232-6100","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_contacts","","","1287524810502357"
"52","23-04-2021 19:20:30","Hillcrest Children & Family Center","admin","updated","Service","service_details","","","1287524810502357"
"48","23-04-2021 19:08:44","A Wider Circle","admin","updated","Service","service_status","Yes","","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_name","Essential Support Services","Essential Support Services","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_alternate_name","Previously: Neighbor-to-Neighbor","Previously: Neighbor-to-Neighbor","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_description","Our Essential Support Services, formerly known as Neighbor-to-Neighbor and Basic Needs Services, is A Wider Circle’s largest program. This program provides beds, dressers, tables, chairs, dishes, pots, pans, and other large and small home goods to families transitioning out of shelters, escaping domestic violence, or otherwise living without their basic need items. Individuals and families call on their own or are referred to A Wider Circle by more than 300 government or nonprofit social service agencies, large and small. After speaking to our staff and scheduling an appointment to visit our Center for Community Service, people have the opportunity to select the items they need, free of charge. Each year, A Wider Circle furnishes the homes of more than 4,000 families, helping to create the stability and dignity that everyone deserves.","Our Essential Support Services, formerly known as Neighbor-to-Neighbor and Basic Needs Services, is A Wider Circle’s largest program. This program provides beds, dressers, tables, chairs, dishes, pots, pans, and other large and small home goods to families transitioning out of shelters, escaping domestic violence, or otherwise living without their basic need items. Individuals and families call on their own or are referred to A Wider Circle by more than 300 government or nonprofit social service agencies, large and small. After speaking to our staff and scheduling an appointment to visit our Center for Community Service, people have the opportunity to select the items they need, free of charge. Each year, A Wider Circle furnishes the homes of more than 4,000 families, helping to create the stability and dignity that everyone deserves.","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_locations","","","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_status","Verified","Yes","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","access_requirement","none","yes","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_phones","(301) 608-3508","(301) 608-3508","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_contacts","","amit solanki","677821283847495"
"46","23-04-2021 19:07:06","A Wider Circle","admin","updated","Service","service_details","","","677821283847495"
"43","23-04-2021 17:50:24","United Planning Organization","admin","updated","Location","location_phones",", , ,",", , , ,","683981038233399"
"43","23-04-2021 17:50:24","United Planning Organization","admin","updated","Location","location_address",", 1649 Good Hope Rd SE, 1649 Good Hope Rd SE, 1649 Good Hope Rd SE",", 1649 Good Hope Rd SE, 1649 Good Hope Rd SE, 1649 Good Hope Rd SE, 1649 Good Hope Rd SE","683981038233399"
"44","23-04-2021 17:50:24","United Planning Organization","admin","updated","Location","location_phones",", , ,",", , , ,","1288442867873978"
"44","23-04-2021 17:50:24","United Planning Organization","admin","updated","Location","location_address",", 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE",", 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE","1288442867873978"
"38","23-04-2021 17:48:48","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"39","23-04-2021 17:48:48","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"40","23-04-2021 17:48:48","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"40","23-04-2021 17:48:48","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"41","23-04-2021 17:48:48","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"41","23-04-2021 17:48:48","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1293661242956981"
"33","23-04-2021 17:48:06","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"34","23-04-2021 17:48:06","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"35","23-04-2021 17:48:06","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"35","23-04-2021 17:48:06","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"36","23-04-2021 17:48:06","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"36","23-04-2021 17:48:06","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1293661242956981"
"28","23-04-2021 17:40:44","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"29","23-04-2021 17:40:44","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"30","23-04-2021 17:40:44","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"30","23-04-2021 17:40:44","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"31","23-04-2021 17:40:44","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"31","23-04-2021 17:40:44","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1293661242956981"
"25","23-04-2021 17:40:19","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"25","23-04-2021 17:40:19","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"26","23-04-2021 17:40:19","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"26","23-04-2021 17:40:19","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1293661242956981"
"23","23-04-2021 17:40:18","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"24","23-04-2021 17:40:18","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"20","23-04-2021 17:37:42","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"20","23-04-2021 17:37:42","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1134996153077734"
"21","23-04-2021 17:37:42","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"21","23-04-2021 17:37:42","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508, (301) 608-3508, (301) 608-3508","1293661242956981"
"18","23-04-2021 17:37:41","A Wider Circle","admin","updated","Contact","contact_organizations","A Wider Circle","","1342972404043178"
"19","23-04-2021 17:37:41","A Wider Circle","admin","updated","Contact","contact_organizations","","A Wider Circle","1342972404043178"
"15","23-04-2021 17:05:28","United Planning Organization","admin","updated","Location","location_phones",", ,",", , ,","683981038233399"
"15","23-04-2021 17:05:28","United Planning Organization","admin","updated","Location","location_address",", 1649 Good Hope Rd SE, 1649 Good Hope Rd SE",", 1649 Good Hope Rd SE, 1649 Good Hope Rd SE, 1649 Good Hope Rd SE","683981038233399"
"16","23-04-2021 17:05:28","United Planning Organization","admin","updated","Location","location_phones",", ,",", , ,","1288442867873978"
"16","23-04-2021 17:05:28","United Planning Organization","admin","updated","Location","location_address",", 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE",", 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE","1288442867873978"
"11","23-04-2021 17:03:52","United Planning Organization","admin","updated","Location","location_phones",",",", ,","683981038233399"
"11","23-04-2021 17:03:52","United Planning Organization","admin","updated","Location","location_address",", 1649 Good Hope Rd SE",", 1649 Good Hope Rd SE, 1649 Good Hope Rd SE","683981038233399"
"12","23-04-2021 17:03:52","United Planning Organization","admin","updated","Location","location_phones",",",", ,","1288442867873978"
"12","23-04-2021 17:03:52","United Planning Organization","admin","updated","Location","location_address",", 2907 Martin Luther King Jr Ave SE",", 2907 Martin Luther King Jr Ave SE, 2907 Martin Luther King Jr Ave SE","1288442867873978"
"13","23-04-2021 17:03:52","United Planning Organization","admin","updated","Service","service_status","Yes","","824403148838289"
"8","23-04-2021 16:07:01","United Planning Organization","admin","updated","Location","location_phones","",",","1288442867873978"
