"id","name","alternate_name","description","email","url","tax_status","tax_id","year_incorporated","legal_status","organization_tag","parent_organization","organization_services","organization_phones","organization_locations","organization_contact","organization_details","organization_code","organization_website_rating","facebook_url","twitter_url","instagram_url","logo"
"593542128006992","WASHINGTON ENGLISH CENTER","","Provides excellent and affordable English classes and other workforce programs to adult immigrants using volunteer teachers.","","http://www.washingtonenglish.org/","","","","","","","1208546240377147","633644037584273","826462308173307","0","","","","","","",""
"615135989448834","DC Department of Employment Services (DOES)","","Provides comprehensive employment, unemployment, resume preparation and training services to residents of the District of Columbia. Provides labor exchange services to employers who are seeking qualified workers and to job seekers.","does@dc.gov","http://does.dc.gov","","","","","","","947021731311865","1234491909932732","1156298037800579","0","","","5","","","",""
"623807648086762","Courtney's House","","Courtney&rsquo;s House is committed to providing trauma informed services for domestic sex trafficked youth between the ages of 12 and 21. Courtney's House: Fearlessly searches for children who are being forced into prostitution on the streets, in brothels, strip clubs, private homes, and hotels. Embraces the survivors and brings them into a safe environment where they and their families can heal, recover and develop hopeful, dignified and influential lives. Trains community officials and creates awareness of the reality of sex trafficking in neighborhoods across America to help stop the crimes from happening.","","http://www.courtneyshouse.org/","","","","","","","927357871286669","1208139778391897,775809905829984","871232328119150","0","","","3","","","",""
"621917000765528","Goodwill of Greater Washington","","Provides education, training, and employment services for people with disadvantages and disabilities. Also offers life skills training, computer classes, and a job placement services program. Retail thrift store for clothing and home goods. Accepts donations of goods, money, and vehicles.","","http://www.dcgoodwill.org/","","","","","","","911914210711611,1293934201497994","1151459011026456,1254911425764687","1320760535782101","0","","","5","","","",""
"643509042901798","Pathways to Housing DC","","Pathways to Housing DC is a unique agency that provides permanent housing and a range of specialty support services to single adults experiencing chronic homelessness in the District. We do not accept direct referrals for our Housing First programs. Instead, we participate in the community’s Coordinated Assessment and Housing Placement (CAHP) system for prioritizing housing and services. Most shelters, case management, and outreach providers are conducting housing assessments as part of CAHP. For a listing of participating agencies or to schedule an assessment, please click here. If you are currently experiencing homelessness and are looking for help, please click here for a list of resources in Washington, DC and Montgomery County, MD. If you would like to be connected to mental health services, please call the Access HelpLine at 1 (888) 7WE-HELP or 1 (888) 793-4357 provided by the DC Department of Behavioral Health. This 24-hour, seven-day-a-week telephone line is staffed by behavioral health professionals who can refer a caller to immediate help or ongoing care. To refer someone for outreach who is homeless and in need of assistance in the DowntownDC Business Improvement District, you may contact the DowntownDC BID Dispatch at dispatch@downtowndc.org or 202-624-1550. To refer someone for outreach who is homeless and need of assistance in the Golden Triangle Business Improvement District, you may contact the Golden Triangle BID Dispatch at BBB1650Dispatch@blockbyblock.com or 202-293-9580. If you have any others questions about our programs and services, please contact us at info@pathwaysdc.org.","info@pathwaysdc.org","https://pathwaystohousingdc.org","","","","","1","","1131528502132736,998910660786600,833463361083754,1003127511248132,1074501090125867,819907567165668,594081408024759","798012227756605",",940988880402930","1.2371201699789E+33","","","","facebook.com/pathwaysdc","@PathwaysDC","@pathwaysdc",""
"650527153533264","United Medical Center","","United Medical Center offers a wide range of high quality medical services to residents of the Washington, DC area and surrounding communities.","","https://www.unitedmedicaldc.com/","","","","","","","657392890209506,658900524855990,650975829022117,1184398102096366,978362959076613,569658380553026,778216401015612","853258537403223","1154007819992809","0","","","5","","","",""
"592376182631330","Rebuilding Together","","Rebuilding Together helps people and communities in need by bringing together our national network of local Rebuilding Together affiliates, corporate and individual donors, skilled trades individuals and associations and almost 100,000 volunteers each year. There are numerous affiliates across the United States. Visit their website to find a local affiliate.","","https://rebuildingtogether.org/","","","","","1","","1120925823267751,1076835020018645,1107751503709452,1228697695545072","979091642460386","645897759928377","0","","","3","","","",""
"595267359680824","Ambassador Baptist Church","","A local church offering services to the community.","","http://theambassadorbaptistchurch.org/home.html","","","","","","","","710503094777437",",660130933621147","0","","","2","","","",""
"667513392468817","Yachad","","Yachad is a non-profit housing organization providing healthy housing remediation and repair services to lower income homeowners and eligible renters in the District of Columbia and Prince George's County. The word ""yachad"" means together in Hebrew. Our services also include an asthma home visiting program and accessibility assessments and modifications.","info@yachad-dc.org","http://yachad-dc.org/","","52-1698588","1990","","1","","787172371237208,569553997851039","980201774130262",",843887752849047","0","","","","","","",""
"626697805700987","Food for Others","","Food for Others is a nonprofit 501(c)(3) food bank and food rescue organization, working to help those in Northern Virginia who are food insecure. We are a part of Northern Virginia&rsquo;s safety net for those who need food when an emergency strikes, and for the growing number of working poor who are unable to make ends meet and need to supplement their inadequate food supplies.","","https://www.foodforothers.org/","","","","","","","614870969341256","1135810201984804,1059660097233808","1319160943243149,583377819980477","0","","","5","","","",""
"635265662066015","Perry School Community Services Center","","The Perry Center, Inc. uses a collaborative, comprehensive and integrated approach to social services, economic empowerment, and youth development. Our human development model follows two tracks: Remedial and Preventative - created to help our clients break the cycle of generational poverty and achieving living wage incomes to support themselves and their family.","","http://perryschool.org","","","","","","","597273584134874,1194227911974076,597275938978540,801918885732334,588450653794139,1124936156339923,623211094881349","691608793849697","624397784374194","0","","","4","","","",""
"662641922894081","Transgender Health Empowerment","","","","","","","","","","","","","","0","","","","","","",""
"638023829270297","Brighter Day Ministries","Formerly: A.P. Shaw~Congress Heights United Methodist Church","A local church offering a food pantry and clothing closet to the community.","churchoffice@BrighterDayDC.org","https://www.brighterdaydc.org/","","","","","","","1152526034865988,855368086683971","916276527780066","","0","","","","","","",""
"644590666868771","NEWCOMER COMMUNITY SERVICE CENTER: ENGLISH SECOND LANGUAGE","","Provide free evening English classes in both the D.C. and Virginia offices.","","http://newcomerservice.org","","","","","","","1228132735417724","987188839323827","1137892633327650","0","","","","","","",""
"650479626662564","National Center for Children and Families","","Current program services include emergency shelters and transitional housing for homeless families, a high-intensity therapeutic group home, therapeutic and traditional foster care and adoption, independent living for youth transitioning to adulthood, teen parent services, and community-based prevention services that promote academic achievement, parental involvement, economic and vocational stability, and healthy families. Our programs have become social service models, redefining both NCCF&rsquo;s reputation and the agency&rsquo;s position in the human service continuum in the Washington Metropolitan Region.","","https://www.nccf-cares.org/","","","","","1,3","","914082352772982,850826199765599,992653786137258,911214413937448,1296065204186379,1133049402514864,616524237670756,872607427636909,963242266021755,1267873191960879,590856913957665,1350703837531670,818780778532753,1122591520560722,803823952910815,928437024657296,1251032317225019,1227144157948013","1184962032433288","770924552273178,1172909242301924","0","","","4","","","",""
"651560814879498","GRACE AND MERCY HEALTH SERVICES, INC","","Provides the following services: RW Behavior Support BSP Development & Follow-Up , RW Behavior Support Diagnostic Assessment, RW In-Home Supports, RW Respite Daily (out of the home), RW Respite Hourly (in the home)","","http://dds.dc.gov/service/how-apply-services","","","","","","","785748915877787","556928447868249","1216896137119914","0","","","","","","",""
"671975015184031","DC OFFICE OF VETERANS' AFFAIRS","","Provides Veterans Resources services","","http://www.ova.dc.gov","","","","","","","1034468061059687","1092060675701868","621313880084833","0","","","","","","",""
"687390186581235","Everyone Home DC","Previously: Capitol Hill Group Ministry","At Everyone Home DC, we believe that when everyone has access to a safe, affordable, and comfortable home, we can all thrive. All people transitioning out of homelessness need resources beyond decent, affordable housing to thrive. They need access to nutritious foods, education, employment, parenting supports, children’s services, transportation, physical and behavioral health care services. So, we approach our services as we approach caring for our own families, with a whole person, whole family, and whole community mindset. We exist to provide a range of housing solutions and supportive services to ensure that individuals and families in our community have what they most need to thrive.","info@everyonehomedc.org","https://everyonehomedc.org/","","","","","1","","848785574110592,960664065602895,926618827303169,718763768520855,900938870720008,645639147901738","1300148679182763,736956052139959,1073935801154814",",712658990764743,1255666996034353","0","","","","https://www.facebook.com/EveryoneHomeDC/","https://twitter.com/everyonehomedc","https://www.instagram.com/everyonehomedc/",""
"680226054600238","SAMARITAN INNS: INTENSIVE RECOVERY PROGRAM","","Offers 3 phases of treatment for homelessness and addiction.","","http://samaritaninns.org/","","","","","","","1096380712709757","806870939070966","1163405927375948","0","","","","","","",""
"698337947812895","DC Department of Energy and the Environment (DOEE)","","Provides a variety of utility assistance programs for people with low-income and seniors.","doee@dc.gov","https://doee.dc.gov","","","","","1","","1092859529383419,853430057787908,985958129077094,834464881233325,795787284434998","853569892161372,791466840370210","670763981366130","0","","","","","","",""
"738572047054521","Catholic Community Services Southeast Family Center","","We are a multi-service center offering family support, foster care, independent living, substance abuse services, parent education, and financial assistance. We serve ward 8 residents and children who are wards of the District of Columbia.","","http://www.catholiccharitiesdc.org/sefc","","","","","","","1123918323906170","777478975973746","1295303526129555","0","","","","","","",""
"744035004462843","Efforts from Ex-Convicts, Inc.","","Efforts From Ex-Convicts, Inc (EFEC) was founded in 1966 by a group of ex-convicts committed to lending each other support in the face of society&rsquo;s rejection. Led by two ex-offenders, Rev. Griffin S. Smith and Ralph &lsquo;Petey&rsquo; Greene, the organization attracted ex-offenders who were desperately seeking a welcoming community upon their release from incarceration. Recognizing the need to provide tools with which its members could rebuild their lives, EFEC creates Self-Help, Employment Training and Housing programs to equip and enable ex-offenders with the opportunity to begin his or her journey back to a productive life. While EFEC steadily and faithfully interacts with individuals ex-offenders, the organization feels an abiding obligation to be advocates, to enlighten biased viewpoints regarding the problems which ex-offenders face upon release, and to change society&rsquo;s negative and punishing attitude towards ex-offenders. EFEC&rsquo;s daily mission is to help ex-offenders receive a second chance to succeed, to be employed at a living wage, and to lead dignified and meaningful lives.","","http://www.efecachieves.org/","","","","","","","1275285193089089,1117364513670581,749482802649696","783954392024579","1096962324914778","0","","","4","","","",""
"747066554934957","HOUSE OF RUTH: KIDSPACE CHILD AND FAMILY DEVELOPMENT CENTER","","Provides child-care and developmental services for children. Case management is also provided for parents.","","http://houseofruth.org","","","","","3","","783425160906226","978263582028604","1276182199916444","0","","","","","","",""
"734905843461372","HIPS","Helping Individual Prostitutes Survive","HIPS provides a variety of services, online resources, and referrals to sex workers in the DC area.","","https://www.hips.org/","","","","","","","822981725695134,808409696885770,604071251546446,1308810783033235,1242580580751174,925576284170577,1310753806244301,634163805498241,988349124502327","955363729548982,573989703977092","1179563747654780","0","","","5","","","",""
"756302075618471","PEPCO - SOUTHEAST SERVICE CENTER","","Provides Pepco services.","","http://www.ddoe.dc.gov","","","","","","","837949590108858","1209710749230135","655506922521028","0","","","","","","",""
"794184973835515","Miriam's Kitchen","","When Miriam&rsquo;s Kitchen was founded in October 1983, we served only breakfast. But after seeing the same individuals in our dining room year after year, we recognized that serving meals was not enough. Today, from meals to housing, Miriam&rsquo;s Kitchen plays a critical role in the fight to end chronic homelessness in DC. Our direct services help our guests increase their income, improve their health, and obtain housing. And our advocacy work addresses root causes, as well as pushes forward city-wide resources and solutions to ensure instances of homelessness are rare, brief and non-recurring.","info@miriamskitchen.org","http://miriamskitchen.org","","","","","","","1214461475383160,1215155337816976,944086458634778,1053339592565591,1134632582399004","838732841114220,888705323197821","1269099704638669","0","","","5","","","",""
"752311766026273","MetroHealth","","Formally known as the Carl Vogel Center (CVC), Metro Health is a nonprofit community-based organization that provides multidisciplinary and integrated medical healthcare that embodies all aspects of a person's physical, mental, and emotional well-being. CVC helps medically under-served individuals to become full partners and informed advocates in managing their health. The Carl Vogel Center also offers free HIV/AIDS testing. The Center is accessible off of the Metrorail at McPherson Square or Farragut West and by Metrobus routes 70, X2, S4 and S2.","","https://metrohealthdc.org/","","","","","1","","1232667842792865,815127350806373,808097983123711,1212568722090763,660488487868159,1208455747240239","1095633478052311","591956672701732","0","","","5","","","",""
"758358330691109","Contemporary Family Services","","A community-based comprehensive mental health agency. We offer a myriad of services across our sites to include counseling and psychiatric treatment, case management, and medication management.","","http://contemporaryservices.net/","","","","","","","1200612658418419,924549516555160,1015257402861824","1275875687653401",",566932797594098,834696315742469,1127198971919902,1102078052551645","0","","","3","","","",""
"757749510901012","Damien Ministries","","DamienMinistries' programs are designed to build upon each other and the services offered by other providers in order to increase life expectancy and quality of life for People Living with HIV/AIDS (PLWHA).","info@damienministries.org","http://www.damienministries.org/","","","","","","","583988896816188,1132229411458875,620569007037808,872951114825988","636488902942562","967842377045809","0","","","4","","","",""
"766867144136285","Northeastern Presbyterian Church","","A local church offering a food pantry to those in need.","nacheem@yahoo.com","http://www.nepc-dc.org/","","","","","","","1257962156531903","902299258856691","1243562110622958","0","","","2","","","",""
"785453766981777","Psychiatric Institute of Washington","","Offers crisis intervention and intermediate-term intensive treatment in partial hospitalization and inpatient settings for adults and seniors.","","http://psychinstitute.com","","","","","","","1280199390097891,1124712566709259,758678154564108,927525077065562,1154673214411715,856388971104613","570709070569781,937787487661619","908423552645976","0","","","5","","","",""
"796592710173553","CFLS: TRANSITIONAL HOUSING PROGRAM AT TRINITY ARMS","","Offers a two year transitional housing program for homeless families. Families receive 2 years of temporary housing in an apartment unit and social services designed to help them move toward self-sufficiency. Families pay 30% of their net monthly income.","","http://cflsdc.org","","","","","","","1012800321913877","1184501601994959","840736701093471","0","","","","","","",""
"765268136875870","Coalition for the Homeless","","The Coalition for the Homeless is a non-profit organization in the District of Columbia that provides specialized transitional housing assistance, permanent housing at two locations for individuals and families, emergency shelter and housing.","","http://www.dccfh.org/","","","","","","","1089668903464175,772373540242764,757996066878670,911538558546594,1246421144702219,1126118557955040,1155437863225575,647744623033900,1276572352527456","1052461018117943","1130366462113469,987681737906027,572575030404839,1133890153315802,1117640220112945,891308792501399,1091227224514735,587809760292730,1117622155194782,1155644945880700","0","","","5","","","",""
"769307542856582","DC Greens","","An organization using food access, food education, and food policy to advance food justice in the district.","info@dcgreens.org","https://www.dcgreens.org/","","","","","1","","1257124190757282,601404732528535,797450607239235,1245438642846755,872527579879656,893238959562564,649333124993994,1283470092849322","1218287181566470","1252010585394021","0","","","4","","","",""
"768872992887477","Rita Bright Family and Youth Center","","","","https://dpr.dc.gov/page/rita-bright-community-center-01","","","","","","","","794599466381754","1280629114863869","0","","","","","","",""
"790090664353865","Legal Aid Society of the District of Columbia","","The Legal Aid Society of DC was formed in 1932 to provide civil legal aid to individuals, families and communities in the District who could not otherwise afford to hire a lawyer. Legal Aid staff and volunteers provide a continuum of services from client education to full representation before a court or an administrative tribunal. Preferences are given to the following cases: preserving affordable housing, preserving home ownership, ensuring a safe and decent place to live, securing access to health care, nutrition and public benefits, protecting families against domestic violence, promoting family stability through child support and custody arrangements and automobile ownership. DC residents as well as non-residents with legal matters based in DC are eligible for legal aid. While legal aid is typically only available to people under 200% of the Federal Poverty Level, the Legal Aid Society does have discretion to go above this level in some areas. Due to COVID, legal aid is currently only available by phone or online for intakes. The Legal Aid Society does not have any general walk-in hours at this time.","","http://legalaiddc.org","","","","","1","","617717048691003,795647463619947,973325735749516,1245717986328193,761788898992773","1096852564302348,782772375690533",",816235551756131,1157647595052033,1264887939520326,1284378916833442","0","","","5","","","",""
"809725005994328","Dupont Park SDA","","Offers a food pantry and clothing closet.","dpc@dupontpark.org","http://dupontpark.org/","","","","","","","1133841580769830,651056882216531","794839335523778","984130963161577","0","","","3","","","",""
"779339057787762","Adventist Community Services of Greater Washington","ACSGW","Adventist Community Services of Greater Washington (ACSGW) was established in 1983 as the collective health and social welfare arm of several local church congregations. Today, ACSGW is a faith-based, nonprofit organization whose mission is to help those less fortunate in our community. We empower those in need through compassionate emergency care, life education, and community development. ACSGW currently provides case management, food, clothing, emergency financial assistance, health and fitness programs, technology education, and job-training. Our education/job-training programs include: English as a Second Language (ESOL), General Educational Development (GED), computer basics, advanced computer certification programs, and Job Quest workshops. ACSGW currently serves over 6000 low-income families each year. We take a holistic approach to serving this population by providing and growing programs that encourage participants to attain long-term solutions to their general and economic health and well-being. ACSGW is a safe and understanding environment that works with families and individuals in the Washington Metropolitan Area who are in need of assistance, regardless of their race, ethnicity, gender, religion, age, or sexual orientation.","","https://www.acsgw.org/","","","","","","","1060415349793008,1156215543966047,1050554025156180,929859824925404,965942393503991,645694919920041,1262506217054044,877165496793556","879161402200519","1117118492901641,990754403473385","898773495903441","","","5","","","",""
"816837809289342","Housing Up","","Affordable housing and comprehensive support services to homeless and low-income families.","info@housingup.org","https://housingup.org/","","","","","1","","891639566314809,1141602848810845,762793386869132,792936164198567","847940950856807",",778943349005908","0","","","5","","","",""
"820630706542898","IONA SENIOR SERVICES (WARD 3): ADULT DAY HEALTH CARE","","Provides a safe and caring environment for older residents of the D.C. Metropolitan area who may be suffering from Alzheimer's Disease, other types of dementia, stroke or physical impairment.","","http://iona.org","","","","","","","1244322314598060","925375982749248","1092715705970916","0","","","","","","",""
"786496092449135","Center for Child Protection and Family Support","","The Center's Village Family Support Center, located at 2021 Alabama Avenue, in Southeast, offers home visits, crisis intervention counseling, individual/group counseling, life skills training and parent support groups. The focus is on prevention and early intervention. The center also runs programs in parenting skills and childhood education.","","www.centerchildprotection.org","","","","","","","727869968996425","760850258908085","879688258127018","0","","","","","","",""
"808240584407061","United Community","Previously: United Community Ministries","Community support center offering numerous services to children, youth, and families. Since 1969, United Community Ministries has served our community by empowering adults, children, and families to transform their lives. Founded by several faith-based groups and a handful of dedicated volunteers, the organization evolved from a small grassroots effort to now the only comprehensive human services nonprofit agency in southeastern Fairfax County serving more than 9,000 disadvantaged individuals annually. We take lessons from the past to strategically amplify how we deliver our mission. In addition to providing human services, United Community Ministries is making purposeful steps toward addressing multigenerational poverty &ndash; inextricably linked to racial equity &ndash; and at the root of the concentration of poverty in our region. We seek and are positioned to serve as the lead change agent for racial equity, both through our community-based programs and on a broader level, creating a collective impact for systemic change within Fairfax County.","info@unitedcommunity.org","http://www.ucmagency.org/","","","","","","","763809067838037,1214338575557271,778515041064471,804348455722045,605278265206856,862710749221593,1133566646559856,958235862658517,636366666716828,827054024656401,712328327930380","949206606709939,1174026290084055,1122235764859744,1242839866303012,781930986045364,899543859617326,878996924070917,913380729966530","1245305987898697,909337693416412,1331394191570751,1249100999590019,661085324813258,1326321443548696,645373982298053,1199113598082869","1021798665730687","","","5","","","",""
"809020738848766","Vitas Healthcare","","VITAS provides hospice care services across 14 states and the District of Columbia.","","https://www.vitas.com","","","","","1","","668308234545683,788737234026052,764175671702359,905306461107838,1211968393866435,649896826316937","1133858232323474","","0","","","","","","",""
"803246513313364","KENNEDY INSTITUTE","","Provides the following services: RW Behavior Support BSP Development & Follow-Up , RW Behavior Support Diagnostic Assessment, RW Behavior Support Non-Professional (Behavior), RW Behavior Support Non-Professional (Medical), RW Day Hab w/Meals, RW Day Habilitation, RW Day Habilitation One-to-One (Behavior), RW Day Habilitation One-to-One (Medical), RW Employment Readiness, RW Family Training, RW Family Training Assessment, RW Host Home, RW In-Home Supports, RW Residential Habilitation, RW Speech Hearing and Language Therapy, RW Speech Hearing and Language Therapy Assessment, RW Speech Hearing and Language Therapy Assessment, RW Supported Employment GROUP Job Training & Supports , RW Supported Employment GROUP Long Term Follow Along , RW Supported Living, RW Supported Living Periodic, RW Supportive Employment Individually (Long-Term Follow-Along), RW Supportive Employment Individually (Intake and Assessment), RW Supportive Employment Individually (Job Placement), RW Supportive Employment Individually (Job Training & Support), RW Supportive Employment Individually (Long-Term Follow-Along), RW Supportive Employment Individually (Intake and Assessment), RW Supportive Employment Individually (Job Placement), RW Supportive Employment Individually (Long-Term Follow-Along), RW Wellness Nutrition Assessment, RW Wellness Nutrition Ongoing Support","","http://dds.dc.gov/service/how-apply-services","","","","","","","865858690637525","1032393853403968","1062849514501246","0","","","","","","",""
"815771475001330","CATHOLIC CHARITIES: DOWNTOWN FAMILY CENTER","","Provides emergency assistance, adult education, family support, Parish Support, and crisis resolution. Also provides a computer lab and a number of classes including a Professional Counseling Education Program and Spanish classes.","","http://catholiccharitiesdc.org","","","","","","","631128871825821","802443867007966","1125441162012486","0","","","","","","",""
"811471160167819","Lorton Community Action Center","","The Lorton Community Action Center (LCAC) provides numerous services to low-income individuals and families in southeast Fairfax County. LCAC provides the following services: &bull; Food (distribution of food items) &bull; Clothing and furniture &bull; Emergency financial assistance for rent and utilities &bull; Access to pro bono legal assistance (civil cases only) &bull; Youth services (tutoring, summer and after-school programming) &bull; English-as-a-Second Language (ESL) classes &bull; Computer classes and resume workshops &bull; Nutrition classes for adults and children &bull; Budgeting classes &bull; Seasonal programs: Back to School, Thanksgiving, Christmas and Warm Coat","info@lortonaction.org","https://lortonaction.org/","","","","","","","647876938997632,1346017134806581,614660449605719,1275024510435821,1228983284901807","750363040196300","625247779378848,1141380228418615","0","","","5","","","",""
"818433220295218","CASA de Maryland","","We are a group of passionate, community-conscious people working to organize, advocate for, and expand opportunities for Latino and immigrant people in the state of Maryland, Pennsylvania, and Virginia. We do this by providing employment placement; workforce development and training; health education; citizenship and legal services; and financial, language, and literacy training to Latino and immigrant communities throughout the state. Since our humble beginnings in 1985 assisting Central American refugees fleeing wars and civil strife at home, we have worked tirelessly to bring immigrant communities in Maryland, Virginia, and Pennsylvania out of the shadows and into greater power, dignity, and legitimacy.","","https://wearecasa.org","","","","","","","1233124771884739,640700715075294,871369531788799,833348686999567,1049343334916651,960670406610559,572649600558239,646181177473340,837177248603522","1095114875570430,868356101059783,1184578093873610,1310292948668779,945011846421955,662418344265107,668062653430088,937391277179144,1142308194747714,891644478369558,1151010168997160,822453108800582,1283716947329592,786636994934480,962562063740336,896721483888468,565850138365250,897457933548600,1163868881985071,559258828473048,659840012436311,724550152011114,1107345927503291,1252297313603671,798538151352033","1078875042301972,1274248047601637,1317058386900282,1319844001361667,750119883782411,1190288283777701,1006643802398414,1191044209171136,943694322277545","1.0476191767676E+33","","","5","","","",""
"832081175822927","N Street Village","","N Street Village empowers homeless and low-income women in Washington, D.C. to claim their highest quality of life by offering a broad spectrum of services, housing, and advocacy in an atmosphere of dignity and respect. We help women achieve stability and make meaningful gains in their housing, income, employment, mental health, physical health, and addiction recovery.","info@nstreetvillage.org","http://nstreetvillage.org/","","","","","1,3","","1245580607395005,1194872069892643,744532051423737,917340488183103,1146482188745759,1129022337432214,912868472017219,1125987342546107,989379893295634,1124640120854271","829471250078983,620846306271235",",604721858303896","0","","","","","","",""
"846586624529740","Women's Collective","","Our case management services are a part of a comprehensive family-centered program that provides peer support, creates connections between careseekers and caregivers, and promotes the participation and empowerment of women, their families, and members of their support network in developing care plans based on their self-defined needs. We accept, as well as provide, referrals for women, women and their children, to/from other programs that provide local primary medical care, support and mental health services for women with HIV/AIDS either currently not in a system of care or who need support to remain in a system of care. We provide services for women and their families that assists them in accessing respite care, childcare, housing, food, transportation services, etc., providing women with opportunities to take care of not only their own primary medical and psychosocial needs but also the needs of their children and other family members.","","https://www.facebook.com/thewomenscollectivedc/","","","","","","","616878093146275,1273412412302024,961847087578752","807471270870129","995317546520269","0","","","3","","","",""
