"id","organization_id","name","alternate_name","description","transportation","latitude","longitude","location_services","location_phones","location_details","location_schedule","location_address","location_tag","enrich_flag","flag"
"604721858303896","832081175822927","N Street Village Main Office","","","","38.9075729","-77.0314836","744532051423737,1146482188745759,1129022337432214,1124640120854271,1125987342546107,1245580607395005","1352422279870633","","1338861885602885","1083435186659207","","",""
"610843915418170","863547285733670","SHABACH! Emergency Empowerment Center","","","","38.89487","-76.849975","1079995367180066,980051444166145,604818206550536,1093343173920146,1257314642932231,1204018684568425,1174738273256108,680562197957511,676934928364883,1178657807139643","1288279633292554","","","812563382831399","","",""
"608530994924722","1115449373062853","National Capital Area Command HQ","","","","38.9040021","-77.0554076","","1352422279870966","","","1347874758673721","","",""
"610544508126672","1284952943863665","Unity at Christ House (Ward 1)","","","","38.9248928","-77.0399673","641492455035039,654079377709904","1352422279871077,1352422279871511","","1338861885607848,1338861885607849,1338861885607850,1338861885607851,1338861885607852,1338861885607853,1338861885607854,1338861885608330","615754001734322","","",""
"616726566011959","1213518469346648","Barbara Chambers Children's Center #3","","","","38.9315658","-77.032923","834804986562892,627561586053944,1297938251275210,1153101336983128","1092073669696951","","","1182425200878870","","",""
"567375676110841","1115449373062853","Solomon G. Brown Corps","Solomon G. Brown Community Center SE","For residents of DC Wards 7-8","","38.8629362","-76.9912175","1350703837531760","1352422279870886","1220898693224879","","1347874758673723","","",""
"583377819980477","626697805700987","Food for Others Warehouse","","","","38.871416","-77.23827","614870969341256","1135810201984804","","919555252496521","984182916936531","","",""
"580857017779168","1284952943863665","Unity at New York Avenue Homeless Shelter (Ward 5)","","","","38.9150671","-76.9858391","641492455035039,654079377709904","1352422279871077,1352422279871512","","1338861885607856,1338861885607857,1338861885607858,1338861885607859,1338861885607860,1338861885607861,1338861885607862,1338861885608331","1227472949671102","","",""
"583333008710054","0","425 2nd Street NW Washington, DC, 20001, US","","","","38.8954586","-77.0133543","","","","","","","",""
"584945568119538","919694976245435","Georgetown Ministry Center","","","","38.9035686","-77.0619983","1118736926815724,1311425782447298,1257941540805584,852528117694344","1325771402285250","","","672441536301131","","",""
"584764537637617","1102284383103447","DHS Economic Security Administration (ESA) Service Center - Anacostia","","","","38.899854","-76.996379","1096380639922060","773551335877915","","1108259875674319","784159274553672","","",""
"600295822156667","1091742936273498","Engine 1 Station","","","","40.7485676","-73.9910449","1278346715900586,608659423860858","824957746276601","","","1131930503010436","","",""
"612821914479266","0","Salvation Army Center","","","","39.186734","-77.262561","1291646983149791","","","1211474833190336","582637073567743","","",""
"611309881787759","0","1434 Harvard Street NW Washington, DC 20009","","","","38.9261688","-77.0336203","","947850987908112","","","649938834425031","","",""
"613607303207687","1114290760690506","St. Philip the Evangelist Episcopal Church","","","","38.8655385","-76.9858177","637221801458890","816775581344433","","","620752786504942","","",""
"621313880084833","671975015184031","441 4th Street NW Washington, DC 20001","","","","38.8954713","-77.0156037","1034468061059687","1092060675701868","","","1208690380192888","","",""
"623817892479347","865637769620382","Sixth Presbyterian Church","","","Metro bus lines: 53 & 54","38.9558956","-77.0359182","1077886511267517","578454598221286","","1338861885603650","1147888602738885","","",""
"626384571287639","868277751391055","Casa Ruby","","","","38.981673","-77.026926","1228391315842600,1172610413356554,905246821897219,1166513065360124,962682510401278,1092865667584408,886045211613436,937486809669218","1016106509669888","","","872518613530298","","",""
"629927782672872","1151840654132771","HSC Mobility Machine","","","","38.9410221","-76.9812464","1251282400091320,739110335088609,859784781707721","","","","","","",""
"574603403182846","1031170884115304","Nazarene Outpost Ministries","","","","38.9158405","-77.0127132","710118290554444,1055040381486326,622808373738547","856038833951668","","","929265819012207","","",""
"590104892784839","1102284383103447","DHS Economic Security Administration (ESA) Service Centers - Taylor Street","","","","38.899854","-76.996379","1096380639922060","563160269315454","","","906697694533879","","",""
"584215858451001","1102961709884725","Virginia Williams Family Resource Center","","","","38.9230157","-76.9930174","991462076076973,1107276468708862,643156433763559,1207720606469506,781718626017793","795986882596360,980493210959521,1300680852398273","","1338861885610532","1208952103088856","","",""
"602194922558765","1143076176825121","Whitman-Walker at LIZ","","","","38.9127472","-77.0315012","1261327178795055,803513081069526,756512918126172,1094239887822670,640682707343284","1352422279870687","","1338861885609345","1347874758673680","","",""
"624908178427639","1091742936273498","FEMS Main Office","","","","38.9175929","-77.0324361","","791776604694708","","","635194760040908","","",""
"625420662664147","0","DC Public Library: The Adult Literacy Resource Center","","","","38.9020363","-77.0445171","","","","985253172980044","610628029005570","","",""
"636884985267395","1091742936273498","Engine 22 Station","","","","40.0899286","-74.9850527","1278346715900586,608659423860858","1206883817519147","","","608429847924614","","",""
"603618233221428","1126607081226356","JSSA Rockville - Montrose","","","","39.0534464","-77.1240222","1330460837989046,1091696179482661,569171803920168,1237618325820422,943690370414778,1249421918700941,1176914771702299,1248465838378546,822886605211738,609280054378490,1224495074701354","577294934954499,818610335474984","","821235535045622,794404419664353,1124435486943568","885324483952778","","",""
"625247779378848","811471160167819","Lorton Community Action Center","","","","38.6993953","-77.2140415","1346017134806581,614660449605719,1228983284901807,1275024510435821","750363040196300","","1250568651405156,634711490856800","618873814452104","","",""
"636848661261240","876886021673283","Martha's Table Headquarters at the Commons","","","","38.8548975","-76.9844872","667387929525624,905712024453663,810458383121333,867810178957304,925876618282340,753746449496571,808149675507884,1208941632060908,998881009851013","","","","1347874758673672","","",""
"637109273390087","824101881058300","Perennial House","","","","38.8980819","-76.9375237","1317004978451196,1172189593592063,875783576771374","1352422279870633","","1338861885610008","1347874758673672","","",""
"637684733149897","1275858156254689","Seabury - Home First Residences & Age-In-Place","","","","38.92263","-76.978202","938270944825871,1210054763234429","1008518183058605","","","1152665399777698","","",""
"645373982298053","808240584407061","Community School - M.V. Woods Elementary School","","","","38.742567","-77.1004222","","949206606709939","","","1102248588896229","","",""
"589160218536849","997370365137611","500 Indiana Avenue NW Washington, DC 20001","","","","38.8941","-77.018393","730728269689470","1271927775319103","","","613821611073899","","",""
"590471402150942","0","Silver Spring United Methodist Church- Four Corners Campus","","","","39.0197045","-77.0125189","1291646983149791","","","790093938428140","610099537374299","","",""
"587809760292730","765268136875870","Emery Work Bed Program","","","","38.9136032","-77.0073706","1155437863225575","559833184546723","","1092472091063330","965808119791153","","",""
"622769721428949","1091742936273498","Engine 28 Station","","","","39.9889918","-75.1000903","1278346715900586,608659423860858","822834585491715","","","977001215142371","","",""
"633948475356537","1187309405282204","Mazique at DFC","","","","38.900787","-76.9780775","882832254990502","1284130907349474","","","1230176419964750","","",""
"638609559652847","984055402205420","SERVE Campus","","","","38.7448018","-77.499861","987823009683776,1216093434926302,1227270113734434,862520686520779","1304455182692201,867166594258636","","","658991189660870","","",""
"640477199284806","0","1620 North Capitol Street NW Washington, DC 20002","","","","38.911733","-77.009411","","1246516779314247","","","603637449361122","","",""
"645897759928377","592376182631330","Rebuilding Together DC Alexandria","","","","38.8082432","-77.0465631","1120925823267751,1076835020018645,1107751503709452,1228697695545072","979091642460386","","","601829608206464","","",""
"648965877017429","1001381268835594","Ayuda North DC Office","","","","38.9736702","-77.0140741","761729408560878,1108270050321045,1113729883287074","1352422279870633,1352422279870634,1352422279870636,1352422279870637,1352422279870638,","","","636370606993834","","",""
"653251900948938","930037496704241","Central American Resource Center","","*Nearest Metrorail | Columbia Heights Metro Station (Green and Yellow Lines).","","38.9271876","-77.0344749","625010110827987,629441538824999,835196230590039,1245797842459737,1098013630156546,1277600718493078,766179643113383,1144935558772710,1098034582826680,826575730085111,817516189087861,810657067829775,1290826855930269,576233469616692,1309075999603061,1183837054694105,896834539658723","854170424677205","","1338861885609384","971053510687489","","",""
"658644165822937","0","3240 Stanton Road SE Washington, DC, 20020, US","","","","38.8492543","-76.9806427","","","","","","","",""
"660130933621147","595267359680824","Ambassador Baptist Church","","","","38.8669965","-76.9841527","","","","","891932034436755","","",""
"624397784374194","635265662066015","Perry School Community Services Center","","","","38.9053115","-77.0127649","597273584134874,1194227911974076,801918885732334,588450653794139,1124936156339923,623211094881349,597275938978540","691608793849697","","852404376044455","1181749991176525","","",""
"622283334259424","0","1342 Florida Ave., NW Washington, DC 20009","","","","38.9201005","-77.0310298","","","","","","","",""
"623386708908164","1288114944946075","Deanwood Library","","","","38.9083862","-76.9319763","975549781096583","1231862036595702","","","1136480841976895","","",""
"629671493720412","0","555 L Street SE Washington, DC, 20003, US","","","","38.8772728","-76.9983719","","","","","","","",""
"634604766992517","876886021673283","Shrine of the Sacred Heart","","","","38.9311199","-77.0358506","1308027877412141","1168415490122375","","960960917484076","734118238049434","","",""
"635902575070564","1091742936273498","Engine 3 Station","","","","36.1619165","-95.9668165","1278346715900586,608659423860858","861208313743223","","","1012625127124230","","",""
"647230404089036","586301457835998","City of Praise Family Ministries","","","","38.9078285","-76.8557","802059293903880,1198304800320219,1332199960888369","767533541868240","","1338861885607106","954227038164397","","",""
"660448310809163","0","1701 14th Street NW Washington, DC 20009","","","","38.9127993","-77.0315736","","806994129206541","","","932159067256505","","",""
"661085324813258","808240584407061","Creekside Village Community Center","","","","38.743995","-77.0931279","636366666716828,712328327930380","878996924070917","","1114360603230392","1015013200161536","","",""
"665537720302910","1315578558618439","Youth Prevention Center: Wards 5 & 6","","","","38.8970231","-76.991825","936010727694695","627893071958181","","","778820650741473","","",""
"673635399946198","1347505314266969","DHCF Main Office","","","","38.8955504","-77.0157639","819876815045177,1179579948367764","852459537309170","","","943403778369532","","",""
"636167681957227","937130544214038","Edgewood Terrace Family Support Program","","","","38.9230682","-76.9981019","880540849737772","815051675815970","","630695801086693","1101918581972089","","",""
"644250986023852","858928431109507","4406 Georgia Avenue NW Washington, DC 20011","","","","38.9443286","-77.0265236","1277509014844349","856059026674450","","","847222763498596","","",""
"646112200857058","1151840654132771","HSC Outpatient Centers - Washington, DC Location","","","","38.9511541","-76.8342806","1251282400091320,739110335088609,1262432728139962,859784781707721,1216919996503351,768577653576222","1132773036383590","","","758202120336301","","",""
"655506922521028","","2300 Martin Luther King Jr Avenue SE Washington, DC 20020","","","","38.8629362","-76.9912175","837949590108858","1209710749230135","","1338861885601709","886350074237165","","",""
"658610517897796","1091742936273498","Engine 11 Station","","","","39.9421254","-75.1524839","1278346715900586,608659423860858","896988123469538","","","1054881648694219","","",""
"662383005717347","0","3020 14th Street NW Washington, DC, 20009, US","","","","38.9281612","-77.032968","","","","","","","",""
"670763981366130","698337947812895","DC Department of Energy and Environment Office","","","","38.9060314","-77.0063641","1092859529383419,853430057787908,985958129077094,834464881233325,795787284434998","853569892161372","","","734058533341446","","",""
"678805469856026","1189940866829310","1001 Lawrence Street NE Washington, DC 20017","","","","38.9313023","-76.9921625","1195264768754640,1350703837531812","1352422279871068","","1338861885605504","1347874758673672","","",""
"623911698639626","1275858156254689","Seabury - Newton St","","","","38.9343383","-76.9665114","963084111494175,1063814078946036","1142710446777555,1352422279871196,1352422279871197","","1338861885606885","764741814024308","","",""
"669512480103420","1235669446637932","UPO Comprehensive Treatment Center","","","","38.8855512","-76.9739373","896329421364349","575551018765010","","1264033974254119,1186395037657157","1298121495880357","","",""
"671699874900293","1284952943863665","Columbia Road Health Services (Ward 1)","","","","38.9071923","-77.0368707","637056281967653,654079377709904,1350703837532102","661172727532291,1352422279871513","","1338861885607864,1338861885607865,1338861885607866,1338861885607867,1338861885607868,1338861885607869,1338861885607870,1338861885608307","1081030491334688","","",""
"674838894214197","859831189737185","AimHire","","","","38.9563407","-77.0838769","1095680012179849","872748541280957","","1338861885609871","1124924875711417","","",""
"680369109388099","1227863720998927","St Anthony of Padua Church (VA)","","","","38.8571225","-77.1386468","1223973175827182","1174506743482431,822315774778933","","1327468543320453,616186777115722","635895188591728","","",""
"683981038233399","1235669446637932","UPO Anacostia Community Service Center","","","","38.865727","-76.9807327","823287765002075,1272403811888637,1115773035158894,1097124274962034,1244177955657488,824403148838289,1222343403264201,782329565925103,828103015767690,1280097613047736,957811011700764,790527027022440,925701018774057,1234923855165980,1274090737385222,1131822692438420","1298811338000200","","1132485145162044","1100921455050231","","",""
"685641446710222","1288114944946075","Takoma Park Library","","","","38.9815444","-77.0110583","975549781096583,944525862208782","826913634381138","","","1087409436140251","","",""
"624574598656861","1284952943863665","Unity at Harbor Light (Ward 5)","","","","38.9176914","-76.9742971","641492455035039,654079377709904","1352422279871402","","1338861885607872,1338861885607873,1338861885607874,1338861885607875,1338861885607876,1338861885607877,1338861885607878,1338861885608332","1297303621824918","","",""
"633623168263940","1284952943863665","Unity at Central Union Mission - Gales School (Ward 2)","","Dental services offered 1st & 3rd Wednesdays, 1-4:30PM","","38.8987292","-77.0111112","641492455035039,654079377709904","1352422279871077","","1338861885608333","1065211799205229","","",""
"655977837118468","0","540 55th Street, NE Room W 101 Washington, DC, 20019, US","","","","38.8968428","-76.9227121","","","","","","","",""
"651934751090741","0","SOME Senior Center","","","","36.3362706","-94.1934794","1219965481612856,658172156866857,1282627737254185","","","","1216780850778368","","",""
"669898504214935","1084290800451609","DCHFA Office","","","","38.917126","-77.023511","","","","","1319953528418759","","",""
"666585505385556","889057390402463","YWCA North Capital Area","","","","38.920781","-77.0314981","689392643888484,674097006531397,725328222364770,830255620342454,1089573809572411,1337736663266538","1066187996447838","","1338861885603415","1246852239311670","","",""
"668285240761053","0","4414 Benning Road NE Washington, DC, 20019, US","","","","38.8909042","-76.9388809","","","","","","","",""
"681929479292327","0","1509 16th Street NW Washington, DC 20036","","","","38.9099927","-77.0360494","1183132408890447","","","","656825843412760","","",""
"693037857857932","884317159187782","McClendon Center - Core Services Agency","","","","38.9084211","-77.0093647","765148434335618,824258346211268,974276139813148,1183846216660530","1166477086569448","","","813582059890260","","",""
"693867662447380","1222701888984669","Sasha Bruce House","","","","38.8970231","-76.991825","810322998076695,1252811207069395,1247087473794460,572309695509941,685001040442233,901644988734342","861143922515481","","","778820650741473","","",""
"716573413368445","901970914472025","YMCA Alexandria","","","","38.8212482","-77.0542801","609764906879432,741287798283565,793641507311678,811588311148333,1142869830287216,1232646715498091","583264602471139","","1338861885601331","1310277015717903","","",""
"712658990764743","687390186581235","Everyone Home DC Headquarters","","","","38.895629","-77.0032764","718763768520855,848785574110592,926618827303169,960664065602895","1300148679182763","","1338861885610000","797735121188541","","",""
"725060877971150","901970914472025","YMCA Main Office","","","","38.9042579","-77.0369714","","1352422279870805","","","993962351296479","","",""
"727772454332930","1160781889033598","1825 K Street NW Washington, DC 20006","","","","38.9029138","-77.0425038","803289389092544","1179945779338876,1352422279870831","","1338861885603624","592187234976345","","",""
"744169816237550","937130544214038","Main Headquarters and Family Support Program","","","","38.9239294","-76.997202","957679721511506,1205734509587882,880540849737772","815051675815970,1330603641709413","","1270826539944522","865179689017950","","",""
"765146043026123","893442799835060","Northwest DC Office","","","","38.9246103","-77.0407159","788377494442735,768548905888033","760967524914269","","1338861885606333","896514595534361","","",""
"773036230997063","1277625881451110","Washington, DC Campus","","","","38.8568383","-76.9702919","958276513381633,1162124852182078","989493479963998","","","806915866686912","","",""
"780622753430249","1284952943863665","Upper Cardozo Health Center (Ward 1)","","In addition to normal operating hours, Upper Cardozo Health Center is open biweekly on the 1st & 3rd Sunday of each month.","","38.9280998","-77.0329341","568848745429108,637056281967653,654079377709904,798441899320042,1085691019894863,1140724818955853,1350703837532102","661172727532291,1352422279871490","","1338861885607881,1338861885607882,1338861885607883,1338861885607884,1338861885607885,1338861885607886,1338861885607887,1338861885610462","600813147654170","","",""
"777544006426049","1284952943863665","Minnesota Avenue Health Center (Ward 7)","","In addition to normal operating hours, Minnesota Avenue is open bi-weekly on the 2nd & 4th Sunday of each month.","","38.8941947","-76.9496569","637056281967653,654079377709904,1140724818955853,1350703837532102","661172727532291,1352422279871491","","1338861885607889,1338861885607890,1338861885607891,1338861885607892,1338861885607893,1338861885607894,1338861885607895,1338861885608342","1221622469804354","","",""
"783199676002765","884317159187782","McClendon Center Day Program and Administrative Offices","","","","38.8999882","-77.0311238","1182824915404630","1263058924924978","","","988356905203017","","",""
"733623340463849","885700392354422","University Legal Services","","","","38.9015096","-77.0026014","1350703837532018,1350703837532019,1350703837532020","1352422279870633","","1338861885606884","1347874758673672","","",""
"748318220525650","1288114944946075","Petworth Library","","","","38.9421922","-77.026143","975549781096583,596697894718349,944525862208782","865543406152138","","","911296474107046","","",""
"752192406551414","540732570709574","Southeast Site (Ward 8)","","","","38.8427636","-76.9999917","833282615728356","1149001768953790","","814818534568222,886800388621155","1159636085127658","","",""
"752194277966513","1102284383103447","DHS Economic Security Administration (ESA) Service Centers - H Street","","","","38.899854","-76.996379","1337627384360672,941155067424059,1096380639922060","1227269834367647","","","1194113418596458","","",""
"754270075554049","1184125055440866","Habitat for Humanity DC","","","","38.9067455","-77.0474734","1177007501779839,966998420345688,757359275699925,978727751545440","","","554488883410804","1167385181913380","","",""
"758452020301645","0","The Kennedy STFH","","","","0","0","1251032317225019","1352422279870633","","1338861885610391","1219977665502250","","",""
"759833313909140","917755116346392","NLSP Far Northeast Office","","","","38.9091993","-76.9359706","1084455155861412,1114942083297484,1125858260716274,886500049202807,1236006015638372,1200983719344738,811112269491730","1231521383051622,777844917986346","","578413778188343,949146033103041","919731849360133","","",""
"761932548667891","0","1313 New York Avenue, NW BSMT Suite 1 Washington, DC, 20005,","","","","38.8999882","-77.0311238","","","","","","","",""
"769953967292170","558598955804152","Misler Adult Day Center","","","","39.0562259","-77.1270337","645620379335062","937031448061601,747283188766841","","961869001898862","1209762280338535","","",""
"771442194435641","1277625881451110","Upper Marlboro Campus","","","","38.8188109","-76.756107","","989493479963998","","","974532674780263","","",""
"778943349005908","816837809289342","5101 16th Street NW, Washington DC, 20011","","","","38.9522035","-77.0359818","","1352422279870729","","1338861885601714","1347874758673672","","",""
"777359034139686","1091742936273498","Engine 25 Station","","","","38.8431762","-77.0008016","1278346715900586,608659423860858","820958216163760","","","1157320795586111","","",""
"783704808784700","1281888937730435","1400 Decatur Street NW Washington, DC 20011","","","","38.9480824","-77.0330355","1135119642997578,1273614384596478,580060602461538,853599380702227,1107477274966494,1229961680483259,1166038612489262","956487895866825","","","1339220331835131","","",""
"789483190572876","1091742936273498","Engine 20 Station","","","","39.954581","-75.155816","1278346715900586,608659423860858","718869495645604","","","989449353309073","","",""
"748854388242171","900390741392973","200 I Street Southeast Washington, DC 20003","","","","38.879923","-77.0030063","1199193012264353","968314407980003","","","1121657563814047","","",""
"758324816049097","0","Colesville Presbyterian Church","","","","39.0634603","-77.0031056","1291646983149791","","","575173996159764","1046729196129373","","",""
"753670429342362","937130544214038","Browne Educational Campus Family Support Program","","","","38.9031828","-76.970877","880540849737772","815051675815970","","","1107684680662037","","",""
"767072193495401","1153150741927521","PIDARC","","","","38.8972128","-77.0469182","1296135146920487","1236223012315706","","","847125473770110","","",""
"789492083968992","1288114944946075","Cleveland Park Library","","","","38.9338614","-77.0579754","975549781096583,596697894718349,944525862208782","1294481153200042","","","1154324034900477","","",""
"802167449988638","0","1201 S Capitol Street SW Washington, DC 20003","","","","38.8758715","-77.0094401","","853421305644666","","","857323111525060","","",""
"799734694979867","605309967915458","1421 37th Street NW Washington, DC 20057","","","","38.9083677","-77.0714087","1187407875753941","956993739208745","","","600596504683790","","",""
"800464838128526","1284952943863665","Unity at 801 East Building Shelter (Ward 8)","","Open 5-9PM on Tuesday and Thursday as well.","","38.8507118","-76.9932861","641492455035039,654079377709904,1350703837532102","1352422279871421,1352422279871518","","1338861885607897,1338861885607898,1338861885607899,1338861885607900,1338861885607901,1338861885607902,1338861885607903,1338861885608334","811181965374068","","",""
"746894816095911","0","Atlantic Homes","","","","38.8277704","-77.0027121","936906190018086","1352422279870633","","1338861885609853","1198866501006562","","",""
"754005286138744","864865232678877","Early Stages","","","","38.9041874","-77.0138942","","1160971142352136","","","1146979390497061","","",""
"766212450574576","619974574898067","PABC","","","","38.8712006","-76.963811","","908210314810841,861539973857515","","","851160522085214","","",""
"802247163324047","968246809109996","Northwest Center","","","","38.924407","-77.0405135","806763348310571,1299749997616354","1090861022746788","","","812860415472489","","",""
"810081831183407","1203024767725850","Marie Reed Health Center","","","","38.9192027","-77.0403449","573712074661708,1225681361275050,915604912347301,1107196998383990","1308978850099054","","1338504372190060,939730174420179,1200466560559152,1284034006557656,1334350080962031,1089592208225810,1324986067958938","1275244454223169","","",""
"750119883782411","818433220295218","Pine Ridge Community Center","","","","38.9982431","-77.0001042","1233124771884739","945011846421955,891644478369558","","995342415018558,807855242932890,1284665114387253","1198431335179303","","",""
"754367682140572","1222701888984669","Sasha Bruce - Olaiya's Cradle","","","","38.879803","-76.9953419","","","","","","","",""
"759315113269853","1345471385548761","DHCD Main Office","","","","42.3605677","-71.0620715","","1187982557400502","","","1160738140545330","","",""
"779234665793356","901970914472025","YMCA Arlington Woodmont Gymnastics Center","","","","38.9022744","-77.09761","","913766000250514","","1338861885601333","801589347975855","","",""
"803666590300951","1126607081226356","JSSA Rockville - Fallsgrove","","","","39.1016604","-77.1887297","1206515011255222,869411193408138,956316316250592,1247441946122537,1189862050430597,842118695599527,596509168605852,1158805154331276,1249421918700941,637788539576170","804131276272542,818610335474984","","883702057588908,893592352798388","636730080252872","","",""
"803919860966416","0","Adams Place Day Center","","","","38.9194382","-76.9746028","788820780825349","","","","1170670104465846","","",""
"774762987300374","0","Clifton Park Baptist Church","","","","39.0003356","-76.9940973","1291646983149791","","","841481165710536","1199893812178398","","",""
"778922579379097","1315578558618439","Youth Prevention Center: Wards 7 & 8","","","","38.8945549","-76.9478942","936010727694695","936234438645818","","","1255270432383739","","",""
"782008328527476","0","J.C. Nalle Elementary School","","","","38.8859102","-76.9308836","1267873191960879","","","","931950685081380","","",""
"785947788193097","1091742936273498","Engine 17 Station","","","","38.9323316","-76.9899126","1278346715900586,608659423860858","1231763818775348","","","1120134710893230","","",""
"826462308173307","593542128006992","2200 California Street NW Washington, DC 20008","","","","38.915645","-77.0490255","1208546240377147","633644037584273","","","848574801946356","","",""
"770924552273178","650479626662564","NCCF Greentree Center","","","","38.9253654","-76.9845781","911214413937448,992653786137258,590856913957665,1350703837531670,850826199765599","1254564997682888,973953459656722,869647641173429","","","838488296850768","","",""
"796898419678236","0","DC Office - Family and Medical Counseling Services, Inc.","","","","38.8659856","-76.9897776","634163805498241,1191828341135162,915801395995557,843417621771816,997382439625145,827423614142820,998818821487302,617802974901710,1102573292657410,1005856083111610,1048725052232264","738691625272988,1237143401259837","","1338861885602424","777280412238157","","",""
"805946412097203","0","3020 14th Street NW Washington, DC 20009","","","","38.9281612","-77.032968","","1295933387038052","","","","","",""
"801824083496989","0","645 H Street, NE, WDC 20002","","","","38.899988","-76.9964478","","1227269834367647","","","823949607579347","","",""
"810077928064262","1288114944946075","Woodridge Library","","","","41.755681","-88.0453598","975549781096583,596697894718349,944525862208782","691800564621591","","","818421938661984","","",""
"827272218664674","1265547770857863","Father McKenna Center","","","","38.9014721","-77.0092596","1081615978709955,983357706289803,1185047725805350,850231451296174,1053054069738308","1121679495003948","","1338861885605788","1132309778319947","","",""
"831473206652840","863547285733670","Shabach Ministries","","","","38.9355627","-76.8587826","","631265950358185","","","1307815912510000","","",""
"835433332785416","1222701888984669","Sasha Bruce - Promise Place","","","","38.8851122","-76.9158068","828873851944462","1206875724336268","","","","","",""
"839539921735392","1222701888984669","Sasha Bruce - Transitional Housing Program","","","","38.8282306","-76.9959647","1262274366963110","1232762831983940","","","1341234037198749","","",""
"804162820575251","1121342754860910","Children’s National Emergency Department at United Medical Center","","","","38.8359393","-76.9849936","681568772199807","1060154582249250","","","1253142566681779","","",""
"815051886893035","1121342754860910","Upper Marlboro Outpatient Center","","","","38.8172799","-76.8419598","585745505232672","1146425277651391,1352422279870816","","","687699147533037","","",""
