id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
11,1078800059400169,,"Senior StayCool",,"The Department of Aging and Community Living's Senior StayCool Program repairs or replaces window air conditioning unit(s) and inoperable heating, ventilating, and air conditioning (HVAC) centralized units for income-eligible seniors.

How many Units allowed?

In instances where a property owner does not have a cooling system in place, no more than two window air conditioning units may be installed depending on need.

Who should apply?

District residents, age 60 and over who are homeowners or renters of a property used as a primary residence, with an annual household income at or below 60% of Area Median Income (AMI)*.",https://dacl.dc.gov/service/senior-staycool,dacl@dc.gov,active,,"Call to apply.",,,,
12,1329764475795847,,"Free Pregnancy Tests, Condoms, and Family Planning",,"Even at the very beginning of a pregnancy, your baby is developing fast, so it’s important to find out early on if you’re pregnant.

Women can obtain a free pregnancy test by calling 1-800-MOM-BABY (1-800-666-2229) to find a location near them.

Both men and women can receive free condoms and family planning counseling and referral by calling 1-800-666-2229.

For information call 1-800-MOM-BABY (1-800-666-2229).

Prospective and eligible parenting women and men also have an opportunity to participate in programs geared to educate and support their needs, including DC Healthy Start.",https://dchealth.dc.gov/service/pregnancy-program,,active,,"Call for more information.",,,,
13,650479626662564,,"Greentree Shelter (GTS)",,"The Greentree Shelter (GTS) is the largest emergency family shelter in Maryland’s Montgomery County. GTS receives children and their parents facing sudden homelessness. Serving county residents since 1983, GTS annually provides 115 children and their parents the support needed to overcome homelessness with short-term stable housing, food, and the support systems necessary to regain their footing and rebuild their lives.

To combat the long-lasting social and psychological impacts of homelessness on children, and NCCF utilizes a child-centered approach. GTS provides wraparound support through community partnerships and collaborations with over 300 volunteers annually to ensure families are enriched by opportunities to achieve their goals. During times of uncertainty, children are able to experience the joys of childhood through activities provided by volunteers. Our volunteers facilitate experiences such as pizza and movie nights, birthday parties, bowling nights. GTS also offers an onsite playground built by a group of dedicated volunteers. Moreover, GTS is the only shelter for homeless families in Montgomery County with an on-site structured childcare center and therapeutic child access capability.

Families transition out of GTS with stable housing, enhanced self-esteem, improved and varied life skills, and healthier relationships, all of which help them to avoid becoming homeless again. Support services include counseling, parent education, life skills training, after-school tutoring, substance abuse education and prevention, GED classes, computer training, and employment assistance.",https://www.nccf-cares.org/family-services/,abarney@nccf-cares.org,active,,"Call or email for more information.",,,,
14,635265662066015,,"Social Services - Perry School",,"Working as part of a comprehensive partnership, the social service programs work with clients  to help them become more self-sufficient through adult and youth counseling, parenting and family strengthening, family-to-family mentoring, fatherhood initiative program, housing assistance, life skills and emergency assistance",https://www.perryschool.org/services,,active,,"Call or walk in.",,,,
15,1169767322641878,,"Homeless Counseling Services",,"Services are offered to help people without a home locate affordable housing and avoid homelessness.",http://housingetc.org/,,active,,"Call to schedule an appointment or find out when workshops are taking place.",,,,
16,965244460063048,,"Career Support",,"Once you have graduated from Byte Back's courses, we can help you prepare your resumé, apply for jobs, and prepare for interviews.",https://byteback.org/career/,,active,,"You can seek out these services once you have completed your courses.",,,,
17,1287549685614240,,"Energy Assistance Program",,"Life can sometimes throw unexpected challenges your way making it hard to keep up with the bills. Thanks to a grant from Pepco Holdings Inc. Community Foundation, our Energy Assistance Program allows us to help you pay a portion of your household’s heating and electric bill. To participate in the one-time emergency program, you must: 

Be a resident of Prince George’s County, Maryland 
Be unable to pay your utility bill because of documented financial hardship  
Be at risk of disconnection from your gas or electric service 
Have an annual household income (before taxes) below the federal poverty level. 
Please remember this program is meant to help you pay a portion of your household’s heating/electric bill, not the entire annual cost of heating your home.  
",https://www.maryscenter.org/social-services/referrals-and-resources/energy-assistance-program/,,active,,"To be considered for the Energy Assistance Program, you must call (202) 545-2024 to schedule an appointment.  Appointments are held on Wednesdays at 2355 Ontario Road, NW Washington, DC 20009 and Fridays at  8908 Riggs Road, Adelphi, Maryland 20783 and last approximately 30 minutes.  

Applications are only accepted in person and by appointment. Mailed, faxed, or e-mailed paperwork WILL NOT be accepted. Applications will NOT be processed unless ALL information is provided. Incomplete applications will result in delay or denial. Please bring the documents listed below to your scheduled appointment. 

Required Documents 
Photo ID of applicant
Proof of Identification for ALL members of your household (e.g. – social security card, birth certificate, driver’s license, or passport)
Proof of Residency (e.g. – copy of mortgage, lease, or rental agreement) 
Gas/Electric Bill; Disconnection Notice (if applicable)
Proof of Income for the ENTIRE Household  (e.g. – employment paystubs, social security income, food stamps, unemployment, child support, disability, retirement, veterans’ benefits, survivors’ benefits, etc.) 
Proof of Hardship or Inability to Pay (e.g. employment termination letter, unemployment claim, medical bills, proof of loss of other income, OR budget showing insufficient funds)
Letter explaining your emergency situation ",,,,
18,667513392468817,,"Home Repair Services",,"Yachad provides free health and safety repairs to low-income homeowners living in Washington, DC and the following areas in Prince George’s County: Hyattsville, Landover, District Heights, Capitol Heights, and Hillcrest Heights.

Some health and safety repairs addressed by Yachad include: roof repair, plumbing repair, electrical repair, pest control, drywall repair, broken appliance replacement, and accessibility services.

We work on a limited number of homes each year and we want our repairs to affect as many people as possible. When considering applications, Yachad prioritizes multigenerational households and families with children.",http://yachad-dc.org/homerepairservices.php,,active,,"If you are interested in applying to Yachad’s Single Family Home Repair Program, call our office. We do our repairs in a two cycles. The application deadline is summer for fall repairs and December 1st for spring repairs. There is no harm in applying in between our deadlines, we just ask for your patience in hearing from us.

After completing your application, Yachad staff will review it. We may schedule an appointment to inspect your home and determine the scope of work. Further inspections from our construction manager and estimates from skilled workers may occur. After these steps, the price and content of repairs will be evaluated, and accepted homeowners will be notified.

Homeowners that are accepted into the program, and a majority of adults living in their household, must attend mandatory, free Homeowners Workshops. These workshops are open to the public and are held twice a year. Attendees learn tricks of home maintenance, budgeting skills, and more. To find out more about these workshops, please contact us.",,,,
19,650527153533264,,Radiology,,"Offers x-ray and intervention procedures including:

- MRI
- CT
- Micro-Dose Mammography
- Ultrasound
- X-ray
- Fluoroscopy
- Interventional Radiology",https://www.unitedmedicaldc.com/services/radiology/,,active,,"Call for more information.",,,,
20,818433220295218,,"Financial Education Program",,"CASA operates an integrated program of financial literacy, naturalization, and legal services.

Studies show that integrated services work. While providing naturalization application assistance, civics courses, legal support, and English instruction, CASA provides clients with financial education on topics such as:

Developing a household budget and establishing savings
Buying a home
Naturalization fees affordability
Credit counseling
CASA provides individual and group-based financial education and assistance that includes:

Individual financial counseling
Tax preparation assistance
Workshops on issues such as obtaining identification documents, opening a bank account, writing a check, using a debit card, debt analysis, financial planning, and obtaining and improving one’s credit score..
Access to micro-loans and fee waiver applications for immigration processes.
We are proud to count on a number of partners who help community members cope with their financial needs. Some of those partners are:",https://wearecasa.org/programs/financial-literacy/,,active,,"Call to join the program.",,,,
21,618821526959273,,"Food Pantry  - Hughes Memorial UMC",,"We give away free groceries every 2nd Saturday from 11:00 am - 1:00 pm. ",http://www.hughesmemorial.org/ministries.aspx,,active,,"Sign-up is required. Call the church office (202-398-3411) to sign-up.",,,,
22,973627436997143,,"Community Resources",,"A guide to community resources by type and as downloadable PDF resources are available for LGBTQ community, a cross-reference is also available through the alphabetical directory of LGBTQ organizations.",https://lgbtq.dc.gov/service/community-resources,,active,,"Walk in or download from the website.",,,,
23,757749510901012,,"Food Bank - Damien Ministries",,"The Food Bank program is often the client's first introduction to our organization, whether it's through a referral from another agency or word of mouth spread from peers who have accessed our services in the past. Clients come in once a month to receive enough groceries to last up to 10 days (2 meals a day). This helps alleviate some of the financial burden clients struggle under trying to afford basic necessities like rent and food for their families on top of their medical bills and other expenses.",http://www.damienministries.org/,,active,,"Call to apply.",,,,
24,1148831835061989,,"Wellness Recovery Action Program",,"A peer led self-advocacy program designed to promote peer support and develop a tool-box for building resilience. These groups offer adult and adolescent peers.",http://hillcrest-dc.org/services/children-services/,info@hillcrest-dc.org,active,,"Call or walk-in for services.",,,,
25,769307542856582,,"School Garden Markets ",,"Schools partner with one of three non profit food hubs (the Common Market, Community Foodworks, and Dreaming Out Loud). ",https://www.dcgreens.org/school-garden-markets,,active,,,,,,
26,1315578558618439,,"Comprehensive Psychiatric Emergency Program/Homeless Outreach Program",,"The Comprehensive Psychiatric Emergency Program is a twenty-four hour/seven day a week operation that provides emergency psychiatric services and extended observation beds for individuals 18 years of age and older.

The Homeless Outreach Program (HOP) has been rolled into CPEP and provides a variety of services and supports adults and families who are homeless. Its primary purpose is to provide outreach to homeless individuals and families with needed mental health services. HOP also provides consultation and training to the provider network most closely involved with the homeless population.",https://dbh.dc.gov/service/emergency-psychiatric-services,,active,,"Services can be accessed by telephone or in person.",,,,
27,790090664353865,,"Housing Law",,"Keeping families in safe, affordable housing is at the core of our housing law practice. Our housing law attorneys understand the importance of getting our clients effective and timely relief in matters such as eviction, housing code violations, the termination of housing subsidies, and the preservation of affordable housing.

We represent clients in eviction cases in the Landlord and Tenant Branch of D.C. Superior Court and in administrative hearings to preserve housing subsidies and challenge unlawful rent increases. Legal Aid housing law attorneys also assist clients living with deplorable housing conditions by representing them in affirmative suits to obtain repairs.

Recognizing the acute need for tenant representation in D.C. Superior Court, we established the Landlord Tenant Court-Based Legal Services Project in 2007 to provide legal assistance to tenants at the courthouse. In 2010, we also advocated for the creation of the Housing Conditions Calendar, designed to help tenants living in poor housing conditions bring repair claims to court. In 2015, Legal Aid, in collaboration with Bread for the City, Legal Counsel for the Elderly, and the D.C. Bar Pro Bono Center, launched the Housing Right to Counsel Project, which aims over the long term to offer a guarantee of representation to tenants in subsidized housing who are facing eviction and the associated risk of losing an invaluable housing subsidy and entering into long-term homelessness.

In addition to individual representation, our housing law unit works to identify cases that could have a broad-based impact and to engage in advocacy on issues that affect a group of tenants or the operations of government agencies and the Court.",https://www.legalaiddc.org/housing-law/,,active,,"You can apply online, utilize walk-in intake hours, or call (202) 628-1161 for more information.",,,,
28,1012774856380370,,"Ward 8 Drug Free Coalition",,"The mission of the Ward 8 Drug Free Coalition is to develop and implement comprehensive community-based activities designed to provide youth with positive alternative life choices.

The coalition engages Ward 8 youth, ages 11-17, in year-round programming designed to reduce alcohol, marijuana, tobacco, and synthetic drug use among youth through community engagement and peer intervention.",http://www.fsfsc.org/copy-of-family-services,,active,,"Call for more information.",,,,
29,1203024767725850,,"Chronic Disease Management ",,"We help you manage your health, so that you can lead a healthy lifestyle.

Personalized health goals and care plans
Access to a care coordinator to assist with education and specialty care appointments
Assistance with overcoming transportation, language, medication/supplies and other barriers to getting the care you need
Group care and referrals for support to manage stress and change
We teach you about disease prevention, healthy lifestyles and other self-care activities.",https://www.communityofhopedc.org/healthcare/wellness-programs,,active,,"Call to make an appointment. We accept many health insurances and offer a sliding fee scale and payment plans. A comprehensive list of insurances we accept is available on our website.",,,,
30,1169767322641878,,"Sustainable Housing Assistance Rental Program (SHARP)",,"The Sustainable Housing Assistance Rental Program provides temporary financial support with the goal of increasing housing stability and improving health for people living with HIV/AIDS. SHARP will provide assistance to individuals with high rent burden, defined as those paying more than 40% of monthly gross income on rent.  The program will provide eligible households with a flat rate subsidy equal to 40% of the current HUD Fair Market Rent (FMR) of the county of residence per month to help client pay rent. SHARP intends to reduce rent burdens, incentivize household savings, and address individual barriers to ensure future housing stability among participants.",http://housingetc.org/sustainable-housing-assistance-rental-program/,,active,,"Who is Eligible?

HIV+
DC eligible metro area resident
Must be employed
Not currently living in subsidized housing
Current rental ledger with no outstanding balance for those who are housed
Income must be at or below 500% of federal poverty line
Current rent must be greater than 40% of households’ monthly gross income.
 

Click Here to download a SHARP application: http://housingetc.org/wp-content/uploads/2019/02/SHARP-Brochure-2.5.19.pdf 

Please complete and submit the SHARP Application with all supporting documentation.  Eligible applicants will be invited to meet with an HCS case manager to further evaluate appropriateness for SHARP.  There are a limited number of openings and the application period will be closed once the program is filled.  SHARP will not maintain a waiting list.

For more information regarding the SHARP Program, please contact Housing Counseling Services at (202) 667-2681",,,,
31,1281888937730435,,"PrEP Program for HIV Prevention",,"The PrEP Clinic at Andromeda offers comprehensive sexual health services, including pre-exposure prophylaxis or PrEP, to persons at risk for HIV/AIDS. The PrEP Clinic was created to provide the DC metropolitan population with easy access to healthcare providers who support the utilization of PrEP for HIV prevention.

The PrEP Clinic is housed at Andromeda, a non-profit health services organization that has been in operation for more than 48 years. Andromeda provides HIV/AIDS treatment services, substance use treatment, primary care and mental health services, nutrition counseling, and health promotion and education. Andromeda is a multicultural organization that understands and supports the needs of all persons, including: LGBT persons, substance users, sex workers, and immigrant populations. Our staff will work with you to address your needs and develop strategies to support your health.",https://andromedahealth.org/our-services/prep-program-for-hiv-prevention/,,active,,"Call for appointment",,,,
32,949759665008692,,RECOVER,,"Our RECOVER Program at the Office of the Chief Medical Examiner enables Wendt Center clinicians to provide crisis response, emotional support, education and referral services to adults who must identify their deceased loved one. Our clinical staff continues to check in with families several weeks following the homicide to see how they are doing. This support is especially valuable to people suffering a homicide-related death. ",https://www.wendtcenter.org/hopes-crime-victim-services/,shandel@wendtcenter.org,active,,"To become a client, please call: 202.204.5021",,,,
33,1121342754860910,,"Center for Autism Spectrum Disorders",,"The Center for Autism Spectrum Disorders (CASD) is a multidisciplinary team comprised of pediatric autism specialists, including clinical psychologists, neuropsychologists, child and adolescent psychiatrists, developmental pediatricians, social workers and speech/language pathologists. These experts work together to provide the best possible care for autistic youth, and lead research to understand the underpinnings of autism and effective approaches to maximize autistic youth outcomes.
The Region’s Largest Autism Program
CASD is the largest multidisciplinary pediatric autism program in the Washington, D.C., region. Our specialists understand the unique needs of children as their brains and bodies develop. We offer:

Evidence-based clinical care. Our experts lead national research studies on ASD with the goal of advancing assessment and treatment options. By studying autism’s genetic, neurocognitive, behavioral and social factors, we can identify and apply the most effective treatments for your child.
Education, support and advocacy. We provide the latest information about ASD to everyone from families and patients to school personnel, physicians and agencies. Resources include seminars, workshops, the CASD Chat newsletter, training and consultations. Sign up to be added to our CASD Chat newsletter mailing list. You can also view details about upcoming Executive Function and Social Skills groups.  
We collaborate with the following departments/specialties:

Developmental pediatrics
Developmental/clinical psychology
Genetics
Gender and gender identity development
Neurology
Neuropsychology
Psychiatry
Speech and language pathology
CASD's mission is to excel in care, advocacy, research and education. We accomplish this by:

Providing a quality health care experience for our patients and families through a coordinated program of state-of the-art clinical services
Improving health outcomes for children regionally, nationally and internationally by educating the next generation of clinicians in best practices for autism evaluation, diagnosis and treatment
Creating innovative solutions to pediatric health challenges by conducting research that includes and reflects the neuro-diverse population we serve
Embracing neurodiversity and welcoming autistic individuals as collaborators, research trainees, students and staff members
CASD works every day to optimize trajectories for autistic youth with the goal of successful transition into adulthood. Our Stakeholder Advisory Board, comprised of parents whose children have received assistance from CASD, provides recommendations to CASD faculty and staff to improve care, research, education and advocacy efforts.",https://childrensnational.org/departments/center-for-neuroscience-and-behavioral-medicine/programs-and-services/center-for-autism-spectrum-disorders,,active,,"Call or visit website to make an appointment or refer a patient.

If you are interested in participating in one of our research studies, call 301-765-5425.",,,,
34,635265662066015,,"Home Instruction for Parents of Preschool Youngsters",HIPPY,"The achievement gap appears well before children enter kindergarten. Children who begin school having missed critical early learning opportunities are already at risk for failure in school.



Home Instruction for Parents of Preschool Youngsters (HIPPY), an evidenced-based early learning program, addresses these issues by supporting parents in their critical role as their child’s first and most influential teachers. In the HIPPY model, peer home visitors deliver 30 weeks of high quality school readiness curriculum directly to parents who then work with their own three, four, and five year-old children. Using the HIPPY books and curriculum, parents spend one-on-one time each day reading books with their children and teaching them school readiness skills.



HIPPY helps parents empower themselves as their children's first teacher by giving them the tools, skills and confidence they need to work with their children in the home. The program was designed to bring families, organizations and communities together and remove any barriers to participation that may include limited financial resources or lack of education.",https://www.perryschool.org/youth-development,,active,,"Call or walk in.",,,,
35,1115449373062853,,"Angel Tree Program",,"Getting Angel Tree Help in Washington, DC
If you need help getting Christmas gifts for your family this year, then you have come to the right place.  Each year, The Salvation Army National Capital Area Command assists thousands of parents in Washington, DC Metro Area with providing their families a wonderful Christmas through our Angel Tree program.

In order to qualify for assistance, applicants must be in need due to an emergency financial hardship, underemployment, or unemployment.  At this time only children 12 years old and under are able to receive gifts.",http://salvationarmynca.org/angeltree/help-dc/,,inactive,,"HOW TO REGISTER FOR DC ANGEL TREE

Registration will take place on the following days and location:

Tuesday, September 3 – Friday, September 27, 2019

Doors open at 9:00 AM, Monday – Friday

The Salvation Army Solomon G. Brown (use the Morris Road Entrance)
2300 MLK Jr. Ave., SE
Washington, DC 20020

Only the first 100 families will be processed each day, on a first come first served basis.

************************************************************************************************

Registration will also take place on the following days and location:

Tuesday, October 15 – Friday, November 8, 2019

Doors open at 9:00 AM; Monday – Friday

Sherman Avenue Corps
768 Morton Street, NW
Washington, DC 20010

Only the first 100 families will be processed each day, on a first come first served basis.

NOTE: Only families currently residing in Washington, DC can register for the Angel Tree Program at the Washington, DC locations.

WHAT TO BRING

Please bring the following items with you to registration:

Picture ID (District Residents only)
Birth Certificates for all children 12 years and younger
Proof of Household Income (income should be current within the last 30 days)
Proof of Residency (Current Lease or rent receipts)
Proof of Household expenses/bills (most current bills including rent, utilities, child support, etc.)
If you are not the lease holder, you must have a notarized letter stating that you and your children live there and pay $X amount for rent. You also must have other mailed documents (proof of income, pay stub, W2, etc.) at that address.
If you are residing at a shelter you must have a letter from the shelter stating the percentage you pay into escrow or any other fees you are responsible for.",,,,
36,1169767322641878,,"Metropolitan Housing Access Program (MHAP)",,"HCS administers the Metropolitan Housing Access Program (MHAP), the centralized source for housing services and housing information for persons living with HIV/AIDS (PLWHA) in the District of Columbia, Prince George’s County, MD and Charles County, MD. ",http://housingetc.org/metropolitan-housing-access-program-mahp/,,active,,"MHAP services differ depending on where you live. Visit website to find out which MHAP services are available in your jurisdiction or call (202) 667-2681 for more information. ",,,,
37,1288114944946075,,"Public Computers and Printing",,"With a library card or DC One Card, customers can print up to 20 pages, per library account, per day for free. Those pages can be in color or black and white.

Printing remotely and limited computer access are available at fourteen DC Public Library locations during Phase Two operations.

For computer access, please visit your nearest open library: Anacostia, Bellevue, Benning, Capitol View, Cleveland Park, Francis Gregory, Mt. Pleasant, Northeast, Petworth, Shaw, Shepherd Park, Tenley-Friendship, West End or Woodridge.

Remote printing allows customers to send documents electronically for printing at the above libraries. Customers can print in person at MLK Central Library.

No photocopying or scanning is available at this time. All print jobs must be sent via email. Media storage devices, such as a USB stick containing documents, will not be accepted at any location. All emails and attachments will be deleted after 48 hours.",https://www.dclibrary.org/computeruse,,active,,"Visit the website for library emails and more specific information about printing.",,,,
38,1206510419155059,,"Diaper Program",,"Bread for the City distributes diapers each month. In addition, our baby pantry often stocks pull-ups, cereal, bottles, baby wipes, formula, hygiene packets, and other items that support new parents. At this time, diaper sizes 4, 5, and 6 are running low mid-month, and there is a significant need for additional in-kind donation support.",https://breadforthecity.org/social-services/,,active,,"Call or walk in.",,,,
39,643509042901798,,"Pathways Home Montgomery Country",,"In September of 2017 Pathways to Housing DC was chosen as one of thirteen programs nationwide to be awarded a five-year innovation grant from the Substance Abuse and Mental Health Services Administration (SAMHSA). Pathways DC partnered with Montgomery County’s Department of Health and Human Services (DHHS) for this project, called “Pathways Home”.

Using a client-centered approach, the project targets Montgomery County’s chronically homeless individuals with substance use and/or co-occurring mental health disorders whose service needs are not being met by existing programs. By creating a unique Housing First Integrated Behavioral Health Team, this project is designed to target a very specific and underserved population of people. Pathways DC is the lead in the Pathways Home project with Montgomery County’s DHHS providing access to housing through their division of Special Needs Housing, a full time nurse, and access to the county’s psychiatric services for the individuals being served.",https://pathwaystohousingdc.org/what-we-do/montgomery/,,active,,"Call for more information.",,,,
40,734905843461372,,"HIPS Clinical Services Department",,"Linkage to Care
Medication Assisted Treatment for Opioid Use Disorder Clinic (MAT Clinic)
Infectious Disease Clinic (HCV Treatment)
Primary Care Clinic
First Aid and Emergency Response
Evening Clinic Services
Behavioral Health Services
Substance Use Treatment",https://www.hips.org/our-services.html,,active,,"Call or walk in. Mobile outreach services may be available in your area.",,,,
41,1189940866829310,,"Legal Network",,"For 30 years, the Catholic Charities Legal Network has provided pro bono legal services, giving persons accessing this program general information, access to volunteer attorneys and law firms, as well as referrals to other appropriate legal service organizations.

*The Legal Network does not handle Criminal, Fee-Generating or Immigration Cases. Find more information on Immigration Legal Services.

SERVICES
The Catholic Charities Legal Network focuses on serving low-income families and individuals whose earnings are equal to or less than 200% of the U.S. Federal Poverty Guidelines. The Catholic Charities Legal Network offers its services to residents of the District of Columbia and surrounding Maryland counties of Montgomery, Prince George’s, Calvert, Charles, and St. Mary’s. Civil law subject areas this program addresses are:

Consumer Debt/Bankruptcy
Employment
Family Law (including Child Custody and Domestic Violence)
Landlord-Tenant/Housing Issues
Public Benefits (Social Security, Disability)
Wills and Probate, Guardianship and Conservatorship
",https://www.catholiccharitiesdc.org/gethelp/legal-and-financial-services/,,active,,"Call for intake.",,,,
42,1091742936273498,,"Project Safe Place",,"All 33 DC Fire/EMS Department fire stations and the fireboat are designed as “Safe Places” for youths in crisis 24 hours a day through Project Safe Place.

Project Safe Place is a national program that provides safe places for youths who are in need of crisis-related help. The program is managed in the District of Columbia by Sasha Bruce Youthwork. The DC Fire/EMS Department has been a partner since 1992.

All DC Fire/EMS fire stations display the distinctive Safe Place logo. The logo is on the exterior of the fire station in places easily visible from the street. Any youth in crisis can come to a fire station at any time, 24 hours a day, and ask for temporary shelter and assistance. Firefighters or EMS providers in the fire station give the youth shelter and call the Safe Place Hotline. Counselors from Sasha Bruce Youthwork come to the fire station to provide assistance and transportation to the Sasha Bruce shelter.",https://fems.dc.gov/service/project-safe-place,,active,,"Call the hotline to find a locatio near you. For more information, please contact the DC Fire/EMS Customer Service Office at (202) 673-3677 or (202) 673-3678; or Sasha Bruce Youthwork at (202) 675-9370",,,,
