id,service_id,service_area,description,date_added,multiple_counties
38858,2029,33002,,2015-07-08 11:04:06.973,f
38864,1102,33002,,2015-07-09 10:09:59.097,f
38870,6891,33002,,2015-07-09 15:01:52.160,f
40002,7772,33001,,2015-10-16 13:30:29.733,f
40227,7864,33002,,2016-01-12 10:42:03.873,f
40228,7865,33002,,2016-01-12 10:51:59.180,f
40231,7868,33002,,2016-01-12 10:59:32.080,f
38902,7642,33134,,2015-07-10 08:18:01.950,f
38903,7642,33135,,2015-07-10 08:18:06.900,f
38904,7642,33136,,2015-07-10 08:18:12.903,f
38905,7642,33143,,2015-07-10 08:18:18.697,f
38906,7642,33143,,2015-07-10 08:18:20.107,f
38907,7642,33143,,2015-07-10 08:18:21.507,f
38908,7642,33144,,2015-07-10 08:18:28.797,f
38909,7642,33144,,2015-07-10 08:18:30.187,f
40235,7872,33002,,2016-01-25 09:21:58.167,f
40236,4081,33002,,2016-01-25 09:31:17.707,f
40238,7872,33004,,2016-01-25 13:26:47.013,f
40239,7875,33156,,2016-01-26 09:34:19.837,f
40241,7877,33002,,2016-01-27 06:49:58.110,f
40245,7881,33002,,2016-01-27 08:46:53.980,f
40246,7882,33002,,2016-01-27 08:59:17.367,f
40247,7883,33109,,2016-01-28 08:12:06.027,f
40248,214,33002,,2016-01-29 16:11:32.390,f
40249,7884,34101,,2016-02-01 09:13:00.593,f
40250,752,33002,,2016-02-01 10:03:22.660,f
40251,752,33004,,2016-02-01 10:03:26.163,f
40545,1333,33034,,2016-04-06 08:37:39.223,f
40549,78,33002,,2016-04-06 12:50:41.393,f
40266,7894,33002,,2016-02-02 13:50:44.367,f
40272,7900,33002,,2016-02-02 14:00:42.507,f
40273,7901,33002,,2016-02-02 14:07:54.733,f
40274,7902,33002,,2016-02-02 14:09:55.637,f
40277,7905,33002,,2016-02-02 14:18:33.377,f
40278,7906,33002,,2016-02-02 14:20:20.237,f
40280,7907,33001,,2016-02-02 14:28:30.203,f
40281,7908,33001,,2016-02-02 14:31:48.593,f
40282,7909,33001,,2016-02-02 14:33:15.800,f
40283,870,33002,,2016-02-09 10:44:21.627,f
40284,3971,33002,,2016-02-09 14:19:04.237,f
40285,7910,33002,,2016-02-09 15:57:04.863,f
40286,7911,33002,,2016-02-10 10:22:54.447,f
40287,7912,32003,,2016-02-16 09:08:17.517,f
40288,7914,33002,,2016-02-16 15:15:55.190,f
40289,7915,33002,,2016-02-16 15:24:20.290,f
40291,7917,33002,,2016-02-17 13:06:50.493,f
40292,7918,33002,,2016-02-17 13:30:11.980,f
40293,7919,33002,,2016-02-17 13:34:24.567,f
40294,7920,33002,,2016-02-17 13:48:23.127,f
40295,7921,33002,,2016-02-17 13:51:30.180,f
40296,2040,98001,,2016-02-18 08:35:47.877,f
40297,6788,32003,,2016-02-18 10:36:33.633,f
40298,7922,33002,,2016-02-18 14:29:20.007,f
40299,7923,33002,,2016-02-18 14:34:40.357,f
40302,7544,33139,,2016-02-22 13:13:05.053,f
40303,7544,33130,,2016-02-22 13:17:56.223,f
40304,7544,33136,,2016-02-22 13:18:01.717,f
40555,8016,33014,,2016-04-07 09:40:24.223,f
40556,8016,33169,,2016-04-07 09:40:24.247,f
40557,8016,33054,,2016-04-07 09:40:24.257,f
40311,2021,33002,,2016-02-24 14:16:17.243,f
40312,7928,33002,,2016-02-25 10:29:32.177,f
40313,6164,33002,,2016-02-25 11:16:47.193,f
40558,8017,33002,,2016-04-07 15:05:44.053,f
40315,2403,33130,,2016-02-25 15:32:10.347,f
40316,2412,33002,,2016-02-25 16:09:35.007,f
40317,5992,33002,,2016-02-25 16:22:54.190,f
40321,2416,33002,,2016-02-26 10:02:56.633,f
40322,7790,33002,,2016-02-26 11:06:24.867,f
40323,7929,33002,,2016-02-26 13:22:59.897,f
40559,5267,33901,,2016-04-08 09:41:07.417,f
40560,5267,34142,,2016-04-08 09:41:12.457,t
40326,7930,33002,,2016-02-29 09:21:22.253,f
40566,5267,32815,,2016-04-08 09:43:47.197,f
40568,5267,33701,,2016-04-08 09:44:13.340,f
40329,7931,33002,,2016-02-29 09:34:48.987,f
40331,7932,34101,,2016-02-29 09:38:42.003,f
40332,7933,34101,,2016-02-29 09:42:38.227,f
40333,7934,34101,,2016-02-29 09:44:02.737,f
40691,5693,33002,,2016-06-30 13:34:19.727,f
40338,7938,33002,,2016-02-29 13:42:38.197,f
40342,7940,33002,,2016-02-29 14:03:52.027,f
40694,5357,33901,,2016-07-05 15:21:49.543,f
40695,8115,34101,,2016-07-06 14:40:52.337,f
40696,8116,33002,,2016-07-08 11:29:24.470,f
40697,8117,33002,,2016-07-08 11:32:03.893,f
40698,8118,33002,,2016-07-08 11:33:09.793,f
40701,8121,33002,,2016-07-08 15:39:27.277,f
40705,8125,33002,,2016-07-14 11:00:00.180,f
40709,8129,33002,,2016-07-14 11:05:33.337,f
40711,8131,33002,,2016-07-14 13:29:15.483,f
40713,8133,33002,,2016-07-15 10:18:27.977,f
40715,8135,33002,,2016-07-15 10:31:33.380,f
40716,8136,33014,,2016-07-15 13:32:57.383,f
40717,8136,33169,,2016-07-15 13:32:57.450,f
40718,8136,33054,,2016-07-15 13:32:57.467,f
40719,8137,33014,,2016-07-15 13:45:46.667,f
40720,8137,33169,,2016-07-15 13:45:46.673,f
40721,8137,33054,,2016-07-15 13:45:46.680,f
40722,8138,33002,,2016-07-15 14:01:31.850,f
38839,7625,34101,,2015-07-07 14:30:23.097,f
38851,7637,34101,,2015-07-08 08:39:25.390,f
38854,7640,34101,,2015-07-08 08:55:26.627,f
37151,7315,33051,,2015-03-16 13:50:06.257,f
38859,2028,33002,,2015-07-08 11:26:44.973,f
38865,6932,33001,,2015-07-09 10:24:38.657,f
38895,7642,33130,,2015-07-10 08:17:36.103,f
38896,7642,33131,,2015-07-10 08:17:41.917,f
38897,7642,33133,,2015-07-10 08:17:49.977,f
38898,7642,33133,,2015-07-10 08:17:51.380,f
40005,2839,33002,,2015-10-16 13:49:46.250,f
40006,719,33002,,2015-10-16 14:44:31.860,f
40007,2841,33002,,2015-10-19 09:08:56.923,f
40008,7774,33160,,2015-10-19 09:23:13.730,f
40009,7775,33160,,2015-10-19 09:32:50.357,f
40010,7776,33101,,2015-10-19 09:38:34.107,f
40012,2852,33002,,2015-10-19 10:08:39.490,f
40013,4815,33002,,2015-10-19 10:54:07.847,f
40014,1100,33002,,2015-10-19 11:28:32.573,f
40015,7778,33001,,2015-10-20 08:33:43.017,f
40016,7779,33002,,2015-10-21 08:34:09.373,f
37152,7315,33050,,2015-03-16 13:50:08.240,f
41411,8516,33001,,2017-12-14 11:55:46.363,f
40024,720,33002,,2015-10-21 11:25:41.270,f
40026,3463,33002,,2015-10-21 14:19:29.913,f
40027,7787,33002,,2015-10-22 06:36:13.107,f
40028,3307,33002,,2015-10-22 09:27:19.793,f
40031,6227,33440,,2015-10-26 11:22:44.640,t
40032,6227,34101,,2015-10-26 11:22:48.553,f
40033,3009,33002,,2015-10-27 09:39:33.593,f
40034,7788,33002,,2015-10-27 10:19:00.097,f
40035,2752,33002,,2015-10-28 13:22:51.537,f
40036,2869,33002,,2015-10-28 15:03:55.927,f
40037,860,33002,,2015-10-29 09:51:05.880,f
40038,861,33002,,2015-10-29 10:02:02.463,f
40039,7323,33002,,2015-10-29 11:00:53.437,f
40040,5488,33002,,2015-10-29 11:06:16.860,f
40043,6318,33004,,2015-10-30 13:35:35.923,f
40047,7792,33002,,2015-11-02 13:27:56.137,f
37153,7315,33050,,2015-03-16 13:50:09.930,f
40050,7795,33002,,2015-11-02 14:37:57.787,f
40057,3627,33050,,2015-11-03 12:32:51.197,f
40058,3639,33037,,2015-11-03 12:35:29.827,f
40063,3815,33002,,2015-11-03 13:35:33.637,f
40065,2413,33002,,2015-11-04 10:20:02.813,f
37156,7315,33050,,2015-03-16 13:50:14.483,f
40066,160,33002,,2015-11-04 14:00:35.297,f
40068,7802,34101,,2015-11-05 12:34:56.607,f
40074,82,33002,,2015-11-06 10:06:31.060,f
37157,7315,33052,,2015-03-16 13:50:17.713,f
40080,97,33002,,2015-11-06 10:29:23.847,f
40082,99,33002,,2015-11-06 10:37:23.637,f
40083,98,33002,,2015-11-06 10:39:03.903,f
40084,7810,33002,,2015-11-06 10:42:45.167,f
37849,3940,33002,,2015-05-05 14:56:50.890,f
40088,7813,33002,,2015-11-06 14:08:06.330,f
40090,3191,33002,,2015-11-10 14:58:07.707,f
37857,835,33002,,2015-05-06 07:50:31.187,f
37858,846,33002,,2015-05-06 08:08:26.167,f
40091,3284,32003,,2015-11-10 15:05:48.433,f
37859,7016,33002,,2015-05-06 09:02:05.797,f
40092,4234,32003,,2015-11-10 15:14:42.837,f
40094,3982,33002,,2015-11-13 10:50:03.393,f
40229,7866,33002,,2016-01-12 10:54:01.957,f
40237,7873,33002,,2016-01-25 09:33:39.827,f
40240,7876,33002,,2016-01-26 09:42:38.350,f
40242,7878,33002,,2016-01-27 07:00:55.813,f
40267,7895,33002,,2016-02-02 13:51:03.527,f
40275,7903,33002,,2016-02-02 14:11:37.600,f
40276,7904,33002,,2016-02-02 14:16:50.173,f
40310,7758,33001,,2016-02-24 10:38:10.120,f
40318,5991,33002,,2016-02-25 16:25:49.250,f
40334,7935,34101,,2016-02-29 09:45:01.370,f
40340,7939,33002,,2016-02-29 14:01:18.103,f
40561,5267,34741,,2016-04-08 09:42:48.170,f
40562,5267,34759,,2016-04-08 09:42:50.287,t
40699,8119,33002,,2016-07-08 11:34:21.690,f
40706,8126,33002,,2016-07-14 11:01:46.293,f
40714,8134,33002,,2016-07-15 10:20:26.647,f
40723,8139,33002,,2016-07-15 14:04:02.903,f
40848,8218,32003,,2016-09-22 13:56:35.657,f
40849,8219,33002,,2016-09-23 08:19:46.580,f
40850,8220,33002,,2016-09-23 08:40:03.420,f
40851,8221,33002,,2016-09-23 10:48:12.203,f
40852,8223,33002,,2016-09-27 09:27:42.297,f
40853,8225,33002,,2016-09-27 11:55:53.717,f
40854,8226,33002,,2016-09-29 11:33:45.147,f
40855,8227,33002,,2016-10-04 08:33:53.860,f
40856,8227,33004,,2016-10-04 08:33:58.783,f
40857,8227,33001,,2016-10-04 08:34:10.680,f
40858,8228,33002,,2016-10-04 10:39:05.277,f
40859,8229,33002,,2016-10-04 11:14:45.003,f
40863,8232,33001,,2016-10-13 11:14:21.617,f
40864,4034,33002,,2016-10-14 13:47:17.890,f
40866,3286,33002,,2016-10-17 11:36:10.143,f
40867,3156,32003,,2016-10-18 09:14:50.357,f
40868,8233,33002,,2016-10-19 10:43:28.087,f
40869,8234,33002,,2016-11-01 10:22:21.210,f
40870,95,33002,,2016-11-04 08:16:52.153,f
40872,8235,33002,,2016-11-04 08:55:39.633,f
40873,8236,33002,,2016-11-04 09:05:32.567,f
40874,8237,33002,,2016-11-07 08:19:08.297,f
40875,8238,33002,,2016-11-14 07:52:36.913,f
40230,7867,33002,,2016-01-12 10:56:04.120,f
40243,7879,33002,,2016-01-27 07:06:40.593,f
40268,7896,33002,,2016-02-02 13:53:16.420,f
40270,7898,33002,,2016-02-02 13:55:46.060,f
40319,6216,33002,,2016-02-25 16:30:04.983,f
35995,5559,33002,,2014-07-30 09:56:49.823,f
35996,7154,34101,,2014-07-31 07:28:37.813,f
40011,7777,33101,,2015-10-19 09:40:32.040,f
40563,5267,33801,,2016-04-08 09:42:57.847,f
40023,723,33002,,2015-10-21 11:23:22.250,f
36021,6339,33002,,2014-08-05 15:44:54.187,f
36023,4053,33002,,2014-08-06 09:34:18.887,f
36024,739,33002,,2014-08-06 13:38:23.170,f
36036,2649,33002,,2014-08-07 09:46:25.537,f
40045,7509,33002,,2015-10-30 15:38:24.240,f
36039,2398,33002,,2014-08-11 13:31:09.350,f
36041,5672,33002,,2014-08-11 13:56:42.963,f
36042,4355,33002,,2014-08-12 11:19:48.993,f
36045,6045,33002,,2014-08-14 10:23:48.153,f
36046,6039,33002,,2014-08-18 10:41:03.747,f
36047,5041,33002,,2014-08-18 15:00:16.763,f
36050,5040,33002,,2014-08-19 10:30:18.600,f
36051,6069,33002,,2014-08-19 12:31:15.823,f
37154,7315,33050,,2015-03-16 13:50:11.243,f
36470,5791,33002,,2014-12-04 13:39:50.717,f
36072,2189,33002,,2014-08-20 10:04:23.927,f
36078,1057,33002,,2014-08-21 10:19:49.137,f
36081,2719,33002,,2014-08-21 10:44:01.063,f
36082,3828,33002,,2014-08-21 11:14:09.667,f
36083,2733,33002,,2014-08-25 13:14:21.317,f
36093,6023,33002,,2014-08-26 11:55:06.347,f
40076,7808,33004,,2015-11-06 10:14:23.020,f
40081,7255,33004,,2015-11-06 10:33:30.893,f
40086,7811,33004,,2015-11-06 10:52:10.017,f
36106,5349,33002,,2014-08-27 11:38:37.260,f
36110,3172,33002,,2014-08-27 11:55:17.283,f
40095,1063,33109,,2015-11-13 12:35:07.690,f
36124,526,33002,,2014-08-28 14:19:29.467,f
36126,2254,32099,,2014-08-28 14:35:01.113,f
36128,6159,33002,,2014-08-29 08:32:54.507,f
36129,5368,34101,,2014-08-29 09:45:42.417,f
38887,7642,33122,,2015-07-10 08:17:06.527,f
37861,595,33002,,2015-05-06 12:34:34.563,f
38888,7642,33122,,2015-07-10 08:17:08.377,f
38889,7642,33122,,2015-07-10 08:17:09.970,f
37155,7315,33050,,2015-03-16 13:50:12.547,f
40564,5267,34201,,2016-04-08 09:43:32.767,f
37862,594,33002,,2015-05-06 12:40:10.177,f
37868,6439,33002,,2015-05-06 13:32:58.197,f
37870,7456,33002,,2015-05-06 14:08:02.823,f
37871,956,33002,,2015-05-06 14:33:47.003,f
37872,955,33002,,2015-05-06 14:55:39.933,f
37879,991,33002,,2015-05-07 14:10:08.310,f
37880,461,33002,,2015-05-07 14:52:57.017,f
37884,7457,33002,,2015-05-08 08:50:47.457,f
40724,8140,33002,,2016-07-15 14:07:19.420,f
40725,8141,33002,,2016-07-18 07:54:06.770,f
40731,8147,33030,,2016-07-18 12:09:17.473,f
40732,8147,33031,,2016-07-18 12:09:17.547,f
40733,8147,33032,,2016-07-18 12:09:17.553,f
40734,8147,33033,,2016-07-18 12:09:17.557,f
40735,8147,33034,,2016-07-18 12:09:17.567,f
40736,8147,33035,,2016-07-18 12:09:17.573,f
40737,8147,33039,,2016-07-18 12:09:17.577,f
40738,8147,33156,,2016-07-18 12:09:17.583,f
40739,8147,33157,,2016-07-18 12:09:17.590,f
37886,1368,33002,,2015-05-08 14:55:42.190,f
37887,5248,33002,,2015-05-11 08:08:52.287,f
40740,8147,33158,,2016-07-18 12:09:17.597,f
40741,8147,33170,,2016-07-18 12:09:17.600,f
37891,7459,32003,,2015-05-11 10:37:29.803,f
37892,7461,33002,,2015-05-11 12:28:30.800,f
37894,7463,34101,,2015-05-11 13:00:56.183,f
37895,7464,34101,,2015-05-12 15:34:13.273,f
37896,7465,33002,,2015-05-13 09:57:34.690,f
37897,3336,33002,,2015-05-13 10:42:09.133,f
37898,3335,33002,,2015-05-13 10:52:18.257,f
37901,7467,33101,,2015-05-13 12:21:35.120,f
37902,3447,33002,,2015-05-13 12:28:42.247,f
37903,5297,33002,,2015-05-13 12:47:35.617,f
37906,3068,33002,,2015-05-13 15:07:41.270,f
37908,207,33002,,2015-05-13 15:25:27.720,f
37909,623,33002,,2015-05-14 09:37:48.620,f
37910,624,33002,,2015-05-14 09:48:49.140,f
37911,1391,33002,,2015-05-14 11:29:54.113,f
37912,1393,33002,,2015-05-14 11:42:11.853,f
37913,1392,33002,,2015-05-14 11:54:11.593,f
37919,693,33002,,2015-05-14 13:39:26.807,f
37920,691,33002,,2015-05-14 14:18:27.587,f
37922,206,33002,,2015-05-14 16:03:46.740,f
37923,2596,33002,,2015-05-15 08:51:41.167,f
37927,506,33002,,2015-05-15 10:57:23.870,f
37928,505,33002,,2015-05-15 11:01:04.077,f
37929,507,33002,,2015-05-15 11:04:35.060,f
37930,508,33002,,2015-05-15 12:37:27.470,f
37931,6070,33002,,2015-05-15 14:21:16.127,f
40742,8147,33176,,2016-07-18 12:09:17.607,f
37936,212,33002,,2015-05-18 10:20:58.480,f
37940,1479,33002,,2015-05-18 14:25:11.680,f
37945,1473,32703,,2015-05-18 14:59:09.873,t
37946,4385,33002,,2015-05-18 15:28:51.230,f
40743,8147,33177,,2016-07-18 12:09:17.610,f
40744,8147,33186,,2016-07-18 12:09:17.617,f
40745,8147,33187,,2016-07-18 12:09:17.623,f
40746,8147,33189,,2016-07-18 12:09:17.627,f
40747,8147,33190,,2016-07-18 12:09:17.633,f
40748,8147,33196,,2016-07-18 12:09:17.640,f
40749,8148,33030,,2016-07-18 12:10:45.160,f
40750,8148,33031,,2016-07-18 12:10:45.163,f
40751,8148,33032,,2016-07-18 12:10:45.167,f
40752,8148,33033,,2016-07-18 12:10:45.180,f
40753,8148,33034,,2016-07-18 12:10:45.183,f
40754,8148,33035,,2016-07-18 12:10:45.190,f
37947,818,33161,,2015-05-18 15:46:22.333,f
37948,818,33161,,2015-05-18 15:46:41.733,f
37958,1428,33002,,2015-05-20 08:27:52.980,f
37959,1428,33004,,2015-05-20 08:27:57.497,f
37962,3169,33030,,2015-05-20 09:25:36.967,f
37965,216,33004,,2015-05-20 10:45:02.360,f
37969,217,33002,,2015-05-20 11:01:21.683,f
37972,218,33004,,2015-05-20 12:36:49.603,f
37980,7474,33004,,2015-05-20 13:14:21.963,f
37981,7474,34101,,2015-05-20 13:14:21.967,f
37982,7474,33001,,2015-05-20 13:14:21.970,f
37983,7474,33401,,2015-05-20 13:14:21.977,f
37984,7475,33004,,2015-05-20 13:20:40.330,f
37985,7475,34101,,2015-05-20 13:20:40.337,f
37986,7475,33001,,2015-05-20 13:20:40.340,f
37987,7475,33401,,2015-05-20 13:20:40.343,f
38890,7642,33125,,2015-07-10 08:17:16.140,f
40565,5267,34101,,2016-04-08 09:43:38.427,f
37863,5591,33002,,2015-05-06 12:55:34.147,f
37869,2515,33002,,2015-05-06 13:34:31.690,f
37873,958,33002,,2015-05-06 15:01:49.293,f
37881,460,33002,,2015-05-07 14:57:48.017,f
37890,7460,33002,,2015-05-11 09:13:58.897,f
37907,213,33002,,2015-05-13 15:14:54.663,f
37924,2597,33002,,2015-05-15 08:53:35.717,f
40020,7783,33002,,2015-10-21 09:18:54.550,f
37941,1479,32703,,2015-05-18 14:26:12.053,t
37949,819,33161,,2015-05-18 16:01:04.073,f
37961,1820,32003,,2015-05-20 08:53:53.143,f
37966,216,34101,,2015-05-20 10:45:06.520,f
37967,216,33001,,2015-05-20 10:45:09.877,f
37970,217,33004,,2015-05-20 11:01:25.227,f
37973,218,33002,,2015-05-20 12:36:53.807,f
37974,218,34101,,2015-05-20 12:37:01.913,f
37975,218,33401,,2015-05-20 12:37:06.020,f
40042,2183,33002,,2015-10-29 11:15:15.690,f
40567,5267,34230,,2016-04-08 09:44:02.517,f
40077,7809,33101,,2015-11-06 10:17:29.857,f
40078,94,33002,,2015-11-06 10:23:11.667,f
40079,94,33004,,2015-11-06 10:23:16.687,f
40096,7816,33002,,2015-11-17 09:05:20.327,f
41482,8584,33002,,2018-03-01 14:01:56.160,f
40101,7818,33004,,2015-11-18 10:01:44.000,f
40106,7820,33109,,2015-11-20 14:52:59.787,f
40107,7821,33109,,2015-11-20 15:03:28.990,f
40113,7823,33002,,2015-11-23 16:08:59.910,f
40115,2168,33002,,2015-11-24 08:41:12.420,f
40118,1087,33002,,2015-11-24 10:18:41.457,f
40119,1164,33002,,2015-11-24 10:58:30.457,f
40121,1191,33002,,2015-11-24 11:16:22.337,f
40122,1192,33002,,2015-11-24 12:12:40.760,f
40123,1816,33002,,2015-11-24 12:54:03.957,f
40125,3176,33002,,2015-11-24 13:20:41.797,f
40127,7824,33002,,2015-11-24 13:45:40.017,f
40129,3813,33002,,2015-11-24 14:34:23.733,f
40130,3813,33004,,2015-11-24 14:34:29.383,f
40131,5301,33901,,2015-11-24 15:00:28.977,f
40135,7828,33002,,2015-11-24 15:23:48.773,f
40137,2661,33002,,2015-11-25 12:38:56.437,f
40139,7829,33002,,2015-11-30 07:48:37.017,f
40140,1822,34952,,2015-11-30 10:17:54.843,f
40142,1379,33002,,2015-11-30 10:29:55.727,f
40144,6028,33002,,2015-11-30 10:58:19.723,f
40146,2628,33002,,2015-12-01 10:51:33.237,f
40148,3732,33002,,2015-12-02 13:24:17.657,f
40150,172,33034,,2015-12-03 08:47:18.627,f
40152,175,33034,,2015-12-03 08:53:50.457,f
40153,176,33030,,2015-12-03 09:08:51.567,f
40154,174,33030,,2015-12-03 09:12:33.547,f
40155,7831,32003,,2015-12-03 16:08:10.780,f
40161,1159,33002,,2015-12-04 14:25:24.960,f
40162,1163,33002,,2015-12-04 14:28:54.153,f
40163,2960,33002,,2015-12-04 14:52:51.553,f
40164,2962,33160,,2015-12-04 15:02:19.607,f
40169,2956,33034,,2015-12-07 11:58:54.137,f
37162,7317,33040,,2015-03-16 13:58:40.303,f
37853,473,33002,,2015-05-05 15:32:28.707,f
37856,837,33002,,2015-05-05 15:42:29.620,f
37874,957,33002,,2015-05-06 15:07:28.283,f
37882,459,33002,,2015-05-07 15:00:00.190,f
37925,2598,33002,,2015-05-15 09:01:02.657,f
37934,1187,33001,,2015-05-15 16:24:25.227,f
37942,1474,32703,,2015-05-18 14:42:04.080,t
37943,1477,33002,,2015-05-18 14:47:36.293,f
37944,1477,32703,,2015-05-18 14:47:39.813,t
37950,819,33161,,2015-05-18 16:01:06.290,f
37968,216,33401,,2015-05-20 10:45:58.813,f
37971,217,33401,,2015-05-20 11:01:29.070,f
37976,7473,33004,,2015-05-20 12:51:24.640,f
37977,7473,34101,,2015-05-20 12:51:24.650,f
37978,7473,33001,,2015-05-20 12:51:24.653,f
37979,7473,33401,,2015-05-20 12:51:24.657,f
37993,7478,33161,,2015-05-20 15:04:02.380,f
37994,7478,33161,,2015-05-20 15:04:02.387,f
38891,7642,33126,,2015-07-10 08:17:20.500,f
37998,5843,34101,,2015-05-21 09:48:06.287,f
38002,3999,33004,,2015-05-21 11:29:44.250,f
38003,3999,33002,,2015-05-21 11:29:44.277,f
38004,3999,33401,,2015-05-21 11:29:44.280,f
38892,7642,33126,,2015-07-10 08:17:21.957,f
38893,7642,33128,,2015-07-10 08:17:27.313,f
38894,7642,33129,,2015-07-10 08:17:31.893,f
38899,7642,33133,,2015-07-10 08:17:52.897,f
38930,7642,33156,,2015-07-10 08:19:21.977,f
38933,7642,33156,,2015-07-10 08:19:26.197,f
38934,7642,33158,,2015-07-10 08:19:31.890,f
40569,5267,33601,,2016-04-08 09:44:18.010,f
40100,7818,33002,,2015-11-18 09:47:04.620,f
40108,7822,34101,,2015-11-20 15:14:14.883,f
40117,1088,33002,,2015-11-24 09:33:30.660,f
40124,1817,33002,,2015-11-24 12:55:29.670,f
40128,3446,33002,,2015-11-24 13:48:04.257,f
40132,7825,33002,,2015-11-24 15:04:16.587,f
40138,2662,33002,,2015-11-25 12:40:57.977,f
40141,1823,34952,,2015-11-30 10:19:44.430,f
40143,1379,33004,,2015-11-30 10:30:00.373,f
40147,2627,33130,,2015-12-01 10:54:25.317,f
40149,3731,33002,,2015-12-02 13:26:06.317,f
40151,173,33034,,2015-12-03 08:48:38.920,f
40165,2963,33014,,2015-12-04 15:05:31.763,f
40170,2957,33161,,2015-12-07 12:02:43.297,f
40271,7899,33002,,2016-02-02 13:56:50.700,f
40343,7926,33002,,2016-02-29 15:30:30.043,f
40346,7941,33002,,2016-03-01 08:37:55.787,f
40361,7951,33002,,2016-03-02 11:16:40.083,f
