id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
569553997851039,667513392468817,,"Home Repair Services",,"Yachad provides free health and safety repairs to low-income homeowners living in Washington, DC and the following areas in Prince George’s County: Hyattsville, Landover, District Heights, Capitol Heights, and Hillcrest Heights.

Some health and safety repairs addressed by Yachad include: roof repair, plumbing repair, electrical repair, pest control, drywall repair, broken appliance replacement, and accessibility services.

We work on a limited number of homes each year and we want our repairs to affect as many people as possible. When considering applications, Yachad prioritizes multigenerational households and families with children.",http://yachad-dc.org/homerepairservices.php,,inactive,,"If you are interested in applying to Yachad’s Single Family Home Repair Program, call our office. We do our repairs in a two cycles. The application deadline is summer for fall repairs and December 1st for spring repairs. There is no harm in applying in between our deadlines, we just ask for your patience in hearing from us.

After completing your application, Yachad staff will review it. We may schedule an appointment to inspect your home and determine the scope of work. Further inspections from our construction manager and estimates from skilled workers may occur. After these steps, the price and content of repairs will be evaluated, and accepted homeowners will be notified.

Homeowners that are accepted into the program, and a majority of adults living in their household, must attend mandatory, free Homeowners Workshops. These workshops are open to the public and are held twice a year. Attendees learn tricks of home maintenance, budgeting skills, and more. To find out more about these workshops, please contact us.",,,,
594606264685919,1148831835061989,,"Wellness Recovery Action Program",,"A peer led self-advocacy program designed to promote peer support and develop a tool-box for building resilience. These groups offer adult and adolescent peers.",http://hillcrest-dc.org/services/children-services/,info@hillcrest-dc.org,active,,"Call or walk-in for services.",,,,
601404732528535,769307542856582,,"School Garden Markets ",,"Schools partner with one of three non profit food hubs (the Common Market, Community Foodworks, and Dreaming Out Loud). ",https://www.dcgreens.org/school-garden-markets,,active,,,,,,
606430121530643,1315578558618439,,"Comprehensive Psychiatric Emergency Program/Homeless Outreach Program",,"The Comprehensive Psychiatric Emergency Program is a twenty-four hour/seven day a week operation that provides emergency psychiatric services and extended observation beds for individuals 18 years of age and older.

The Homeless Outreach Program (HOP) has been rolled into CPEP and provides a variety of services and supports adults and families who are homeless. Its primary purpose is to provide outreach to homeless individuals and families with needed mental health services. HOP also provides consultation and training to the provider network most closely involved with the homeless population.",https://dbh.dc.gov/service/emergency-psychiatric-services,,active,,"Services can be accessed by telephone or in person.",,,,
617717048691003,790090664353865,,"Housing Law",,"Keeping families in safe, affordable housing is at the core of our housing law practice. Our housing law attorneys understand the importance of getting our clients effective and timely relief in matters such as eviction, housing code violations, the termination of housing subsidies, and the preservation of affordable housing.

We represent clients in eviction cases in the Landlord and Tenant Branch of D.C. Superior Court and in administrative hearings to preserve housing subsidies and challenge unlawful rent increases. Legal Aid housing law attorneys also assist clients living with deplorable housing conditions by representing them in affirmative suits to obtain repairs.

Recognizing the acute need for tenant representation in D.C. Superior Court, we established the Landlord Tenant Court-Based Legal Services Project in 2007 to provide legal assistance to tenants at the courthouse. In 2010, we also advocated for the creation of the Housing Conditions Calendar, designed to help tenants living in poor housing conditions bring repair claims to court. In 2015, Legal Aid, in collaboration with Bread for the City, Legal Counsel for the Elderly, and the D.C. Bar Pro Bono Center, launched the Housing Right to Counsel Project, which aims over the long term to offer a guarantee of representation to tenants in subsidized housing who are facing eviction and the associated risk of losing an invaluable housing subsidy and entering into long-term homelessness.

In addition to individual representation, our housing law unit works to identify cases that could have a broad-based impact and to engage in advocacy on issues that affect a group of tenants or the operations of government agencies and the Court.",https://www.legalaiddc.org/housing-law/,,active,,"You can apply online, utilize walk-in intake hours, or call (202) 628-1161 for more information.",,,,
618510425235763,1012774856380370,,"Ward 8 Drug Free Coalition",,"The mission of the Ward 8 Drug Free Coalition is to develop and implement comprehensive community-based activities designed to provide youth with positive alternative life choices.

The coalition engages Ward 8 youth, ages 11-17, in year-round programming designed to reduce alcohol, marijuana, tobacco, and synthetic drug use among youth through community engagement and peer intervention.",http://www.fsfsc.org/copy-of-family-services,,active,,"Call for more information.",,,,
564257031952303,1203024767725850,,"Chronic Disease Management ",,"We help you manage your health, so that you can lead a healthy lifestyle.

Personalized health goals and care plans
Access to a care coordinator to assist with education and specialty care appointments
Assistance with overcoming transportation, language, medication/supplies and other barriers to getting the care you need
Group care and referrals for support to manage stress and change
We teach you about disease prevention, healthy lifestyles and other self-care activities.",https://www.communityofhopedc.org/healthcare/wellness-programs,,active,,"Call to make an appointment. We accept many health insurances and offer a sliding fee scale and payment plans. A comprehensive list of insurances we accept is available on our website.",,,,
581474108798219,1169767322641878,,"Sustainable Housing Assistance Rental Program (SHARP)",,"The Sustainable Housing Assistance Rental Program provides temporary financial support with the goal of increasing housing stability and improving health for people living with HIV/AIDS. SHARP will provide assistance to individuals with high rent burden, defined as those paying more than 40% of monthly gross income on rent.  The program will provide eligible households with a flat rate subsidy equal to 40% of the current HUD Fair Market Rent (FMR) of the county of residence per month to help client pay rent. SHARP intends to reduce rent burdens, incentivize household savings, and address individual barriers to ensure future housing stability among participants.",http://housingetc.org/sustainable-housing-assistance-rental-program/,,active,,"Who is Eligible?

HIV+
DC eligible metro area resident
Must be employed
Not currently living in subsidized housing
Current rental ledger with no outstanding balance for those who are housed
Income must be at or below 500% of federal poverty line
Current rent must be greater than 40% of households’ monthly gross income.
 

Click Here to download a SHARP application: http://housingetc.org/wp-content/uploads/2019/02/SHARP-Brochure-2.5.19.pdf 

Please complete and submit the SHARP Application with all supporting documentation.  Eligible applicants will be invited to meet with an HCS case manager to further evaluate appropriateness for SHARP.  There are a limited number of openings and the application period will be closed once the program is filled.  SHARP will not maintain a waiting list.

For more information regarding the SHARP Program, please contact Housing Counseling Services at (202) 667-2681",,,,
580060602461538,1281888937730435,,"PrEP Program for HIV Prevention",,"The PrEP Clinic at Andromeda offers comprehensive sexual health services, including pre-exposure prophylaxis or PrEP, to persons at risk for HIV/AIDS. The PrEP Clinic was created to provide the DC metropolitan population with easy access to healthcare providers who support the utilization of PrEP for HIV prevention.

The PrEP Clinic is housed at Andromeda, a non-profit health services organization that has been in operation for more than 48 years. Andromeda provides HIV/AIDS treatment services, substance use treatment, primary care and mental health services, nutrition counseling, and health promotion and education. Andromeda is a multicultural organization that understands and supports the needs of all persons, including: LGBT persons, substance users, sex workers, and immigrant populations. Our staff will work with you to address your needs and develop strategies to support your health.",https://andromedahealth.org/our-services/prep-program-for-hiv-prevention/,,active,,"Call for appointment",,,,
585745505232672,1121342754860910,,"Center for Autism Spectrum Disorders",,"The Center for Autism Spectrum Disorders (CASD) is a multidisciplinary team comprised of pediatric autism specialists, including clinical psychologists, neuropsychologists, child and adolescent psychiatrists, developmental pediatricians, social workers and speech/language pathologists. These experts work together to provide the best possible care for autistic youth, and lead research to understand the underpinnings of autism and effective approaches to maximize autistic youth outcomes.
The Region’s Largest Autism Program
CASD is the largest multidisciplinary pediatric autism program in the Washington, D.C., region. Our specialists understand the unique needs of children as their brains and bodies develop. We offer:

Evidence-based clinical care. Our experts lead national research studies on ASD with the goal of advancing assessment and treatment options. By studying autism’s genetic, neurocognitive, behavioral and social factors, we can identify and apply the most effective treatments for your child.
Education, support and advocacy. We provide the latest information about ASD to everyone from families and patients to school personnel, physicians and agencies. Resources include seminars, workshops, the CASD Chat newsletter, training and consultations. Sign up to be added to our CASD Chat newsletter mailing list. You can also view details about upcoming Executive Function and Social Skills groups.  
We collaborate with the following departments/specialties:

Developmental pediatrics
Developmental/clinical psychology
Genetics
Gender and gender identity development
Neurology
Neuropsychology
Psychiatry
Speech and language pathology
CASD's mission is to excel in care, advocacy, research and education. We accomplish this by:

Providing a quality health care experience for our patients and families through a coordinated program of state-of the-art clinical services
Improving health outcomes for children regionally, nationally and internationally by educating the next generation of clinicians in best practices for autism evaluation, diagnosis and treatment
Creating innovative solutions to pediatric health challenges by conducting research that includes and reflects the neuro-diverse population we serve
Embracing neurodiversity and welcoming autistic individuals as collaborators, research trainees, students and staff members
CASD works every day to optimize trajectories for autistic youth with the goal of successful transition into adulthood. Our Stakeholder Advisory Board, comprised of parents whose children have received assistance from CASD, provides recommendations to CASD faculty and staff to improve care, research, education and advocacy efforts.",https://childrensnational.org/departments/center-for-neuroscience-and-behavioral-medicine/programs-and-services/center-for-autism-spectrum-disorders,,active,,"Call or visit website to make an appointment or refer a patient.

If you are interested in participating in one of our research studies, call 301-765-5425.",,,,
594569394092610,1169767322641878,,"Metropolitan Housing Access Program (MHAP)",,"HCS administers the Metropolitan Housing Access Program (MHAP), the centralized source for housing services and housing information for persons living with HIV/AIDS (PLWHA) in the District of Columbia, Prince George’s County, MD and Charles County, MD. ",http://housingetc.org/metropolitan-housing-access-program-mahp/,,active,,"MHAP services differ depending on where you live. Visit website to find out which MHAP services are available in your jurisdiction or call (202) 667-2681 for more information. ",,,,
596697894718349,1288114944946075,,"Public Computers and Printing",,"With a library card or DC One Card, customers can print up to 20 pages, per library account, per day for free. Those pages can be in color or black and white.

Printing remotely and limited computer access are available at fourteen DC Public Library locations during Phase Two operations.

For computer access, please visit your nearest open library: Anacostia, Bellevue, Benning, Capitol View, Cleveland Park, Francis Gregory, Mt. Pleasant, Northeast, Petworth, Shaw, Shepherd Park, Tenley-Friendship, West End or Woodridge.

Remote printing allows customers to send documents electronically for printing at the above libraries. Customers can print in person at MLK Central Library.

No photocopying or scanning is available at this time. All print jobs must be sent via email. Media storage devices, such as a USB stick containing documents, will not be accepted at any location. All emails and attachments will be deleted after 48 hours.",https://www.dclibrary.org/computeruse,,active,,"Visit the website for library emails and more specific information about printing.",,,,
598893344627449,1206510419155059,,"Diaper Program",,"Bread for the City distributes diapers each month. In addition, our baby pantry often stocks pull-ups, cereal, bottles, baby wipes, formula, hygiene packets, and other items that support new parents. At this time, diaper sizes 4, 5, and 6 are running low mid-month, and there is a significant need for additional in-kind donation support.",https://breadforthecity.org/social-services/,,active,,"Call or walk in.",,,,
594081408024759,643509042901798,,"Pathways Home Montgomery Country",,"In September of 2017 Pathways to Housing DC was chosen as one of thirteen programs nationwide to be awarded a five-year innovation grant from the Substance Abuse and Mental Health Services Administration (SAMHSA). Pathways DC partnered with Montgomery County’s Department of Health and Human Services (DHHS) for this project, called “Pathways Home”.

Using a client-centered approach, the project targets Montgomery County’s chronically homeless individuals with substance use and/or co-occurring mental health disorders whose service needs are not being met by existing programs. By creating a unique Housing First Integrated Behavioral Health Team, this project is designed to target a very specific and underserved population of people. Pathways DC is the lead in the Pathways Home project with Montgomery County’s DHHS providing access to housing through their division of Special Needs Housing, a full time nurse, and access to the county’s psychiatric services for the individuals being served.",https://pathwaystohousingdc.org/what-we-do/montgomery/,,active,,"Call for more information.",,,,
608659423860858,1091742936273498,,"Project Safe Place",,"All 33 DC Fire/EMS Department fire stations and the fireboat are designed as “Safe Places” for youths in crisis 24 hours a day through Project Safe Place.

Project Safe Place is a national program that provides safe places for youths who are in need of crisis-related help. The program is managed in the District of Columbia by Sasha Bruce Youthwork. The DC Fire/EMS Department has been a partner since 1992.

All DC Fire/EMS fire stations display the distinctive Safe Place logo. The logo is on the exterior of the fire station in places easily visible from the street. Any youth in crisis can come to a fire station at any time, 24 hours a day, and ask for temporary shelter and assistance. Firefighters or EMS providers in the fire station give the youth shelter and call the Safe Place Hotline. Counselors from Sasha Bruce Youthwork come to the fire station to provide assistance and transportation to the Sasha Bruce shelter.",https://fems.dc.gov/service/project-safe-place,,active,,"Call the hotline to find a locatio near you. For more information, please contact the DC Fire/EMS Customer Service Office at (202) 673-3677 or (202) 673-3678; or Sasha Bruce Youthwork at (202) 675-9370",,,,
623995531339898,1148831835061989,,"Anger and Stress Management",,"Individual and group counseling is offered to youths whose anger is out of control and is contributing to problems at school, work, and in their personal relationships.",http://hillcrest-dc.org/services/children-services/,info@hillcrest-dc.org,active,,"Call or walk-in for services.",,,,
631018985097612,1068988531733400,,"Case Management",,"Case management is an essential component of our residential and educational programming. Young people work with case managers to identify their strengths and challenges and then develop and implement individual service plans. When Covenant House Washington does not offer a service that a particular young person wants or needs, the case manager can draw upon an extremely comprehensive list of external service providers with whom we partner.",http://covenanthousedc.org/our-services/supportive-services/,,active,,"Call or walk in for more information.",,,,
568848745429108,1284952943863665,,Pharmacy,,"Call one of three pharmacies when you need a prescription refill. 

Out of refills? Your pharmacist will let you know the next steps to getting your prescription renewed. You can also call the patient scheduling center at (202) 469-4699.

Did you know that Unity Health Care has three pharmacy locations? You can go to your appointment and pick up your prescription all-in-one location! ",https://www.unityhealthcare.org/services/pharmacy,,active,,"Call for more information.",,,,
573712074661708,1203024767725850,,"Medical Services",,"Community of Hope is committed to providing our patients with accessible, compassionate and affordable healthcare services. Through the highest quality of care, we ensure an outstanding patient experience every visit.

Community of Hope offers high quality medical care for patients of all ages. Receive the care that you want, when you need it, at any of our three federally qualified health centers!

Find a medical home for you and your family, with a Community of Hope doctor, nurse practitioner or midwife that you trust. Visit us today.

Medical services for you and your family
Available in all three of our health centers to men, women and children, unless otherwise noted
Physicals, immunizations, and urgent visits
Chronic disease management
Pediatric care, including well and sick visits
Prenatal care and pregnancy support groups
Birthing services either at a local hospital or in our birth center
Breastfeeding support and education
Family planning counseling and services, including birth control and confidential youth services
Confidential HIV/AIDS and STI testing and treatment
Nutrition and wellness counseling
WIC and other social service referrals
Well-vision exams and other opthamology services* - Available only at Conway Health and Resource Center
Podiatry* - Available only at Conway Health and Resource Center",https://www.communityofhopedc.org/healthcare/medical-services,,active,,"Call to make an appointment. We accept many health insurances and offer a sliding fee scale and payment plans. A comprehensive list of insurances we accept is available on our website.",,,,
583905742719734,1121342754860910,,"Child and Adolescent Anxiety Program (CAAP)",,,https://childrensnational.org/departments/child-and-adolescent-anxiety-program-caap,,active,,"Call or visit website to make an appointment or refer a patient.",,,,
586532932628487,1102284383103447,,"DC Shelter Hotline",,"Transportation to shelter is available 24 hours a day, 7 days a week. If you see someone outside in need of shelter or a welfare check, call the Shelter Hotline at (202) 399-7093 or dial 311. If there is an immediate risk to safety call 911. When calling, please include the time, the address or location of the sighting, and a description of the person’s appearance.",https://dhs.dc.gov/page/information-about-cold-emergency-alerts,,active,,,,,,
600311424612877,1287549685614240,,"Nutrition Counseling - Mary's Center",,"You probably know eating whole, nutritious food leads to improved health, but many of us need a little guidance. There is so much conflicting diet information, it can be hard to know what’s best for you—especially if you or a loved one have a complex health condition.  

At Mary’s Center, you can trust our knowledgeable and friendly nutritionists to guide you and your family to better health through better food. Our nutritionists are co-located within the medical area and the Women, Infant, and Children (WIC) program to provide all the nutrition counseling necessary to ensure your family stays well fed. When you visit Mary’s Center for nutrition counseling, you will:   

Find nutrition resources, education, and individual and group nutrition counseling  
Get help navigating your WIC and SNAP benefits 
Receive nutrition guidance while you are breastfeeding your baby  
Learn about managing chronic conditions through your diet 
Regardless of your needs, our nutrition counselors will be by your side to build a better diet, increase your vitality, and improve your overall health.",https://www.maryscenter.org/medical/other-specialties-and-services/nutrition-counseling/,,active,,"Mary’s Center is ready to partner with you on your health journey. Don’t hesitate to reach out to us using the information below:  

To learn more about WIC or make a WIC application appointment, call (202) 232-6679 

We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,
605021814890791,1068988531733400,,"Hospitality Institute",,"The Hospitality Institute is an addition of CHGW’s existing workforce readiness curriculum created in partnership with Accenture, which provides an opportunity for youth to gain critical career skills through skills training, career coaching, and experiential learning. The six-week curriculum includes 29 hours of classroom and web-based professional skills training followed by on-the-job shadowing. After completing the six-week course, participants will have obtained industry recognized Guest Service Gold and ServSafe Food Handler Manager Certifications. Our unique partnership with Grads of Life connects youth with employers helping them to get the interview and land employment.",http://covenanthousedc.org/our-services/hospitality-institute/,kwhitehead@chdc.org,active,,"If you are interested in starting your career in hospitality, please call 202-610-9600 or email.",,,,
611731051197054,918523571271755,,"Clothing & Hygiene Kits",,"SOME’s clothing room offers clothing, shoes, accessories, and small home goods to those in need. Items are seasonally appropriate and provided free of charge. We also have a special room for children’s clothing and associated items.

Hygiene kits, containing soap, shampoo, lotion, deodorant, toothbrush and toothpaste, razors, and feminine hygiene products, are available at the front desk at 7:30am Mondays, Tuesdays, Thursdays, and Fridays. 

",https://www.some.org/services/basic-needs,,active,,"Adult Hours: 8am to 11am, Tuesdays and Thursdays, availabe in pre-made bags by size
Children Hours: 1:30pm to 3:30pm, Mondays and Wednesday
Hygiene Kits: 7:30am, Mondays, Tuesdays, Thursdays, and Fridays",,,,
617802974901710,1077524447531259,,"Substance Abuse Counseling ",,,https://www.fmcsinc.org/our-services,,active,,"Call for more information.",,,,
619060926571379,1206510419155059,,"COVID-19 Grocery Delivery",,"Delivery of pre-packed grocery bags to the community. Registration required at link provided.",https://docs.google.com/forms/d/e/1FAIpQLSelDv_f71w3B5idHoJG_VPol7H6DRK1eBVHtAq1OQo5KhZuHQ/viewform?gxids=7757,,active,,"Register for grocery delivery through the link provided. Each time you sign up, you will receive one delivery. There is no limit to the number of times you can request food, but please do not fill this out more than once per day.",,,,
621585086191000,1203024767725850,,"New Parent Support",,"Moms and dads of children under three can benefit from our Healthy Start Program. These free services provide pregnant women, new moms and their families with the support and encouragement they need. We help you strengthen the bond between you and your child right in your home. We come to you!

With Healthy Start, you will receive:

Educational and fun home visit sessions (for those who qualify)
Support for when you feel tired or worried
Tips on how to care for and bond with your baby
Help with getting daycare, WIC, medical care and other resources
Information about birth control and breastfeeding
Food and fun at parent support group sessions for mom and dad
Diapers and baby supplies when needed",https://www.communityofhopedc.org/healthcare/wellness-programs,,active,,"For more information on how to join Healthy Start, please contact Marsha Greaves, Program Director, at 202.407.7747.",,,,
637056281967653,1284952943863665,,"Primary Care",,"FAMILY MEDICINE
INTERNAL MEDICINE
OBSTETRICS/GYNECOLOGY
PEDIATRICS",https://www.unityhealthcare.org/services,,active,,"Find a health clinic near you: https://www.unityhealthcare.org/find-a-health-care-center",,,,
586528011285719,824966357062743,,"Childhood Sexual Abuse",,"This webpage offers information on what childhood sexual abuse is, how to identify it, and what to do if you suspect it.",http://dcrcc.org/counseling/no-straight-path/childhood-sexual-abuse/,dcrcc@dcrcc.org,active,,"Visit website.
",,,,
608162049269761,824966357062743,,"Rape Crisis Hotline",,"For people in crisis, our hotline offers 24 hour services.",http://dcrcc.org/counseling/no-straight-path/crisis-intervention/,,active,,"Call our hotline 202-333-RAPE (7273)",,,,
619865391321510,880448544501253,,"LGBTQ Health Program",,"La Clínica operates two sites and safe spaces called ‘Empodérate Centers’. Our program is the only comprehensive, bilingual HIV prevention program that targets Latino men who have sex with men and transgender Latinas in the Washington, D.C. Metropolitan Area. Historically, LGBTQ individuals have been among the most impacted by HIV within the local Latino community. La Clínica addresses this issue by tackling the underlying causes of the epidemic, including stigma, isolation, depression, and the lack of safe and substance/alcohol-free spaces for immigrants that frequently face rejection from families and communities due to homophobia, transphobia, and socioeconomic and immigration status.",https://lcdp.org/_en/programs-community-health-action.html,,active,,,,,,
626995528078756,1102284383103447,,"Supplemental Nutrition Assistance Program (SNAP)",,"The District’s Supplemental Nutrition Assistance Program (SNAP) (formerly known as Food Stamps) helps individuals and families buy the food they need for good health. Every month SNAP benefits are loaded onto an electronic card, called an Electronic Benefits Transfer (EBT) card, that is used as a debit card. EBT cards are accepted at most grocery stores, some farmers’ markets, convenience, and big box stores. SNAP benefits cannot be used to buy prepared foods, vitamins, alcohol/tobacco, and non-food items (like soap or toothpaste).

Pandemic Electronic Benefits Transfer (P-EBT)
The District remains committed to ensuring that families with children who receive free and reduced-price meals continue to have access to healthy meals during school closures due to the coronavirus (COVID-19) public health emergency. P-EBT provides additional food assistance to families of children who receive meals under the National School Lunch Program (NSLP).  For more information, visit https://dhs.dc.gov/p-ebt

Effective, Wednesday, May 13, District residents participating in SNAP may use their benefits to make online purchases of authorized food items using their Electronic Benefits Transfer (EBT) card on Amazon at amazon.com/snap-ebt",https://dhs.dc.gov/node/117372,,active,,"Individuals interested in applying for one or more TANF, SNAP, or Medicaid/Medical Assistance program will complete the Combined Application For Public Benefit. 

For more information on how to apply, visit https://dhs.dc.gov/page/apply-benefits. 

For more information, call the DHS Call Center at (202) 727-5355.",,,,
