id,name,service_id,location_id,service_at_location_id,weekday,valid_from,valid_to,dtstart,until,wkst,freq,interval,byday,byweekno,bymonthday,byyearday,description
67,"Far Southeast Family Strengthening Collaborative - Mon, Wed, Fri",1277554928342075,,,"Monday, Wednesday, Friday",,,9:00AM,5:30PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",583905742719734,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",631582174906714,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",876118989495452,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",890516898015838,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",1112712465466061,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",1095621090051578,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
68,"Children's National Hospital - Main Business Hours",1330489680518823,,,"Monday - Friday",,,9:00AM,5:00PM,,,,,,,,
69,,"1160077532191340,984407158340054",,,,9:00AM,5:00PM,,,,,,,,
70,"Elaine Ellis - MD - Second Saturday",778121485505827,1020706673677182,,"Second Saturday",,,9:15AM,2:00PM,,,,,,,,
70,"Elaine Ellis - MD - Second Saturday",891245636047663,1020706673677182,,"Second Saturday",,,9:15AM,2:00PM,,,,,,,,
70,"Elaine Ellis - MD - Second Saturday",953570402846759,1020706673677182,,"Second Saturday",,,9:15AM,2:00PM,,,,,,,,
70,"Elaine Ellis - MD - Second Saturday",1049005398980524,1020706673677182,,"Second Saturday",,,9:15AM,2:00PM,,,,,,,,
70,"Elaine Ellis - MD - Second Saturday",1134389546347902,1020706673677182,,"Second Saturday",,,9:15AM,2:00PM,,,,,,,,
70,"Elaine Ellis - MD - Second Saturday",1225681361275050,1020706673677182,,"Second Saturday",,,9:15AM,2:00PM,,,,,,,,
71,"Community Connections - Main Hours",606736767772085,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",785169150627540,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",823785251815168,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",945829836126554,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",1092296589947000,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",1099899521922388,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",1176207549830608,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",1176655697971687,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
71,"Community Connections - Main Hours",1206755076792649,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
72,,1245305987898697,,,,3:00PM,7:30PM,,,,,,,,
73,,,,,,9:00AM,5:30PM,,,,,,,,
74,,1317058386900282,,,,6:00AM,2:00PM,,,,,,,,
75,,"1134996153077734,1293661242956981",,,,9:00AM,6:00PM,,,,,,,,
76,"Welcome Center Drop-in Hours - Wed-Thur Morning",643156433763559,1260258325512587,,"Wednesday - Thursday",,,8:30AM,11:30AM,,,,,,,,
77,,,,,,8:00AM,6:00PM,,,,,,,,
78,"Dupont Park SDA - Food Pantry + Clothing Closet - Third Thursday",1011096322447568,,,"Third Thursday",,,9:30AM,12:00PM,,,,,,,,
79,,590471402150942,,,,10:00AM,12:00PM,,,,,,,,
80,"Mary's Center - Petworth Health Center - Dental",819105625973846,1202618027693441,,"Monday - Saturday",,,8:00AM,6:00PM,,,,,,,,
81,"Georgia Ave",830345150121911,901594639817796,,"Tuesday & Thursday",,,9:00AM,5:00PM,,,,,,,,
81,"Georgia Ave",974973185011225,901594639817796,,"Tuesday & Thursday",,,9:00AM,5:00PM,,,,,,,,
81,"Georgia Ave",973083960423797,901594639817796,,"Tuesday & Thursday",,,9:00AM,5:00PM,,,,,,,,
81,"Georgia Ave",1089414876670662,901594639817796,,"Tuesday & Thursday",,,9:00AM,5:00PM,,,,,,,,
82,,"1317058386900282,1078875042301972",,,,9:00AM,11:00AM,,,,,,,,
83,"Bread for the City Health Care Monday, Tuesday, Thursday",1038206932789964,,,"Mon, Tue, Thur",,,8:30AM,5:00PM,,,,,,,,
84,,603618233221428,,,,9:00AM,7:30PM,,,,,,,,
85,,,,,,6:30PM,9:00PM,,,,,,,,
86,,901570423713957,,,,8:00AM,6:00PM,,,,,,,,
87,"N Street Village - Meals & Basic Needs - Mon - Fri",1125987342546107,,,"Monday - Friday",,,7:00AM,4:00PM,,,,,,,,
88,,,,,,8:30AM,5:00PM,,,,,,,,
89,,752192406551414,,,,9:00AM,8:00PM,,,,,,,,
90,,,,,,1:00PM,3:00PM,,,,,,,,
91,,1175190163226960,,,,8:30AM,4:30PM,,,,,,,,
92,,541907027325035,,,,9:00AM,5:00PM,,,,,,,,
93,,1249100999590019,,,,10:00AM,8:00PM,,,,,,,,
94,,603618233221428,,,,9:00AM,8:00PM,,,,,,,,
95,,943694322277545,,,,9:00AM,5:00PM,,,,,,,,
96,"McClendon Center - Core Services",824258346211268,693037857857932,,"Monday - Friday",,,8:30AM,5:00PM,,,,,,,,
96,"McClendon Center - Core Services",974276139813148,693037857857932,,"Monday - Friday",,,8:30AM,5:00PM,,,,,,,,
96,"McClendon Center - Core Services",1183846216660530,693037857857932,,"Monday - Friday",,,8:30AM,5:00PM,,,,,,,,
97,"McClendon Center - Day Program",1182824915404630,,,"Monday - Friday",,,8:00AM,5:00PM,,,,,,,,
98,,,,,,,,,,,,,,,
99,,,,,,9:00AM,4:30PM,,,,,,,,
100,,,,,,10:00AM,2:00PM,,,,,,,,
101,"Montgomery County Outpatient Center",585745505232672,"1191500192034471,1091301498101680",,"Monday - Friday",,,8:30AM,4:30PM,,,,,,,,
101,"Montgomery County Outpatient Center",583905742719734,"1191500192034471,1091301498101680",,"Monday - Friday",,,8:30AM,4:30PM,,,,,,,,
101,"Montgomery County Outpatient Center",876118989495452,"1191500192034471,1091301498101680",,"Monday - Friday",,,8:30AM,4:30PM,,,,,,,,
101,"Montgomery County Outpatient Center",1135146593857359,"1191500192034471,1091301498101680",,"Monday - Friday",,,8:30AM,4:30PM,,,,,,,,
101,"Montgomery County Outpatient Center",1330489680518823,"1191500192034471,1091301498101680",,"Monday - Friday",,,8:30AM,4:30PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",771415038083007,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",778121485505827,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",927583086660595,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",935391639326831,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",1135119642997578,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",1222212212143407,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
102,"Mary's Center - Adams Morgan DC - Medical Hours - Tuesday, Thursday",1330210073954058,1146850101014457,,"Tuesday, Thursday",,,8:00AM,8:00PM,,,,,,,,
103,,1295065323399805,,,,7:00AM,6:00PM,,,,,,,,
104,,,,,,9:00AM,6:00PM,,,,,,,,
105,,674838894214197,,,,9:00AM,5:00PM,,,,,,,,
106,"Mary's Center - Fort Totten - Dental Hours",819105625973846,953875575104132,,"Monday - Saturday",,,8:00AM,6:00PM,,,,,,,,
107,"Miriam's Kitchen - Morning Case Management Hours",631018985097612,,,"Monday - Friday",,,6:30AM,9:45AM,,,,,,,,
108,"Family Health and Birth Center - Medical Hours - Mon, Wed-Friday",573712074661708,898004780647297,,"Mon, Wed-Fri",,,8:30AM,5:00PM,,,,,,,,
108,"Family Health and Birth Center - Medical Hours - Mon, Wed-Friday",1185359834982349,898004780647297,,"Mon, Wed-Fri",,,8:30AM,5:00PM,,,,,,,,
109,,750119883782411,,,,8:30AM,4:30PM,,,,,,,,
110,,909337693416412,,,,7:00AM,6:00PM,,,,,,,,
111,,1078875042301972,,,,9:00AM,5:00PM,,,,,,,,
112,,637684733149897,,,,9:00AM,5:00PM,,,,,,,,
113,"Bread for the City Food Program Southeast Center - Friday",1193500689688597,839573866990556,,Friday,,,8:30AM,12:00PM,,,,,,,,
114,,,,,,8:30AM,5:00PM,,,,,,,,
115,"Virginia Williams Family Resource Center - Fri",643156433763559,584215858451001,,Friday,,,8:30AM,12:00PM,,,,,,,,
115,"Virginia Williams Family Resource Center - Fri",605385202624201,584215858451001,,Friday,,,8:30AM,12:00PM,,,,,,,,
115,"Virginia Williams Family Resource Center - Fri",739062573866794,584215858451001,,Friday,,,8:30AM,12:00PM,,,,,,,,
115,"Virginia Williams Family Resource Center - Fri",991462076076973,584215858451001,,Friday,,,8:30AM,12:00PM,,,,,,,,
115,"Virginia Williams Family Resource Center - Fri",1003036537750667,584215858451001,,Friday,,,8:30AM,12:00PM,,,,,,,,
115,"Virginia Williams Family Resource Center - Fri",1107276468708862,584215858451001,,Friday,,,8:30AM,12:00PM,,,,,,,,
116,"McKenna's Wagon - 2nd and H St, NW",1298850689126022,1312052344982531,,"Sunday - Saturday",,,5:15PM,5:45PM,,,,,,,,
117,,1320760535782101,,,,9:00AM,8:00PM,,,,,,,,
118,"Housing Counseling Services - Main Office - Wednesday",603580181050118,1231381914283530,,Wednesday,,,9:00AM,8:00PM,,,,,,,,
118,"Housing Counseling Services - Main Office - Wednesday",594569394092610,1231381914283530,,Wednesday,,,9:00AM,8:00PM,,,,,,,,
118,"Housing Counseling Services - Main Office - Wednesday",853929141214417,1231381914283530,,Wednesday,,,9:00AM,8:00PM,,,,,,,,
119,,,,,,10:00AM,12:00PM,,,,,,,,
120,,1318371479368083,,,,10:00AM,2:00PM,,,,,,,,
121,"Wendt Center Office Hours",1287171138930601,,,"Monday - Friday",,,10:00AM,6:00PM,,,,,,,,
122,,774762987300374,,,,4:00PM,7:00PM,,,,,,,,
123,"UMC Primary Care - Sat",1135119642997578,,,Saturday,,,10:00AM,2:00PM,,,,,,,,
124,,1179563747654780,,,,10:30AM,4:00PM,,,,,,,,
125,,624397784374194,,,,9:00AM,5:00PM,,,,,,,,
126,"Legal Aid Society of DC - Main Office - General Intake - Thursday",617717048691003,1284378916833442,,Thursday,,,12:30PM,4:00PM,,,,,,,,
126,"Legal Aid Society of DC - Main Office - General Intake - Thursday",761788898992773,1284378916833442,,Thursday,,,12:30PM,4:00PM,,,,,,,,
126,"Legal Aid Society of DC - Main Office - General Intake - Thursday",973325735749516,1284378916833442,,Thursday,,,12:30PM,4:00PM,,,,,,,,
126,"Legal Aid Society of DC - Main Office - General Intake - Thursday",1245717986328193,1284378916833442,,Thursday,,,12:30PM,4:00PM,,,,,,,,
127,,,,,,9:00AM,5:00PM,,,,,,,,
128,,1260258325512587,,,,1:00PM,4:00PM,,,,,,,,
129,"24 Hours",586532932628487,,,Sunday-Saturday,,,"24 Hours",,,,,,,,,
129,"24 Hours",608162049269761,,,Sunday-Saturday,,,"24 Hours",,,,,,,,,
129,"24 Hours",762627227359602,,,Sunday-Saturday,,,"24 Hours",,,,,,,,,
130,"Bread for the City Diaper Program",598893344627449,,,"Tuesday and Thursday (Closed from 12:30PM-2:00PM)",,,10:00AM,4:30PM,,,,,,,,
131,"RAP Inc - Calvin Rolark - Mon - Fri",631018985097612,1333682431246522,,"Monday - Friday",,,8:30AM,5:00PM,,,,,,,,
131,"RAP Inc - Calvin Rolark - Mon - Fri",1095497824033311,1333682431246522,,"Monday - Friday",,,8:30AM,5:00PM,,,,,,,,
